col1,col2
In this paper we extend the maximum spanning tree (MST) dependency parsing framework of McDonald et al. (2005c) to incorporate higher-order feature representations and allow dependency structures with multiple parents per word.,{}
"We show that those extensions can make the MST framework computationally intractable, but that the intractability can be circumvented with new approximate parsing algorithms.",{}
We conclude with experiments showing that discriminative online learning using those approximate algorithms achieves the best reported parsing accuracy for Czech and Danish.,{}
"Dependency representations of sentences (Hudson, 1984; Me´lˇcuk, 1988) model head-dependent syntactic relations as edges in a directed graph.","{'title': '1 Introduction', 'number': '1'}"
Figure 1 displays a dependency representation for the sentence John hit the ball with the bat.,"{'title': '1 Introduction', 'number': '1'}"
"This sentence is an example of a projective (or nested) tree representation, in which all edges can be drawn in the plane with none crossing.","{'title': '1 Introduction', 'number': '1'}"
"Sometimes a non-projective representations are preferred, as in the sentence in Figure 2.1 In particular, for freer-word order languages, non-projectivity is a common phenomenon since the relative positional constraints on dependents is much less rigid.","{'title': '1 Introduction', 'number': '1'}"
"The dependency structures in Figures 1 and 2 satisfy the tree constraint: they are weakly connected graphs with a unique root node, and each non-root node has a exactly one parent.","{'title': '1 Introduction', 'number': '1'}"
"Though trees are more common, some formalisms allow for words to modify multiple parents (Hudson, 1984).","{'title': '1 Introduction', 'number': '1'}"
"Recently, McDonald et al. (2005c) have shown that treating dependency parsing as the search for the highest scoring maximum spanning tree (MST) in a graph yields efficient algorithms for both projective and non-projective trees.","{'title': '1 Introduction', 'number': '1'}"
"When combined with a discriminative online learning algorithm and a rich feature set, these models provide state-of-the-art performance across multiple languages.","{'title': '1 Introduction', 'number': '1'}"
"However, the parsing algorithms require that the score of a dependency tree factors as a sum of the scores of its edges.","{'title': '1 Introduction', 'number': '1'}"
This first-order factorization is very restrictive since it only allows for features to be defined over single attachment decisions.,"{'title': '1 Introduction', 'number': '1'}"
"Previous work has shown that conditioning on neighboring decisions can lead to significant improvements in accuracy (Yamada and Matsumoto, 2003; Charniak, 2000).","{'title': '1 Introduction', 'number': '1'}"
In this paper we extend the MST parsing framework to incorporate higher-order feature representations of bounded-size connected subgraphs.,"{'title': '1 Introduction', 'number': '1'}"
"We also present an algorithm for acyclic dependency graphs, that is, dependency graphs in which a word may depend on multiple heads.","{'title': '1 Introduction', 'number': '1'}"
In both cases parsing is in general intractable and we provide novel approximate algorithms to make these cases tractable.,"{'title': '1 Introduction', 'number': '1'}"
"We evaluate these algorithms within an online learning framework, which has been shown to be robust with respect approximate inference, and describe experiments displaying that these new models lead to state-of-the-art accuracy for English and the best accuracy we know of for Czech and Danish.","{'title': '1 Introduction', 'number': '1'}"
Dependency-tree parsing as the search for the maximum spanning tree (MST) in a graph was proposed by McDonald et al. (2005c).,"{'title': '2 Maximum Spanning Tree Parsing', 'number': '2'}"
"This formulation leads to efficient parsing algorithms for both projective and non-projective dependency trees with the Eisner algorithm (Eisner, 1996) and the Chu-Liu-Edmonds algorithm (Chu and Liu, 1965; Edmonds, 1967) respectively.","{'title': '2 Maximum Spanning Tree Parsing', 'number': '2'}"
