col1,col2
"We consider the evaluation problem in Language Generation and results for evaluating several systems with similar functionality, including a knowledge-based generator and several statistical systems.",Introduction
"We compare evaluation results for these systems by human domain experts, human non-experts, and several automatic evaluation metrics, inand We that correlate best with human judgments, but that all automatic metrics we examined are biased in favour of generators that select on the basis of frequency alone.",Introduction
"We conthat automatic evaluation of systems has considerable potential, in particular where high-quality reference texts and only a small number of human evaluators are available.",Introduction
"However, in general it is probably best for automatic evaluations to be supported by human-based evaluations, or at least by studies that demonstrate that a particular metric correlates well with human judgments in a given domain.",Introduction
"Evaluation is becoming an increasingly important topic in Natural Language Generation (NLG), as in other fields of computational linguistics.",Experiment/Discussion
"Some NLG researchers are impressed by the success of the BLEU evaluation metric (Papineni et al., 2002) in Machine Translation (MT), which has transformed the MT field by allowing researchers to quickly and cheaply evaluate the impact of new ideas, algorithms, and data sets.",Experiment/Discussion
"BLEU and related metrics work by comparing the output of an MT system to a set of reference (‘gold standard’) translations, and in principle this kind of evaluation could be done with NLG systems as well.",Experiment/Discussion
"Indeed NLG researchers are already starting to use BLEU (Habash, 2004; Belz, 2005) in their evaluations, as this is much cheaper and easier to organise than the human evaluations that have traditionally been used to evaluate NLG systems.",Experiment/Discussion
"However, the use of such corpus-based evaluation metrics is only sensible if they are known to be correlated with the results of human-based evaluations.",Experiment/Discussion
"While studies have shown that ratings of MT systems by BLEU and similar metrics correlate well with human judgments (Papineni et al., 2002; Doddington, 2002), we are not aware of any studies that have shown that corpus-based evaluation metrics of NLG systems are correlated with human judgments; correlation studies have been made of individual components (Bangalore et al., 2000), but not of systems.",Experiment/Discussion
"In this paper we present an empirical study of how well various corpus-based metrics agree with human judgments, when evaluating several NLG systems that generate sentences which describe changes in the wind (for weather forecasts).",Experiment/Discussion
"These systems do not perform content determination (they are limited to microplanning and realisation), so our study does not address corpus-based evaluation of content determination.",Experiment/Discussion
"NLG systems have traditionally been evaluated using human subjects (Mellish and Dale, 1998).",Experiment/Discussion
"NLG evaluations have tended to be of the intrinsic type (Sparck Jones and Galliers, 1996), involving subjects reading and rating texts; usually subjects are shown both NLG and human-written texts, and the NLG system is evaluated by comparing the ratings of its texts and human texts.",Experiment/Discussion
"In some cases, subjects are shown texts generated by several NLG systems, including a baseline system which serves as another point of comparison.",Experiment/Discussion
"This methodology was first used in NLG in the mid-1990s by Coch (1996) and Lester and Porter (1997), and continues to be popular today.",Experiment/Discussion
"Other, extrinsic, types of human evaluations of NLG systems include measuring the impact of different generated texts on task performance (Young, 1999), measuring how much experts postedit generated texts (Sripada et al., 2005), and measuring how quickly people read generated texts (Williams and Reiter, 2005).",Experiment/Discussion
In recent years there has been growing interest in evaluating NLG texts by comparing them to a corpus of human-written texts.,Experiment/Discussion
"As in other areas of NLP, the advantages of automatic corpusbased evaluation are that it is potentially much cheaper and quicker than human-based evaluation, and also that it is repeatable.",Experiment/Discussion
"Corpus-based evaluation was first used in NLG by Langkilde (1998), who parsed texts from a corpus, fed the output of her parser to her NLG system, and then compared the generated texts to the original corpus texts.",Experiment/Discussion
Similar evaluations have been used e.g.,Experiment/Discussion
by Bangalore et al. (2000) and Marciniak and Strube (2004).,Experiment/Discussion
"Such corpus-based evaluations have sometimes been criticised in the NLG community, for example by Reiter and Sripada (2002).",Experiment/Discussion
Grounds for criticism include the fact that regenerating a parsed text is not a realistic NLG task; that texts can be very different from a corpus text but still effectively meet the system’s communicative goal; and that corpus texts are often not of high enough quality to form a realistic test.,Experiment/Discussion
"The MT and document summarisation communities have developed evaluation metrics based on comparing output texts to a corpus of human texts, and have shown that some of these metrics are highly correlated with human judgments.",Experiment/Discussion
"The BLEU metric (Papineni et al., 2002) in MT has been particularly successful; for example MT05, the 2005 NIST MT evaluation exercise, used BLEU-4 as the only method of evaluation.",Experiment/Discussion
BLEU is a precision metric that assesses the quality of a translation in terms of the proportion of its word ngrams (n = 4 has become standard) that it shares with one or more high-quality reference translations.,Experiment/Discussion
"BLEU scores range from 0 to 1, 1 being the highest which can only be achieved by a translation if all its substrings can be found in one of the reference texts (hence a reference text will always score 1).",Experiment/Discussion
BLEU should be calculated on a large test set with several reference translations (four appears to be standard in MT).,Experiment/Discussion
"Properly calculated BLEU scores have been shown to correlate reliably with human judgments (Papineni et al., 2002).",Experiment/Discussion
"The NIST MT evaluation metric (Doddington, 2002) is an adaptation of BLEU, but where BLEU gives equal weight to all n-grams, NIST gives more importance to less frequent (hence more informative) n-grams.",Experiment/Discussion
"BLEU’s ability to detect subtle but important differences in translation quality has been questioned, some research showing NIST to be more sensitive (Doddington, 2002; Riezler and Maxwell III, 2005).",Experiment/Discussion
"The ROUGE metric (Lin and Hovy, 2003) was conceived as document summarisation’s answer to BLEU, but it does not appear to have met with the same degree of enthusiasm.",Experiment/Discussion
There are several different ROUGE metrics.,Experiment/Discussion
"The simplest is ROUGE-N, which computes the highest proportion in any reference summary of n-grams that are matched by the system-generated summary.",Experiment/Discussion
A procedure is applied that averages the score across leave-oneout subsets of the set of reference texts.,Experiment/Discussion
"ROUGEN is an almost straightforward n-gram recall metric between two texts, and has several counterintuitive properties, including that even a text composed entirely of sentences from reference texts cannot score 1 (unless there is only one reference text).",Experiment/Discussion
"There are several other variants of the ROUGE metric, and ROUGE-2, along with ROUGESU (based on skip bigrams and unigrams), were among the official scores for the DUC 2005 summarisation task.",Experiment/Discussion
"The SUMTIME project (Reiter et al., 2005) developed an NLG system which generated textual weather forecasts from numerical forecast data.",Experiment/Discussion
The SUMTIME system generates specialist forecasts for offshore oil rigs.,Experiment/Discussion
"It has two modules: a content-determination module that determines the content of the weather forecast by analysing the numerical data using linear segmentation and other data analysis techniques; and a microplanning and realisation module which generates texts based on this content by choosing appropriate words, deciding on aggregation, enforcing the sublanguage grammar, and so forth.",Experiment/Discussion
"SUMTIME generates very high-quality texts, in some cases forecast users believe SUMTIME texts are better than human-written texts (Reiter et al., 2005).",Experiment/Discussion
SUMTIME is a knowledge-based NLG system.,Experiment/Discussion
"While its design was informed by corpus analysis (Reiter et al., 2003), the system is based on manually authored rules and code.",Experiment/Discussion
"As part of the project, the SUMTIME team created a corpus of 1045 forecasts from the commercial output of five different forecasters and the input data (numerical predictions of wind, temperature, etc) that the forecasters examined when they wrote the forecasts (Sripada et al., 2003).",Experiment/Discussion
"In other words, the SUMTIME corpus contains both the inputs (numerical weather predictions) and the outputs (forecast texts) of the forecast-generation process.",Experiment/Discussion
The SUMTIME team also derived a content representation (called ‘tuples’) from the corpus texts similar to that produced by SUMTIME’s content-determination module.,Experiment/Discussion
The SUMTIME microplanner/realiser can be driven by these tuples; this mode (combining human content determination with SUMTIME microplanning and realisation) is called SUMTIME-Hybrid.,Experiment/Discussion
"Table 1 includes an example of the tuples extracted from the corpus text (row 1), and a SUMTIME-Hybrid text produced from the tuples (row 5).",Experiment/Discussion
Statistical NLG has focused on generate-and-select models: a set of alternatives is generated and one is selected with a language model.,Experiment/Discussion
This technique is computationally very expensive.,Experiment/Discussion
"Moreover, the only type of language model used in NLG are ngram models which have the additional disadvantage of a general preference for shorter realisations, which can be harmful in NLG (Belz, 2005). pCRU1 language generation (Belz, 2006) is a language generation framework that was designed to facilitate statistical generation techniques that are more efficient and less biased.",Experiment/Discussion
"In pCRU generation, a base generator is encoded as a set of generation rules made up of relations with zero or more atomic arguments.",Experiment/Discussion
The base generator is then trained on raw text corpora to provide a probability distribution over generation rules.,Experiment/Discussion
"The resulting PCRU generator can be run in several modes, including the following: Random: ignoring pCRU probabilities, randomly select generation rules.",Experiment/Discussion
"N-gram: ignoring pCRU probabilities, generate set of alternatives and select the most likely according to a given n-gram language model.",Experiment/Discussion
Greedy: select the most likely among each set of candidate generation rules.,Experiment/Discussion
Greedy roulette: select rules with likelihood proportional to their pCRU probability.,Experiment/Discussion
"The greedy modes are deterministic and therefore considerably cheaper in computational terms than the equivalent n-gram method (Belz, 2005).",Experiment/Discussion
The main goal of our experiments was to determine how well a variety of automatic evaluation metrics correlated with human judgments of text quality in NLG.,Experiment/Discussion
A secondary goal was to determine if there were types of NLG systems for which the correlation of automatic and human evaluation was particularly good or bad.,Experiment/Discussion
"Data: We extracted from each forecast in the SUMTIME corpus the first description of wind (at 10m height) from every morning forecast (the text shown in Table 1 is a typical example), which resulted in a set of about 500 wind forecasts.",Experiment/Discussion
"We excluded several forecasts for which we had no input data (numerical weather predictions) or an incomplete set of system outputs; this left 465 texts, which we used in our evaluation.",Experiment/Discussion
"The inputs to the generators were tuples composed of an index, timestamp, wind direction, wind speed range, and gust speed range (see examples at top of Table 1).",Experiment/Discussion
We randomly selected a subset of 21 forecast dates for use in human evaluations.,Experiment/Discussion
"For these 21 forecast dates, we also asked two meteorologists who had not contributed to the original SUMTIME corpus to write new forecasts texts; we used these as reference texts for the automatic metrics.",Experiment/Discussion
"The forecasters created these texts by rewriting the corpus texts, as this was a more natural task for them than writing texts based on tuples.",Experiment/Discussion
"500 wind descriptions may seem like a small corpus, but in fact provides very good coverage as the domain language is extremely simple, involving only about 90 word forms (not counting numbers and wind directions) and a small handful of different syntactic structures.",Experiment/Discussion
"Systems and texts evaluated: We evaluated four pCRU generators and the SUMTIME system, operating in Hybrid mode (Section 2.3) for better comparability because the pCRU generators do not perform content determination.",Experiment/Discussion
"A base pCRU generator was created semiautomatically by running a chunker over the corpus, extracting generation rules and adding some higher-level rules taking care of aggregation, elision etc.",Experiment/Discussion
This base generator was then trained on 9/10 of the corpus (the training data).,Experiment/Discussion
5 different random divisions of the corpus into training and testing data were used (i.e. all results were validated by 5-fold hold-out cross-validation).,Experiment/Discussion
