col1,col2
In this paper we propose a new graphbased method that uses the knowledge in a LKB (based on WordNet) in order to perform unsupervised Word Sense Disambiguation.,{}
"Our algorithm uses the full graph of the LKB efficiently, performing better than previous approaches in English all-words datasets.",{}
"We also show that the algorithm can be easily ported to other languages with good results, with the only requirement of having a wordnet.",{}
"In addition, we make an analysis of the performance of the algorithm, showing that it is efficient and that it could be tuned to be faster.",{}
Word Sense Disambiguation (WSD) is a key enabling-technology that automatically chooses the intended sense of a word in context.,"{'title': '1 Introduction', 'number': '1'}"
"Supervised WSD systems are the best performing in public evaluations (Palmer et al., 2001; Snyder and Palmer, 2004; Pradhan et al., 2007) but they need large amounts of hand-tagged data, which is typically very expensive to build.","{'title': '1 Introduction', 'number': '1'}"
"Given the relatively small amount of training data available, current state-of-the-art systems only beat the simple most frequent sense (MFS) baseline1 by a small margin.","{'title': '1 Introduction', 'number': '1'}"
"As an alternative to supervised systems, knowledge-based WSD systems exploit the information present in a lexical knowledge base (LKB) to perform WSD, without using any further corpus evidence.","{'title': '1 Introduction', 'number': '1'}"
Traditional knowledge-based WSD systems assign a sense to an ambiguous word by comparing each of its senses with those of the surrounding context.,"{'title': '1 Introduction', 'number': '1'}"
"Typically, some semantic similarity metric is used for calculating the relatedness among senses (Lesk, 1986; McCarthy et al., 2004).","{'title': '1 Introduction', 'number': '1'}"
One of the major drawbacks of these approaches stems from the fact that senses are compared in a pairwise fashion and thus the number of computations can grow exponentially with the number of words.,"{'title': '1 Introduction', 'number': '1'}"
"Although alternatives like simulated annealing (Cowie et al., 1992) and conceptual density (Agirre and Rigau, 1996) were tried, most of past knowledge based WSD was done in a suboptimal word-by-word process, i.e., disambiguating words one at a time.","{'title': '1 Introduction', 'number': '1'}"
"Recently, graph-based methods for knowledgebased WSD have gained much attention in the NLP community (Sinha and Mihalcea, 2007; Navigli and Lapata, 2007; Mihalcea, 2005; Agirre and Soroa, 2008).","{'title': '1 Introduction', 'number': '1'}"
These methods use well-known graph-based techniques to find and exploit the structural properties of the graph underlying a particular LKB.,"{'title': '1 Introduction', 'number': '1'}"
"Because the graph is analyzed as a whole, these techniques have the remarkable property of being able to find globally optimal solutions, given the relations between entities.","{'title': '1 Introduction', 'number': '1'}"
"Graphbased WSD methods are particularly suited for disambiguating word sequences, and they manage to exploit the interrelations among the senses in the given context.","{'title': '1 Introduction', 'number': '1'}"
"In this sense, they provide a principled solution to the exponential explosion problem, with excellent performance.","{'title': '1 Introduction', 'number': '1'}"
Graph-based WSD is performed over a graph composed by senses (nodes) and relations between pairs of senses (edges).,"{'title': '1 Introduction', 'number': '1'}"
"The relations may be of several types (lexico-semantic, coocurrence relations, etc.) and may have some weight attached to them.","{'title': '1 Introduction', 'number': '1'}"
"The disambiguation is typically performed by applying a ranking algorithm over the graph, and then assigning the concepts with highest rank to the corresponding words.","{'title': '1 Introduction', 'number': '1'}"
"Given the computational cost of using large graphs like WordNet, many researchers use smaller subgraphs built online for each target context.","{'title': '1 Introduction', 'number': '1'}"
"In this paper we present a novel graph-based WSD algorithm which uses the full graph of WordNet efficiently, performing significantly better that previously published approaches in English all-words datasets.","{'title': '1 Introduction', 'number': '1'}"
"We also show that the algorithm can be easily ported to other languages with good results, with the only requirement of having a wordnet.","{'title': '1 Introduction', 'number': '1'}"
The algorithm is publicly available2 and can be applied easily to sense inventories and knowledge bases different from WordNet.,"{'title': '1 Introduction', 'number': '1'}"
"Our analysis shows that our algorithm is efficient compared to previously proposed alternatives, and that a good choice of WordNet versions and relations is fundamental for good performance.","{'title': '1 Introduction', 'number': '1'}"
The paper is structured as follows.,"{'title': '1 Introduction', 'number': '1'}"
We first describe the PageRank and Personalized PageRank algorithms.,"{'title': '1 Introduction', 'number': '1'}"
Section 3 introduces the graph based methods used for WSD.,"{'title': '1 Introduction', 'number': '1'}"
"Section 4 shows the experimental setting and the main results, and Section 5 compares our methods with related experiments on graph-based WSD systems.","{'title': '1 Introduction', 'number': '1'}"
Section 6 shows the results of the method when applied to a Spanish dataset.,"{'title': '1 Introduction', 'number': '1'}"
Section 7 analyzes the performance of the algorithm.,"{'title': '1 Introduction', 'number': '1'}"
"Finally, we draw some conclusions in Section 8.","{'title': '1 Introduction', 'number': '1'}"
"The celebrated PageRank algorithm (Brin and Page, 1998) is a method for ranking the vertices in a graph according to their relative structural importance.","{'title': '2 PageRank and Personalized PageRank', 'number': '2'}"
"The main idea of PageRank is that whenever a link from vi to vj exists in a graph, a vote from node i to node j is produced, and hence the rank of node j increases.","{'title': '2 PageRank and Personalized PageRank', 'number': '2'}"
"Besides, the strength of the vote from i to j also depends on the rank of node i: the more important node i is, the more strength its votes will have.","{'title': '2 PageRank and Personalized PageRank', 'number': '2'}"
"Alternatively, PageRank can also be viewed as the result of a random walk process, where the final rank of node i represents the probability of a random walk over the graph ending on node i, at a sufficiently large time.","{'title': '2 PageRank and Personalized PageRank', 'number': '2'}"
