col1,col2
"This paper presents the description and evaluation framework of SemEval-2010 Word Sense Induction & Disambiguation task, as well as the evaluation results of 26 participating systems.",{}
"In this task, participants were required to induce the senses of 100 target words using a training set, and then disambiguate unseen instances of the same words using the induced senses.",{}
"Systems’ answers were evaluated in: (1) an unsupervised manner by using two clustering evaluation measures, and (2) a supervised manner in a WSD task.",{}
"Word senses are more beneficial than simple word forms for a variety of tasks including Information Retrieval, Machine Translation and others (Pantel and Lin, 2002).","{'title': '1 Introduction', 'number': '1'}"
"However, word senses are usually represented as a fixed-list of definitions of a manually constructed lexical database.","{'title': '1 Introduction', 'number': '1'}"
"Several deficiencies are caused by this representation, e.g. lexical databases miss main domain-specific senses (Pantel and Lin, 2002), they often contain general definitions and suffer from the lack of explicit semantic or contextual links between concepts (Agirre et al., 2001).","{'title': '1 Introduction', 'number': '1'}"
"More importantly, the definitions of hand-crafted lexical databases often do not reflect the exact meaning of a target word in a given context (V´eronis, 2004).","{'title': '1 Introduction', 'number': '1'}"
Unsupervised Word Sense Induction (WSI) aims to overcome these limitations of handconstructed lexicons by learning the senses of a target word directly from text without relying on any hand-crafted resources.,"{'title': '1 Introduction', 'number': '1'}"
The primary aim of SemEval-2010 WSI task is to allow comparison of unsupervised word sense induction and disambiguation systems.,"{'title': '1 Introduction', 'number': '1'}"
"The target word dataset consists of 100 words, 50 nouns and 50 verbs.","{'title': 'Sameer S. Pradhan BBN Technologies Cambridge, USA', 'number': '2'}"
"For each target word, participants were provided with a training set in order to learn the senses of that word.","{'title': 'Sameer S. Pradhan BBN Technologies Cambridge, USA', 'number': '2'}"
"In the next step, participating systems were asked to disambiguate unseen instances of the same words using their learned senses.","{'title': 'Sameer S. Pradhan BBN Technologies Cambridge, USA', 'number': '2'}"
The answers of the systems were then sent to organisers for evaluation.,"{'title': 'Sameer S. Pradhan BBN Technologies Cambridge, USA', 'number': '2'}"
Figure 1 provides an overview of the task.,"{'title': '2 Task description', 'number': '3'}"
"As can be observed, the task consisted of three separate phases.","{'title': '2 Task description', 'number': '3'}"
"In the first phase, training phase, participating systems were provided with a training dataset that consisted of a set of target word (noun/verb) instances (sentences/paragraphs).","{'title': '2 Task description', 'number': '3'}"
Participants were then asked to use this training dataset to induce the senses of the target word.,"{'title': '2 Task description', 'number': '3'}"
No other resources were allowed with the exception of NLP components for morphology and syntax.,"{'title': '2 Task description', 'number': '3'}"
"In the second phase, testing phase, participating systems were provided with a testing dataset that consisted of a set of target word (noun/verb) instances (sentences/paragraphs).","{'title': '2 Task description', 'number': '3'}"
Participants were then asked to tag (disambiguate) each testing instance with the senses induced during the training phase.,"{'title': '2 Task description', 'number': '3'}"
"In the third and final phase, the tagged test instances were received by the organisers in order to evaluate the answers of the systems in a supervised and an unsupervised framework.","{'title': '2 Task description', 'number': '3'}"
"Table 1 shows the total number of target word instances in the training and testing set, as well as the average number of senses in the gold standard.","{'title': '2 Task description', 'number': '3'}"
"The main difference of the SemEval-2010 as compared to the SemEval-2007 sense induction task is that the training and testing data are treated separately, i.e the testing data are only used for sense tagging, while the training data are only used for sense induction.","{'title': '2 Task description', 'number': '3'}"
Treating the testing data as new unseen instances ensures a realistic evaluation that allows to evaluate the clustering models of each participating system.,"{'title': '2 Task description', 'number': '3'}"
The evaluation framework of SemEval-2010 WSI task considered two types of evaluation.,"{'title': '2 Task description', 'number': '3'}"
"In the first one, unsupervised evaluation, systems’ answers were evaluated according to: (1) VMeasure (Rosenberg and Hirschberg, 2007), and (2) paired F-Score (Artiles et al., 2009).","{'title': '2 Task description', 'number': '3'}"
Neither of these measures were used in the SemEval2007 WSI task.,"{'title': '2 Task description', 'number': '3'}"
Manandhar & Klapaftis (2009) provide more details on the choice of this evaluation setting and its differences with the previous evaluation.,"{'title': '2 Task description', 'number': '3'}"
"The second type of evaluation, supervised evaluation, follows the supervised evaluation of the SemEval-2007 WSI task (Agirre and Soroa, 2007).","{'title': '2 Task description', 'number': '3'}"
"In this evaluation, induced senses are mapped to gold standard senses using a mapping corpus, and systems are then evaluated in a standard WSD task.","{'title': '2 Task description', 'number': '3'}"
"The target word dataset consisted of 100 words, i.e.","{'title': '2 Task description', 'number': '3'}"
50 nouns and 50 verbs.,"{'title': '2 Task description', 'number': '3'}"
"The training dataset for each target noun or verb was created by following a web-based semi-automatic method, similar to the method for the construction of Topic Signatures (Agirre et al., 2001).","{'title': '2 Task description', 'number': '3'}"
"Specifically, for each WordNet (Fellbaum, 1998) sense of a target word, we created a query of the following form: The <Target Word> consisted of the target word stem.","{'title': '2 Task description', 'number': '3'}"
The <Relative Set> consisted of a disjunctive set of word lemmas that were related to the target word sense for which the query was created.,"{'title': '2 Task description', 'number': '3'}"
"The relations considered were WordNet’s hypernyms, hyponyms, synonyms, meronyms and holonyms.","{'title': '2 Task description', 'number': '3'}"
Each query was manually checked by one of the organisers to remove ambiguous words.,"{'title': '2 Task description', 'number': '3'}"
The following example shows the query created for the first1 and second2 WordNet sense of the target noun failure.,"{'title': '2 Task description', 'number': '3'}"
The created queries were issued to Yahoo! search API3 and for each query a maximum of 1000 pages were downloaded.,"{'title': '2 Task description', 'number': '3'}"
For each page we extracted fragments of text that occurred in <p> </p> html tags and contained the target word stem.,"{'title': '2 Task description', 'number': '3'}"
"In the final stage, each extracted fragment of text was POS-tagged using the Genia tagger (Tsuruoka and Tsujii, 2005) and was only retained, if the POS of the target word in the extracted text matched the POS of the target word in our dataset.","{'title': '2 Task description', 'number': '3'}"
The testing dataset consisted of instances of the same target words from the training dataset.,"{'title': '2 Task description', 'number': '3'}"
"This dataset is part of OntoNotes (Hovy et al., 2006).","{'title': '2 Task description', 'number': '3'}"
"We used the sense-tagged dataset in which sentences containing target word instances are tagged with OntoNotes (Hovy et al., 2006) senses.","{'title': '2 Task description', 'number': '3'}"
"The texts come from various news sources including CNN, ABC and others.","{'title': '2 Task description', 'number': '3'}"
For the purposes of this section we provide an example (Table 3) in which a target word has 181 instances and 3 GS senses.,"{'title': '3 Evaluation framework', 'number': '4'}"
A system has generated a clustering solution with 4 clusters covering all instances.,"{'title': '3 Evaluation framework', 'number': '4'}"
Table 3 shows the number of common instances between clusters and GS senses.,"{'title': '3 Evaluation framework', 'number': '4'}"
"This section presents the measures of unsupervised evaluation, i.e V-Measure (Rosenberg and Hirschberg, 2007) and (2) paired F-Score (Artiles et al., 2009).","{'title': '3 Evaluation framework', 'number': '4'}"
Let w be a target word with N instances (data points) in the testing dataset.,"{'title': '3 Evaluation framework', 'number': '4'}"
"Let K = {Cj|j = 1... n} be a set of automatically generated clusters grouping these instances, and S = {Gi|i = 1... m} the set of gold standard classes containing the desirable groupings of w instances.","{'title': '3 Evaluation framework', 'number': '4'}"
"V-Measure (Rosenberg and Hirschberg, 2007) assesses the quality of a clustering solution by explicitly measuring its homogeneity and its completeness.","{'title': '3 Evaluation framework', 'number': '4'}"
"Homogeneity refers to the degree that each cluster consists of data points primarily belonging to a single GS class, while completeness refers to the degree that each GS class consists of data points primarily assigned to a single cluster (Rosenberg and Hirschberg, 2007).","{'title': '3 Evaluation framework', 'number': '4'}"
Let h be homogeneity and c completeness.,"{'title': '3 Evaluation framework', 'number': '4'}"
"V-Measure is the harmonic mean of h and c, i.e.","{'title': '3 Evaluation framework', 'number': '4'}"
V M = 2·h·c h+c .,"{'title': '3 Evaluation framework', 'number': '4'}"
Homogeneity.,"{'title': '3 Evaluation framework', 'number': '4'}"
"The homogeneity, h, of a clustering solution is defined in Formula 1, where H(S|K) is the conditional entropy of the class distribution given the proposed clustering and H(S) is the class entropy.","{'title': '3 Evaluation framework', 'number': '4'}"
"When H(S|K) is 0, the solution is perfectly homogeneous, because each cluster only contains data points that belong to a single class.","{'title': '3 Evaluation framework', 'number': '4'}"
"However in an imperfect situation, H(S|K) depends on the size of the dataset and the distribution of class sizes.","{'title': '3 Evaluation framework', 'number': '4'}"
"Hence, instead of taking the raw conditional entropy, V-Measure normalises it by the maximum reduction in entropy the clustering information could provide, i.e.","{'title': '3 Evaluation framework', 'number': '4'}"
H(S).,"{'title': '3 Evaluation framework', 'number': '4'}"
"When there is only a single class (H(S) = 0), any clustering would produce a perfectly homogeneous solution.","{'title': '3 Evaluation framework', 'number': '4'}"
Completeness.,"{'title': '3 Evaluation framework', 'number': '4'}"
"Symmetrically to homogeneity, the completeness, c, of a clustering solution is defined in Formula 4, where H(K|S) is the conditional entropy of the cluster distribution given the class distribution and H(K) is the clustering entropy.","{'title': '3 Evaluation framework', 'number': '4'}"
"When H(K|S) is 0, the solution is perfectly complete, because all data points of a class belong to the same cluster.","{'title': '3 Evaluation framework', 'number': '4'}"
"For the clustering example in Table 3, homogeneity is equal to 0.404, completeness is equal to 0.37 and V-Measure is equal to 0.386.","{'title': '3 Evaluation framework', 'number': '4'}"
"In this evaluation, the clustering problem is transformed into a classification problem.","{'title': '3 Evaluation framework', 'number': '4'}"
"For each cluster Ci we generate (|Ci|� instance pairs, where 2 |Ci |is the total number of instances that belong to cluster Ci.","{'title': '3 Evaluation framework', 'number': '4'}"
"Similarly, for each GS class Gi we generate (|Gi|� instance pairs, where |Gi |is the total 2 number of instances that belong to GS class Gi.","{'title': '3 Evaluation framework', 'number': '4'}"
Let F(K) be the set of instance pairs that exist in the automatically induced clusters and F(S) be the set of instance pairs that exist in the gold standard.,"{'title': '3 Evaluation framework', 'number': '4'}"
"Precision can be defined as the number of common instance pairs between the two sets to the total number of pairs in the clustering solution (Equation 7), while recall can be defined as the number of common instance pairs between the two sets to the total number of pairs in the gold standard (Equation 8).","{'title': '3 Evaluation framework', 'number': '4'}"
"Finally, precision and recall are combined to produce the harmonic mean stance pairs for C1 , �70� for C2, �71� for C3 and �5� for C4, resulting in a total of 5505 instance 2 2 pairs.","{'title': '3 Evaluation framework', 'number': '4'}"
"In the same vein, we can generate �36 total, the GS classes contain 5820 instance pairs.","{'title': '3 Evaluation framework', 'number': '4'}"
"There are 3435 common instance pairs, hence precision is equal to 62.39%, recall is equal to 59.09% and paired F-Score is equal to 60.69%.","{'title': '3 Evaluation framework', 'number': '4'}"
"In this evaluation, the testing dataset is split into a mapping and an evaluation corpus.","{'title': '3 Evaluation framework', 'number': '4'}"
"The first one is used to map the automatically induced clusters to GS senses, while the second is used to evaluate methods in a WSD setting.","{'title': '3 Evaluation framework', 'number': '4'}"
"This evaluation follows the supervised evaluation of SemEval-2007 WSI task (Agirre and Soroa, 2007), with the difference that the reported results are an average of 5 random splits.","{'title': '3 Evaluation framework', 'number': '4'}"
"This repeated random sampling was performed to avoid the problems of the SemEval-2007 WSI challenge, in which different splits were providing different system rankings.","{'title': '3 Evaluation framework', 'number': '4'}"
