col1,col2
We present an unsupervised method for labelling the arguments of verbs with their semantic roles.,Introduction
"Our bootstrapping algorithm makes initial unambiguous role assignments, and then iteratively updates the probability model on which future assignments are based.",Introduction
"A novel aspect of our approach is the use of verb, slot, and noun class information as the basis for backing off in our probability model.",Introduction
"We achieve 50–65% reduction in the error rate over an informed baseline, indicating the potential of our approach for a task that has heretofore relied on large amounts of manually generated training data.",Introduction
"Semantic annotation of text corpora is needed to support tasks such as information extraction and question-answering (e.g., Riloff and Schmelzenbach, 1998; Niu and Hirst, 2004).",Experiment/Discussion
"In particular, labelling the semantic roles of the arguments of a verb (or any predicate), as in (1) and (2), provides crucial information about the relations among event participants.",Experiment/Discussion
"Because of the importance of this task, a number of recent methods have been proposed for automatic semantic role labelling (e.g., Gildea and Jurafsky, 2002; Gildea and Palmer, 2002; Chen and Rambow, 2003; Fleischman et al., 2003; Hacioglu et al., 2003; Thompson et al., 2003).",Experiment/Discussion
"These supervised methods are limited by their reliance on the manually roletagged corpora of FrameNet (Baker et al., 1998) or PropBank (Palmer et al., 2003) as training data, which are expensive to produce, are limited in size, and may not be representative.",Experiment/Discussion
"We have developed a novel method of unsupervised semantic role labelling that avoids the need for expensive manual labelling of text, and enables the use of a large, representative corpus.",Experiment/Discussion
"To achieve this, we take a “bootstrapping” approach (e.g., Hindle and Rooth, 1993; Yarowsky, 1995; Jones et al., 1999), which initially makes only the role assignments that are unambiguous according to a verb lexicon.",Experiment/Discussion
"We then iteratively: create a probability model based on the currently annotated semantic roles, use this probability model to assign roles that are deemed to have sufficient evidence, and add the newly labelled arguments to our annotated set.",Experiment/Discussion
"As we iterate, we gradually both grow the size of the annotated set, and relax the evidence thresholds for the probability model, until all arguments have been assigned roles.",Experiment/Discussion
"To our knowledge, this is the first unsupervised semantic role labelling system applied to general semantic roles in a domain-general corpus.",Experiment/Discussion
"In a similar vein of work, Riloff and colleagues (Riloff and Schmelzenbach, 1998; Jones et al., 1999) used bootstrapping to learn “case frames” for verbs, but their approach has been applied in very narrow topic domains with topic-specific roles.",Experiment/Discussion
"In other work, Gildea (2002) has explored unsupervised methods to discover role-slot mappings for verbs, but not to apply this knowledge to label text with roles.",Experiment/Discussion
"Our approach also differs from earlier work in its novel use of classes of information in backing off to less specific role probabilities (in contrast to using simple subsets of information, as in Gildea and Jurafsky, 2002).",Experiment/Discussion
"If warranted, we base our decisions on the probability of a role given the verb, the syntactic slot (syntactic argument position), and the noun occurring in that slot.",Experiment/Discussion
"For example, the assignment to the first argument of sentence (1) above may be based on Experiencer subject .",Experiment/Discussion
"When backing off from this probability, we use statistics over more general classes of information, such as conditioning over the semantic class of the verb instead of the verb itself—for this example, psychological state verbs.",Experiment/Discussion
Our approach yields a very simple probability model which emphasizes classbased generalizations.,Experiment/Discussion
The first step in our algorithm is to use the verb lexicon to determine the argument slots and the roles available for them.,Experiment/Discussion
"In Section 2, we discuss the lexicon we use, and our initial steps of syntactic frame matching and “unambiguous” role assignment.",Experiment/Discussion
This unambiguous data is leveraged by using those role assignments as the basis for the initial estimates for the probability model described in Section 3.,Experiment/Discussion
"Section 4 presents the algorithm which brings these two components together, iteratively updating the probability estimates as more and more data is labelled.",Experiment/Discussion
"In Section 5, we describe details of the materials and methods used for the experiments presented in Section 6.",Experiment/Discussion
Our results show a large improvement over an informed baseline.,Experiment/Discussion
"This kind of unsupervised approach to role labelling is quite new, and we conclude with a discussion of limitations and on-going work in Section 7.",Experiment/Discussion
"Previous work has divided the semantic role labelling task into the identification of the arguments to be labelled, and the tagging of each argument with a role (Gildea and Jurafsky, 2002; Fleischman et al., 2003).",Experiment/Discussion
Our algorithm addresses both these steps.,Experiment/Discussion
"Also, the unsupervised nature of the approach highlights an intermediate step of determining the set of possible roles for each argument.",Experiment/Discussion
"Because we need to constrain the role set as much as possible, and cannot draw on extensive training data, this latter step takes on greater significance in our work.",Experiment/Discussion
"We first describe the lexicon that specifies the syntactic arguments and possible roles for the verbs, and then discuss our process of argument and role set identification.",Experiment/Discussion
"In semantic role labelling, a lexicon is used which lists the possible roles for each syntactic argument of each predicate.",Experiment/Discussion
"Supervised approaches to this task have thus far used the predicate lexicon of FrameNet, or the verb lexicon of PropBank, since each has an associated labelled corpus for training.",Experiment/Discussion
"We instead make use of VerbNet (Kipper et al., 2000), a manually developed hierarchical verb lexicon based on the verb classification of Levin (1993).",Experiment/Discussion
"For each of 191 verb classes, including around 3000 verbs in total, VerbNet specifies the syntactic frames along with the semantic role assigned to each slot of a frame.",Experiment/Discussion
"Throughout the paper we use the term “frame” to refer to a syntactic frame—the set of syntactic arguments of a verb—possibly labelled with roles, as exemplified in the VerbNet entry in Table 1.",Experiment/Discussion
"While FrameNet uses semantic roles specific to a particular situation (such as Speaker, Message, [admire, adore, appreciate, cherish, enjoy, ...] Addressee), and PropBank uses roles specific to a verb (such as Arg0, Arg1, Arg2), VerbNet uses an intermediate level of thematic roles (such as Agent, Theme, Recipient).",Experiment/Discussion
"These general thematic roles are commonly assumed in linguistic theory, and have some advantages in terms of capturing commonalities of argument relations across a wide range of predicates.",Experiment/Discussion
"It is worth noting that although there are fewer of these thematic roles than the more situation-specific roles of FrameNet, the role labelling task is not necessarily easier: there may be more data per role, but possibly less discriminating data, since each role applies to more general relations.",Experiment/Discussion
"(Indeed, in comparing the use of FrameNet roles to general thematic roles, Gildea and Jurafsky (2002) found very little difference in performance.)",Experiment/Discussion
"We devise a frame matching procedure that uses the verb lexicon to determine, for each instance of a verb, the argument slots and their possible thematic roles.",Experiment/Discussion
"The potential argument slots are subject, object, indirect object, and PP-object, where the latter is specialized by the individual preposition.1 Given chunked sentences with our verbs, the frame matcher uses VerbNet both to restrict the list of candidate roles for each slot, and to eliminate some of the PP slots that are likely not arguments.",Experiment/Discussion
"To initialize the candidate roles precisely, we only choose roles from frames in the verb’s lexical entry (cf.",Experiment/Discussion
Table 1) that are the best syntactic matches with the chunker output.,Experiment/Discussion
"We align the slots of each frame with the chunked slots, and compute the portion %Frame of frame slots that can be mapped to a chunked slot, and the portion %Chunks of chunked slots that can be mapped to the frame.",Experiment/Discussion
"The score for each frame is computed by %Frame %Chunks, and only frames having the highest score contribute candidate roles to the chunked slots.",Experiment/Discussion
An example scoring is shown in Table 2.,Experiment/Discussion
This frame matching step is very restrictive and greatly reduces potential role ambiguity.,Experiment/Discussion
"Many syntactic slots receive only a single candidate role, providing the initial unambiguous data for our bootstrapping algorithm.",Experiment/Discussion
"Some slots receive no candidate roles, which is an error for argument slots but which is correct for adjuncts.",Experiment/Discussion
"The reduction of candidate roles in general is very helpful in lightening the load on the probability model, but note that it may also cause the correct role to be omitted.",Experiment/Discussion
"In future work, we plan to explore other possible methods of selecting roles from the frames, such as choosing candidates from all frames, or setting a threshold value on the matching score.",Experiment/Discussion
"Once slots are initialized as above, our algorithm uses an iteratively updated probability model for role labelling.",Experiment/Discussion
The probability model predicts the role for a slot given certain conditioning information.,Experiment/Discussion
We use a backoff approach with three levels of specificity of probabilities.,Experiment/Discussion
"If a candidate role fails to meet the threshold of evidence (counts towards that probability) for a given level, we backoff to the next level.",Experiment/Discussion
"For any given slot, we use the most specific level that reaches the evidence threshold for any of the candidates.",Experiment/Discussion
We only use information at a single level to compare candidates for a single slot.,Experiment/Discussion
