col1,col2
"It is often claimed that Named Entity recognition systems need extensive gazetteers—lists of names of people, organisations, locations, and other named entities.",{}
"Indeed, the compilation of such gazetteers is sometimes mentioned as a bottleneck in the design of Named Entity recognition systems.",{}
We report on a Named Entity recognition system which combines rule-based grammars with statistical (maximum entropy) models.,{}
"We report on the system's performance with gazetteers of different types and different sizes, using test material from the muc-7 competition.",{}
"We show that, for the text type and task of this competition, it is sufficient to use relatively small gazetteers of well-known names, rather than large gazetteers of low-frequency names.",{}
We conclude with observations about the domain independence of the competition and of our experiments.,{}
Named Entity recognition involves processing a text and identifying certain occurrences of words or expressions as belonging to particular categories of Named Entities (NE).,"{'title': '1 Introduction', 'number': '1'}"
"NE recognition software serves as an important preprocessing tool for tasks such as information extraction, information retrieval and other text processing applications.","{'title': '1 Introduction', 'number': '1'}"
What counts as a Named Entity depends on the application that makes use of the annotations.,"{'title': '1 Introduction', 'number': '1'}"
One such application is document retrieval or automated document forwarding: documents annoted with NE information can be searched more Now also at Harlequin Ltd. (Edinburgh office) accurately than raw text.,"{'title': '1 Introduction', 'number': '1'}"
"For example, NE annotation allows you to search for all texts that mention the company &quot;Philip Morris&quot;, ignoring documents about a possibly unrelated person by the same name.","{'title': '1 Introduction', 'number': '1'}"
"Or you can have all documents forwarded to you about a person called &quot;Gates&quot;, without receiving documents about things called gates.","{'title': '1 Introduction', 'number': '1'}"
In a document collection annotated with Named Entity information you can more easily find documents about Java the programming language without getting documents about Java the country or Java the coffee.,"{'title': '1 Introduction', 'number': '1'}"
"Most common among marked categories are names of people, organisations and locations as well as temporal and numeric expression.","{'title': '1 Introduction', 'number': '1'}"
"Here is an example of a text marked up with Named Entity information: <ENAMEX TYPE='PERSON'>Flavel Donne</ENAMEX> is an analyst with <ENAMEX TYPE='ORGANIZATION'>General Trends </ENAMEX>, which has been based in <ENAMEX TYPE='LOCATION'>Little Spring</ENAMEX> since <TIMEX TYPE='DATE'>July 1998</TIMEX>.","{'title': '1 Introduction', 'number': '1'}"
"In an article on the Named Entity recognition competition (part of muc-6) Sundheim (1995) remarks that &quot;common organization names, first names of people and location names can be handled by recourse to list lookup, although there are drawbacks&quot; (Sundheim 1995: 16).","{'title': '1 Introduction', 'number': '1'}"
"In fact, participants in that competition from the University of Durham (Morgan et al., 1995) and from SRA (Krupka, 1995) report that gazetteers did not make that much of a difference to their system.","{'title': '1 Introduction', 'number': '1'}"
"Nevertheless, in a recent article Cucchiarelli et al. (1998) report that one of the bottlenecks in designing NE recognition systems is the limited availability of large gazetteers, particularly gazetteers for different languages (Cucchiarelli et al.","{'title': '1 Introduction', 'number': '1'}"
1998: 291).,"{'title': '1 Introduction', 'number': '1'}"
People also use gazetteers of very different sizes.,"{'title': '1 Introduction', 'number': '1'}"
"The basic gazetteers in the Isoquest system for muc-7 contain 110,000 names, but Krupka and Hausman (1998) show that system performance does not degrade much when the Proceedings of EACL '99 gazetteers are reduced to 25,000 and 9,000 names; conversely, they also show that the addition of an extra 42 entries to the gazetteers improves performance dramatically.","{'title': '1 Introduction', 'number': '1'}"
"This raises several questions: how important are gazetteers? is it important that they are big? if gazetteers are important but their size isn't, then what are the criteria for building gazetteers?","{'title': '1 Introduction', 'number': '1'}"
"One might think that Named Entity recognition could be done by using lists of (e.g.) names of people, places and organisations, but that is not the case.","{'title': '1 Introduction', 'number': '1'}"
"To begin with, the lists would be huge: it is estimated that there are 1.5 million unique surnames just in the U.S.","{'title': '1 Introduction', 'number': '1'}"
It is not feasible to list all possible surnames in the world in a Named Entity recognition system.,"{'title': '1 Introduction', 'number': '1'}"
There is a similar problem with company names.,"{'title': '1 Introduction', 'number': '1'}"
"A list of all current companies worldwide would be huge, if at all available, and would immediately be out of date since new companies are formed all the time.","{'title': '1 Introduction', 'number': '1'}"
"In addition, company names can occur in variations: a list of company names might contain &quot;The Royal Bank of Scotland plc&quot;, but that company might also be referred to as &quot;The Royal Bank of Scotland&quot;, &quot;The Royal&quot; or &quot;The Royal plc&quot;.","{'title': '1 Introduction', 'number': '1'}"
These variations would all have to be listed as well.,"{'title': '1 Introduction', 'number': '1'}"
"Even if it was possible to list all possible organisations and locations and people, there would still be the problem of overlaps between the lists.","{'title': '1 Introduction', 'number': '1'}"
Names such as Emerson or Washington could be names of people as well as places; Philip Morris could be a person or an organisation.,"{'title': '1 Introduction', 'number': '1'}"
"In addition, such lists would also contain words like &quot;Hope&quot; and &quot;Lost&quot; (locations) and &quot;Thinking Machines&quot; and &quot;Next&quot; (companies), whereas these words could also occur in contexts where they don't refer to named entities.","{'title': '1 Introduction', 'number': '1'}"
"Moreover, names of companies can be complex entities, consisting of several words.","{'title': '1 Introduction', 'number': '1'}"
"Especially where conjunctions are involved, this can create problems.","{'title': '1 Introduction', 'number': '1'}"
"In &quot;China International Trust and Investment Corp decided to do something&quot;, it's not obvious whether there is a reference here to one company or two.","{'title': '1 Introduction', 'number': '1'}"
"In the sentence &quot;Mason, Daily and Partners lost their court case&quot; it is clear that &quot;Mason, Daily and Partners&quot; is the name of a company.","{'title': '1 Introduction', 'number': '1'}"
"In the sentence &quot;Unfortunately, Daily and Partners lost their court case&quot; the name of the company does not include the word &quot;unfortunately&quot;, but it still includes the word &quot;Daily&quot;, which is just as common a word as &quot;unfortunately&quot;.","{'title': '1 Introduction', 'number': '1'}"
In this paper we report on a Named Entity recognition system which was amongst the highest scoring in the recent MUC-7 Message Understanding Conference/Competition (MUC).,"{'title': '1 Introduction', 'number': '1'}"
One of the features of our system is that even when it is run without any lists of names of organisations or people it still performs at a level comparable to that of many other MU C-systems.,"{'title': '1 Introduction', 'number': '1'}"
"We report on experiments which show the difference in performance between the NE system with gazetteers of different sizes for three types of named entities: people, organisations and locations.","{'title': '1 Introduction', 'number': '1'}"
The muc competition for which we built our system took place in March 1998.,"{'title': '2 The MUC Competition', 'number': '2'}"
"Prior to the competition, participants received a detailed coding manual which specified what should and should not be marked up, and how the markup should proceed.","{'title': '2 The MUC Competition', 'number': '2'}"
"They also received a few hundred articles from the New York Times Service, marked up by the organisers according to the rules of the coding manual.","{'title': '2 The MUC Competition', 'number': '2'}"
"For the competition itself, participants received 100 articles.","{'title': '2 The MUC Competition', 'number': '2'}"
"They then had 5 days to perform the chosen information extraction tasks (in our case: Named Entity recognition) without human intervention, and markup the text with the Named Entities found.","{'title': '2 The MUC Competition', 'number': '2'}"
The resulting marked up file then had to be returned to the organisers for scoring.,"{'title': '2 The MUC Competition', 'number': '2'}"
Scoring of the results is done automatically by the organisers.,"{'title': '2 The MUC Competition', 'number': '2'}"
The scoring software compares a participant's answer file against a carefully prepared key file; the key file is considered to be the &quot;correctly&quot; annotated file.,"{'title': '2 The MUC Competition', 'number': '2'}"
"Amongst many other things, the scoring software calculates a system's recall and precision scores: Recall: Number of correct tags in the answer file over total number of tags in the key file.","{'title': '2 The MUC Competition', 'number': '2'}"
Precision: Number of correct tags in the answer file over total number of tags in the answer file.,"{'title': '2 The MUC Competition', 'number': '2'}"
Recall and precision are generally accepted ways of measuring system performance in this field.,"{'title': '2 The MUC Competition', 'number': '2'}"
"For example, suppose you have a text which is 1000 words long, and 20 of these words express a location.","{'title': '2 The MUC Competition', 'number': '2'}"
Now imagine a system which assigns the LOCATION tag to every single word in the text.,"{'title': '2 The MUC Competition', 'number': '2'}"
"This system will have tagged correctly all 20 locations, since it tagged everything as LOCATION; its recall score is 20/20, or 100%.","{'title': '2 The MUC Competition', 'number': '2'}"
"But of the 1000 LOCATION tags it assigned, only those 20 were correct; its precision is therefore only 20/1000, or 2%.","{'title': '2 The MUC Competition', 'number': '2'}"
We decided first to test to what extent NE recognition can be carried out merely by recourse to list lookup.,"{'title': '3 Finding Named Entities', 'number': '3'}"
Such a system could be domain and language independent.,"{'title': '3 Finding Named Entities', 'number': '3'}"
It would need no grammars or even information about tokenization but simply mark up known strings in the text.,"{'title': '3 Finding Named Entities', 'number': '3'}"
