col1,col2
"In this paper we present TroFi (Trope Finder), a system for automatically classifying literal and nonliteral usages of verbs through nearly unsupervised word-sense disambiguation and clustering techniques.",Introduction
TroFi uses sentential context instead of selectional constraint violations or paths in semantic hierarchies.,Introduction
It also uses literal and nonliteral seed sets acquired and cleaned without human supervision in order to bootstrap learning.,Introduction
"We adapt a word-sense disambiguation algorithm to our task and augment it with multiple seed set learners, a voting schema, and additional features like SuperTags and extrasentential context.",Introduction
Detailed experiments on hand-annotated data show that our enhanced algorithm outperforms the baseline by 24.4%.,Introduction
"Using the TroFi algorithm, we also build the TroFi Example Base, an extensible resource of annotated literal/nonliteral examples which is freely available to the NLP research community.",Introduction
"In this paper, we propose TroFi (Trope Finder), a nearly unsupervised clustering method for separating literal and nonliteral usages of verbs.",Experiment/Discussion
"For example, given the target verb “pour”, we would expect TroFi to cluster the sentence “Custom demands that cognac be poured from a freshly opened bottle” as literal, and the sentence “Salsa and rap music pour out of the windows” as nonliteral, which, indeed, it does.",Experiment/Discussion
We call our method nearly unsupervised.,Experiment/Discussion
See Section 3.1 for why we use this terminology.,Experiment/Discussion
"We reduce the problem of nonliteral language recognition to one of word-sense disambiguation by redefining literal and nonliteral as two different senses of the same word, and we adapt an existing similarity-based word-sense disambiguation method to the task of separating usages of verbs into literal and nonliteral clusters.",Experiment/Discussion
This paper focuses on the algorithmic enhancements necessary to facilitate this transformation from word-sense disambiguation to nonliteral language recognition.,Experiment/Discussion
The output of TroFi is an expandable example base of literal/nonliteral clusters which is freely available to the research community.,Experiment/Discussion
"Many systems that use NLP methods – such as dialogue systems, paraphrasing and summarization, language generation, information extraction, machine translation, etc.",Experiment/Discussion
– would benefit from being able to recognize nonliteral language.,Experiment/Discussion
Consider an example based on a similar example from an automated medical claims processing system.,Experiment/Discussion
We must determine that the sentence “she hit the ceiling” is meant literally before it can be marked up as an ACCIDENT claim.,Experiment/Discussion
Note that the typical use of “hit the ceiling” stored in a list of idioms cannot help us.,Experiment/Discussion
"Only using the context, “She broke her thumb while she was cheering for the Patriots and, in her excitement, she hit the ceiling,” can we decide.",Experiment/Discussion
