col1,col2
This paper reports the development of loglinear models for the disambiguation in wide-coverage HPSG parsing.,Introduction
"The estimation of log-linear models requires high computational cost, especially with widecoverage grammars.",Introduction
"Using techniques to reduce the estimation cost, we trained the models using 20 sections of Penn Treebank.",Introduction
"A series of experiments empirically evaluated the estimation techniques, and also examined the performance of the disambiguation models on the parsing of real-world sentences.",Introduction
"Head-Driven Phrase Structure Grammar (HPSG) (Pollard and Sag, 1994) has been studied extensively from both linguistic and computational points of view.",Experiment/Discussion
"However, despite research on HPSG processing efficiency (Oepen et al., 2002a), the application of HPSG parsing is still limited to specific domains and short sentences (Oepen et al., 2002b; Toutanova and Manning, 2002).",Experiment/Discussion
Scaling up HPSG parsing to assess real-world texts is an emerging research field with both theoretical and practical applications.,Experiment/Discussion
"Recently, a wide-coverage grammar and a large treebank have become available for English HPSG (Miyao et al., 2004).",Experiment/Discussion
A large treebank can be used as training and test data for statistical models.,Experiment/Discussion
"Therefore, we now have the basis for the development and the evaluation of statistical disambiguation models for wide-coverage HPSG parsing.",Experiment/Discussion
"The aim of this paper is to report the development of log-linear models for the disambiguation in widecoverage HPSG parsing, and their empirical evaluation through the parsing of the Wall Street Journal of Penn Treebank II (Marcus et al., 1994).",Experiment/Discussion
"This is challenging because the estimation of log-linear models is computationally expensive, and we require solutions to make the model estimation tractable.",Experiment/Discussion
We apply two techniques for reducing the training cost.,Experiment/Discussion
One is the estimation on a packed representation of HPSG parse trees (Section 3).,Experiment/Discussion
The other is the filtering of parse candidates according to a preliminary probability distribution (Section 4).,Experiment/Discussion
"To our knowledge, this work provides the first results of extensive experiments of parsing Penn Treebank with a probabilistic HPSG.",Experiment/Discussion
The results from the Wall Street Journal are significant because the complexity of the sentences is different from that of short sentences.,Experiment/Discussion
Experiments of the parsing of realworld sentences can properly evaluate the effectiveness and possibility of parsing models for HPSG.,Experiment/Discussion
"Discriminative log-linear models are now becoming a de facto standard for probabilistic disambiguation models for deep parsing (Johnson et al., 1999; Riezler et al., 2002; Geman and Johnson, 2002; Miyao and Tsujii, 2002; Clark and Curran, 2004b; Kaplan et al., 2004).",Experiment/Discussion
"Previous studies on probabilistic models for HPSG (Toutanova and Manning, 2002; Baldridge and Osborne, 2003; Malouf and van Noord, 2004) also adopted log-linear models.",Experiment/Discussion
HPSG exploits feature structures to represent linguistic constraints.,Experiment/Discussion
"Such constraints are known to introduce inconsistencies in probabilistic models estimated using simple relative frequency (Abney, 1997).",Experiment/Discussion
Log-linear models are required for credible probabilistic models and are also beneficial for incorporating various overlapping features.,Experiment/Discussion
This study follows previous studies on the probabilistic models for HPSG.,Experiment/Discussion
"The probability, p(tIs), of producing the parse result t from a given sentence s is defined as where po(tIs) is a reference distribution (usually assumed to be a uniform distribution), and T(s) is a set of parse candidates assigned to s. The feature function fi(t, s) represents the characteristics of t and s, while the corresponding model parameter Ai(t, s) is its weight.",Experiment/Discussion
"Model parameters that maximize the loglikelihood of the training data are computed using a numerical optimization method (Malouf, 2002).",Experiment/Discussion
"Estimation of the above model requires a set of pairs (ts, T (s)), where ts is the correct parse for sentence s. While ts is provided by a treebank, T(s) is computed by parsing each s in the treebank.",Experiment/Discussion
"Previous studies assumed T(s) could be enumerated; however, the assumption is impractical because the size of T(s) is exponentially related to the length of s. The problem of exponential explosion is inevitable in the wide-coverage parsing of real-world texts because many parse candidates are produced to support various constructions in long sentences.",Experiment/Discussion
"To avoid exponential explosion, we represent T(s) in a packed form of HPSG parse trees.",Experiment/Discussion
"A parse tree of HPSG is represented as a set of tuples (m, 1, r), where m, 1, and r are the signs of mother, left daughter, and right daughter, respectively1.",Experiment/Discussion
"In chart parsing, partial parse candidates are stored in a chart, in which phrasal signs are identified and packed into an equivalence class if they are determined to be equivalent and dominate the same word sequence.",Experiment/Discussion
A set of parse trees is then represented as a set of relations among equivalence classes.,Experiment/Discussion
"Figure 1 shows a chart for parsing “he saw a girl with a telescope”, where the modifiee (“saw” or “girl”) of “with” is ambiguous.",Experiment/Discussion
"Each feature structure expresses an equivalence class, and the arrows represent immediate-dominance relations.",Experiment/Discussion
"The phrase, “saw a girl with a telescope”, has two trees (A in the figure).",Experiment/Discussion
"Since the signs of the top-most nodes are equivalent, they are packed into an equivalence class.",Experiment/Discussion
The ambiguity is represented as two pairs of arrows that come out of the node.,Experiment/Discussion
"Formally, a set of HPSG parse trees is represented in a chart as a tuple (E, Er, a), where E is a set of equivalence classes, Er C E is a set of root nodes, and a : E —� 2ExE is a function to represent immediate-dominance relations.",Experiment/Discussion
