col1,col2
We propose an approach for extracting relations between entities from biomedical literature based solely on shallow linguistic information.,{}
"We use a combination of kernel functions to integrate two different information sources: (i) the whole sentence where the relation appears, and (ii) the local contexts around the interacting entities.",{}
We performed experiments on extracting gene and protein interactions from two different data sets.,{}
The results show that our approach outperforms most of the previous methods based on syntactic and semantic information.,{}
Information Extraction (IE) is the process of finding relevant entities and their relationships within textual documents.,"{'title': '1 Introduction', 'number': '1'}"
Applications of IE range from Semantic Web to Bioinformatics.,"{'title': '1 Introduction', 'number': '1'}"
"For example, there is an increasing interest in automatically extracting relevant information from biomedical literature.","{'title': '1 Introduction', 'number': '1'}"
"Recent evaluation campaigns on bio-entity recognition, such as BioCreAtIvE and JNLPBA 2004 shared task, have shown that several systems are able to achieve good performance (even if it is a bit worse than that reported on news articles).","{'title': '1 Introduction', 'number': '1'}"
"However, relation identification is more useful from an applicative perspective but it is still a considerable challenge for automatic tools.","{'title': '1 Introduction', 'number': '1'}"
"In this work, we propose a supervised machine learning approach to relation extraction which is applicable even when (deep) linguistic processing is not available or reliable.","{'title': '1 Introduction', 'number': '1'}"
"In particular, we explore a kernel-based approach based solely on shallow linguistic processing, such as tokenization, sentence splitting, Part-of-Speech (PoS) tagging and lemmatization.","{'title': '1 Introduction', 'number': '1'}"
"Kernel methods (Shawe-Taylor and Cristianini, 2004) show their full potential when an explicit computation of the feature map becomes computationally infeasible, due to the high or even infinite dimension of the feature space.","{'title': '1 Introduction', 'number': '1'}"
"For this reason, kernels have been recently used to develop innovative approaches to relation extraction based on syntactic information, in which the examples preserve their original representations (i.e. parse trees) and are compared by the kernel function (Zelenko et al., 2003; Culotta and Sorensen, 2004; Zhao and Grishman, 2005).","{'title': '1 Introduction', 'number': '1'}"
"Despite the positive results obtained exploiting syntactic information, we claim that there is still room for improvement relying exclusively on shallow linguistic information for two main reasons.","{'title': '1 Introduction', 'number': '1'}"
"First of all, previous comparative evaluations put more stress on the deep linguistic approaches and did not put as much effort on developing effective methods based on shallow linguistic information.","{'title': '1 Introduction', 'number': '1'}"
A second reason concerns the fact that syntactic parsing is not always robust enough to deal with real-world sentences.,"{'title': '1 Introduction', 'number': '1'}"
This may prevent approaches based on syntactic features from producing any result.,"{'title': '1 Introduction', 'number': '1'}"
Another related issue concerns the fact that parsers are available only for few languages and may not produce reliable results when used on domain specific texts (as is the case of the biomedical literature).,"{'title': '1 Introduction', 'number': '1'}"
"For example, most of the participants at the Learning Language in Logic (LLL) challenge on Genic Interaction Extraction (see Section 4.2) were unable to successfully exploit linguistic information provided by parsers.","{'title': '1 Introduction', 'number': '1'}"
It is still an open issue whether the use of domainspecific treebanks (such as the Genia treebank1) can be successfully exploited to overcome this problem.,"{'title': '1 Introduction', 'number': '1'}"
Therefore it is essential to better investigate the potential of approaches based exclusively on simple linguistic features.,"{'title': '1 Introduction', 'number': '1'}"
In our approach we use a combination of kernel functions to represent two distinct information sources: the global context where entities appear and their local contexts.,"{'title': '1 Introduction', 'number': '1'}"
"The whole sentence where the entities appear (global context) is used to discover the presence of a relation between two entities, similarly to what was done by Bunescu and Mooney (2005b).","{'title': '1 Introduction', 'number': '1'}"
Windows of limited size around the entities (local contexts) provide useful clues to identify the roles of the entities within a relation.,"{'title': '1 Introduction', 'number': '1'}"
The approach has some resemblance with what was proposed by Roth and Yih (2002).,"{'title': '1 Introduction', 'number': '1'}"
"The main difference is that we perform the extraction task in a single step via a combined kernel, while they used two separate classifiers to identify entities and relations and their output is later combined with a probabilistic global inference.","{'title': '1 Introduction', 'number': '1'}"
We evaluated our relation extraction algorithm on two biomedical data sets (i.e. the AImed corpus and the LLL challenge data set; see Section 4).,"{'title': '1 Introduction', 'number': '1'}"
"The motivations for using these benchmarks derive from the increasing applicative interest in tools able to extract relations between relevant entities in biomedical texts and, consequently, from the growing availability of annotated data sets.","{'title': '1 Introduction', 'number': '1'}"
The experiments show clearly that our approach consistently improves previous results.,"{'title': '1 Introduction', 'number': '1'}"
"Surprisingly, it outperforms most of the systems based on syntactic or semantic information, even when this information is manually annotated (i.e. the LLL challenge).","{'title': '1 Introduction', 'number': '1'}"
The problem considered here is that of identifying interactions between genes and proteins from biomedical literature.,"{'title': '2 Problem Formalization', 'number': '2'}"
"More specifically, we performed experiments on two slightly different benchmark data sets (see Section 4 for a detailed description).","{'title': '2 Problem Formalization', 'number': '2'}"
In the former (AImed) gene/protein interactions are annotated without distinguishing the type and roles of the two interacting entities.,"{'title': '2 Problem Formalization', 'number': '2'}"
The latter (LLL challenge) is more realistic (and complex) because it also aims at identifying the roles played by the interacting entities (agent and target).,"{'title': '2 Problem Formalization', 'number': '2'}"
"For example, in Figure 1 three entities are mentioned and two of the six ordered pairs of GENIA/topics/Corpus/GTB.html entities actually interact: (sigma(K), cwlH) and (gerE, cwlH).","{'title': '2 Problem Formalization', 'number': '2'}"
"In our approach we cast relation extraction as a classification problem, in which examples are generated from sentences as follows.","{'title': '2 Problem Formalization', 'number': '2'}"
"First of all, we describe the complex case, namely the protein/gene interactions (LLL challenge).","{'title': '2 Problem Formalization', 'number': '2'}"
For this data set entity recognition is performed using a dictionary of protein and gene names in which the type of the entities is unknown.,"{'title': '2 Problem Formalization', 'number': '2'}"
We generate examples for all the sentences containing at least two entities.,"{'title': '2 Problem Formalization', 'number': '2'}"
"Thus the number of examples generated for each sentence is given by the combinations of distinct entities (N) selected two at a time, i.e.","{'title': '2 Problem Formalization', 'number': '2'}"
NC2.,"{'title': '2 Problem Formalization', 'number': '2'}"
"For example, as the sentence shown in Figure 1 contains three entities, the total number of examples generated is 3C2 = 3.","{'title': '2 Problem Formalization', 'number': '2'}"
"In each example we assign the attribute CANDIDATE to each of the candidate interacting entities, while the other entities in the example are assigned the attribute OTHER, meaning that they do not participate in the relation.","{'title': '2 Problem Formalization', 'number': '2'}"
"If a relation holds between the two candidate interacting entities the example is labeled 1 or 2 (according to the roles of the interacting entities, agent and target, i.e. to the direction of the relation); 0 otherwise.","{'title': '2 Problem Formalization', 'number': '2'}"
Figure 2 shows the examples generated from the sentence in Figure 1.,"{'title': '2 Problem Formalization', 'number': '2'}"
"Note that in generating the examples from the sentence in Figure 1 we did not create three negative examples (there are six potential ordered relations between three entities), thereby implicitly under-sampling the data set.","{'title': '2 Problem Formalization', 'number': '2'}"
This allows us to make the classification task simpler without loosing information.,"{'title': '2 Problem Formalization', 'number': '2'}"
"As a matter of fact, generating examples for each ordered pair of entities would produce two subsets of the same size containing similar examples (differing only for the attributes CANDIDATE and OTHER), but with different classification labels.","{'title': '2 Problem Formalization', 'number': '2'}"
"Furthermore, under-sampling allows us to halve the data set size and reduce the data skewness.","{'title': '2 Problem Formalization', 'number': '2'}"
For the protein-protein interaction task (AImed) we use the correct entities provided by the manual annotation.,"{'title': '2 Problem Formalization', 'number': '2'}"
"As said at the beginning of this section, this task is simpler than the LLL challenge because there is no distinction between types (all entities are proteins) and roles (the relation is symmetric).","{'title': '2 Problem Formalization', 'number': '2'}"
"As a consequence, the examples are generated as described above with the following difference: an example is labeled 1 if a relation holds between the two candidate interacting entities; 0 otherwise.","{'title': '2 Problem Formalization', 'number': '2'}"
"The basic idea behind kernel methods is to embed the input data into a suitable feature space F via a mapping function 0 : X → F, and then use a linear algorithm for discovering nonlinear patterns.","{'title': '3 Kernel Methods for Relation Extraction', 'number': '3'}"
"Instead of using the explicit mapping 0, we can use a kernel function K : X x X → R, that corresponds to the inner product in a feature space which is, in general, different from the input space.","{'title': '3 Kernel Methods for Relation Extraction', 'number': '3'}"
"Kernel methods allow us to design a modular system, in which the kernel function acts as an interface between the data and the learning algorithm.","{'title': '3 Kernel Methods for Relation Extraction', 'number': '3'}"
"Thus the kernel function is the only domain specific module of the system, while the learning algorithm is a general purpose component.","{'title': '3 Kernel Methods for Relation Extraction', 'number': '3'}"
Potentially any kernel function can work with any kernel-based algorithm.,"{'title': '3 Kernel Methods for Relation Extraction', 'number': '3'}"
"In our approach we use Support Vector Machines (Vapnik, 1998).","{'title': '3 Kernel Methods for Relation Extraction', 'number': '3'}"
In order to implement the approach based on shallow linguistic information we employed a linear combination of kernels.,"{'title': '3 Kernel Methods for Relation Extraction', 'number': '3'}"
"Different works (Gliozzo et al., 2005; Zhao and Grishman, 2005; Culotta and Sorensen, 2004) empirically demonstrate the effectiveness of combining kernels in this way, showing that the combined kernel always improves the performance of the individual ones.","{'title': '3 Kernel Methods for Relation Extraction', 'number': '3'}"
"In addition, this formulation allows us to evaluate the individual contribution of each information source.","{'title': '3 Kernel Methods for Relation Extraction', 'number': '3'}"
"We designed two families of kernels: Global Context kernels and Local Context kernels, in which each single kernel is explicitly calculated as follows where 0(·) is the embedding vector and II · II is the 2-norm.","{'title': '3 Kernel Methods for Relation Extraction', 'number': '3'}"
The kernel is normalized (divided) by the product of the norms of embedding vectors.,"{'title': '3 Kernel Methods for Relation Extraction', 'number': '3'}"
The normalization factor plays an important role in allowing us to integrate information from heterogeneous feature spaces.,"{'title': '3 Kernel Methods for Relation Extraction', 'number': '3'}"
"Even though the resulting feature space has high dimensionality, an efficient computation of Equation 1 can be carried out explicitly since the input representations defined below are extremely sparse.","{'title': '3 Kernel Methods for Relation Extraction', 'number': '3'}"
"In (Bunescu and Mooney, 2005b), the authors observed that a relation between two entities is generally expressed using only words that appear simultaneously in one of the following three patterns: Fore-Between: tokens before and between the two candidate interacting entities.","{'title': '3 Kernel Methods for Relation Extraction', 'number': '3'}"
"For instance: binding of [P1] to [P2], interaction involving [P1] and [P2], association of [P1] by [P2].","{'title': '3 Kernel Methods for Relation Extraction', 'number': '3'}"
Between: only tokens between the two candidate interacting entities.,"{'title': '3 Kernel Methods for Relation Extraction', 'number': '3'}"
"For instance: [P1] associates with [P2], [P1] binding to [P2], [P1], inhibitor of [P2].","{'title': '3 Kernel Methods for Relation Extraction', 'number': '3'}"
Between-After: tokens between and after the two candidate interacting entities.,"{'title': '3 Kernel Methods for Relation Extraction', 'number': '3'}"
"For instance: [P1] - [P2] association, [P1] and [P2] interact, [P1] has influence on [P2] binding.","{'title': '3 Kernel Methods for Relation Extraction', 'number': '3'}"
"Our global context kernels operate on the patterns above, where each pattern is represented using a bag-of-words instead of sparse subsequences of words, PoS tags, entity and chunk types, or WordNet synsets as in (Bunescu and Mooney, 2005b).","{'title': '3 Kernel Methods for Relation Extraction', 'number': '3'}"
