col1,col2
Identifying sentiments (the affective parts of opinions) is a challenging problem.,{}
"We present a system that, given a topic, automatically finds the people who hold opinions about that topic and the sentiment of each opinion.",{}
The system contains a module for determining word sentiment and another for combining sentiments within a sentence.,{}
"We experiment with various models of classifying and combining sentiment at word and sentence levels, with promising results.",{}
What is an opinion?,"{'title': 'Introduction', 'number': '1'}"
The many opinions on opinions are reflected in a considerable literature (Aristotle 1954; Perelman 1970; Toulmin et al 1979; Wallace 1975; Toulmin 2003).,"{'title': 'Introduction', 'number': '1'}"
Recent computational work either focuses on sentence ?subjectivity?,"{'title': 'Introduction', 'number': '1'}"
"(Wiebe et al 2002; Riloff et al 2003), concentrates just on explicit statements of evaluation, such as of films (Turney 2002; Pang et al 2002), or focuses on just one aspect of opinion, e.g., (Hatzivassiloglou and McKeown 1997) on adjectives.","{'title': 'Introduction', 'number': '1'}"
We wish to study opinion in general; our work most closely resembles that of (Yu and Hatzivassiloglou 2003).,"{'title': 'Introduction', 'number': '1'}"
"Since an analytic definition of opinion is probably impossible anyway, we will not summarize past discussion or try to define formally what is and what is not an opinion.","{'title': 'Introduction', 'number': '1'}"
"For our purposes, we describe an opinion as a quadruple [Topic, Holder, Claim, Sentiment] in which the Holder believes a Claim about the Topic, and in many cases associates a Sentiment, such as good or bad, with the belief.","{'title': 'Introduction', 'number': '1'}"
"For example, the following opinions contain Claims but no Sentiments: ?I believe the world is flat?","{'title': 'Introduction', 'number': '1'}"
?The Gap is likely to go bankrupt?,"{'title': 'Introduction', 'number': '1'}"
?Bin Laden is hiding in Pakistan?,"{'title': 'Introduction', 'number': '1'}"
?Water always flushes anti-clockwise in the southern hemisphere?,"{'title': 'Introduction', 'number': '1'}"
"Like Yu and Hatzivassiloglou (2003), we want to automatically identify Sentiments, which in this work we define as an explicit or implicit expression in text of the Holder?s positive, negative, or neutral regard toward the Claim about the Topic.","{'title': 'Introduction', 'number': '1'}"
(Other sentiments we plan to study later.),"{'title': 'Introduction', 'number': '1'}"
"Sentiments always involve the Holder?s emotions or desires, and may be present explicitly or only implicitly: ?I think that attacking Iraq would put the US in a difficult position?","{'title': 'Introduction', 'number': '1'}"
(implicit) ?The US attack on Iraq is wrong?,"{'title': 'Introduction', 'number': '1'}"
(explicit) ?I like Ike?,"{'title': 'Introduction', 'number': '1'}"
(explicit) ?We should decrease our dependence on oil?,"{'title': 'Introduction', 'number': '1'}"
(implicit) ?Reps. Tom Petri and William F. Goodling asserted that counting illegal aliens violates citizens?,"{'title': 'Introduction', 'number': '1'}"
basic right to equal representation?,"{'title': 'Introduction', 'number': '1'}"
(implicit) In this paper we address the following challenge problem.,"{'title': 'Introduction', 'number': '1'}"
"Given a Topic (e.g., ?Should abortion be banned??)","{'title': 'Introduction', 'number': '1'}"
"and a set of texts about the topic, find the Sentiments expressed about (claims about) the Topic (but not its supporting subtopics) in each text, and identify the people who hold each sentiment.","{'title': 'Introduction', 'number': '1'}"
"To avoid the problem of differentiating between shades of sentiments, we simplify the problem to: identify just expressions of positive, negative, or neutral sentiments, together with their holders.","{'title': 'Introduction', 'number': '1'}"
"In addition, for sentences that do not express a sentiment but simply state that some sentiment(s) exist(s), return these sentences in a separate set.","{'title': 'Introduction', 'number': '1'}"
"For example, given the topic ?What should be done with Medicare??","{'title': 'Introduction', 'number': '1'}"
"the sentence ?After years of empty promises, Congress has rolled out two Medicare prescription plans, one from House Republicans and the other from the Democratic Sentence POS Tagger verbs nounsAdjectives Adjective Senti ment classifier sentiment sentiment Sentence sentiment classifier Opinion region + polarity + holder Holder finder Named Entity Tagger Sentence Sentence texts + topic sentiment sentiment sentiment V rbs Verb Senti ment classifier Nouns Noun Senti ment classifier WordNet Sentence : Figure 1: System architecture.","{'title': 'Introduction', 'number': '1'}"
Sens. Bob Graham of Florida and Zell Miller of Georgia?,"{'title': 'Introduction', 'number': '1'}"
should be returned in the separate set.,"{'title': 'Introduction', 'number': '1'}"
"We approach the problem in stages, starting with words and moving on to sentences.","{'title': 'Introduction', 'number': '1'}"
"We take as unit sentiment carrier a single word, and first classify each adjective, verb, and noun by its sentiment.","{'title': 'Introduction', 'number': '1'}"
We experimented with several classifier models.,"{'title': 'Introduction', 'number': '1'}"
"But combining sentiments requires additional care, as Table 1 shows.","{'title': 'Introduction', 'number': '1'}"
California Supreme Court agreed that the state?s new term-limit law was constitutional.,"{'title': 'Introduction', 'number': '1'}"
California Supreme Court disagreed that the state?s new term-limit law was constitutional.,"{'title': 'Introduction', 'number': '1'}"
California Supreme Court agreed that the state?s new term-limit law was unconstitutional.,"{'title': 'Introduction', 'number': '1'}"
California Supreme Court disagreed that the state?s new term-limit law was unconstitutional.,"{'title': 'Introduction', 'number': '1'}"
Table 1: Combining sentiments.,"{'title': 'Introduction', 'number': '1'}"
