col1,col2
"In this paper, we present a learning approach to coreference resolution of noun phrases in unrestricted text.",{}
"The approach learns from a small, annotated corpus and the task includes resolving not just a certain type of noun phrase (e.g., pronouns) but rather general noun phrases.",{}
"It also does not restrict the entity types of the noun phrases; that is, coreference is assigned whether they are of &quot;organization,&quot; &quot;person,&quot; or other types.",{}
"We evaluate our approach on common data sets (namely, the MUC-6 and MUC-7 coreference corpora) and obtain encouraging results, indicating that on the general noun phrase coreference task, the learning approach holds promise and achieves accuracy comparable to that of nonlearning approaches.",{}
Our system is the first learning-based system that offers performance comparable to that of state-of-the-art nonlearning systems on these data sets.,{}
"In this paper, we present a learning approach to coreference resolution of noun phrases in unrestricted text.","{'title': 'DSO National Laboratories', 'number': '1'}"
"The approach learns from a small, annotated corpus and the task includes resolving not just a certain type of noun phrase (e.g., pronouns) but rather general noun phrases.","{'title': 'DSO National Laboratories', 'number': '1'}"
"It also does not restrict the entity types of the noun phrases; that is, coreference is assigned whether they are of &quot;organization,&quot; &quot;person,&quot; or other types.","{'title': 'DSO National Laboratories', 'number': '1'}"
"We evaluate our approach on common data sets (namely, the MUC-6 and MUC-7 coreference corpora) and obtain encouraging results, indicating that on the general noun phrase coreference task, the learning approach holds promise and achieves accuracy comparable to that of nonlearning approaches.","{'title': 'DSO National Laboratories', 'number': '1'}"
Our system is the first learning-based system that offers performance comparable to that of state-of-the-art nonlearning systems on these data sets.,"{'title': 'DSO National Laboratories', 'number': '1'}"
Coreference resolution is the process of determining whether two expressions in natural language refer to the same entity in the world.,"{'title': '1.', 'number': '2'}"
It is an important subtask in natural language processing systems.,"{'title': '1.', 'number': '2'}"
"In particular, information extraction (IE) systems like those built in the DARPA Message Understanding Conferences (Chinchor 1998; Sundheim 1995) have revealed that coreference resolution is such a critical component of IE systems that a separate coreference subtask has been defined and evaluated since MUC-6 (MUC-6 1995).","{'title': '1.', 'number': '2'}"
"In this paper, we focus on the task of determining coreference relations as defined in MUC-6 (MUC-6 1995) and MUC-7 (MUC-7 1997).","{'title': '1.', 'number': '2'}"
"Specifically, a coreference relation denotes an identity of reference and holds between two textual elements known as markables, which can be definite noun phrases, demonstrative noun phrases, proper names, appositives, sub—noun phrases that act as modifiers, pronouns, and so on.","{'title': '1.', 'number': '2'}"
"Thus, our coreference task resolves general noun phrases and is not restricted to a certain type of noun phrase such as pronouns.","{'title': '1.', 'number': '2'}"
"Also, we do not place any restriction on the possible candidate markables; that is, all markables, whether they are &quot;organization,&quot; &quot;person,&quot; or other entity types, are considered.","{'title': '1.', 'number': '2'}"
The ability to link coreferring noun phrases both within and across sentences is critical to discourse analysis and language understanding in general.,"{'title': '1.', 'number': '2'}"
System architecture of natural language processing pipeline.,"{'title': '1.', 'number': '2'}"
"We adopt a corpus-based, machine learning approach to noun phrase coreference resolution.","{'title': '2.', 'number': '3'}"
This approach requires a relatively small corpus of training documents that have been annotated with coreference chains of noun phrases.,"{'title': '2.', 'number': '3'}"
"All possible markables in a training document are determined by a pipeline of language-processing modules, and training examples in the form of feature vectors are generated for appropriate pairs of markables.","{'title': '2.', 'number': '3'}"
These training examples are then given to a learning algorithm to build a classifier.,"{'title': '2.', 'number': '3'}"
"To determine the coreference chains in a new document, all markables are determined and potential pairs of coreferring markables are presented to the classifier, which decides whether the two markables actually corefer.","{'title': '2.', 'number': '3'}"
We give the details of these steps in the following subsections.,"{'title': '2.', 'number': '3'}"
"A prerequisite for coreference resolution is to obtain most, if not all, of the possible markables in a raw input text.","{'title': '2.', 'number': '3'}"
"To determine the markables, a pipeline of natural language processing (NLP) modules is used, as shown in Figure 1.","{'title': '2.', 'number': '3'}"
"They consist of tokenization, sentence segmentation, morphological processing, part-of-speech tagging, noun phrase identification, named entity recognition, nested noun phrase extraction, and semantic class determination.","{'title': '2.', 'number': '3'}"
"As far as coreference resolution is concerned, the goal of these NLP modules is to determine the boundary of the markables, and to provide the necessary information about each markable for subsequent generation of features in the training examples.","{'title': '2.', 'number': '3'}"
Our part-of-speech tagger is a standard statistical tagger based on the Hidden Markov Model (HMM) (Church 1988).,"{'title': '2.', 'number': '3'}"
"Similarly, we built a statistical HMM-based noun phrase identification module that determines the noun phrase boundaries solely based on the part-of-speech tags assigned to the words in a sentence.","{'title': '2.', 'number': '3'}"
"We also implemented a module that recognizes MUC-style named entities, that is, organization, person, location, date, time, money, and percent.","{'title': '2.', 'number': '3'}"
"Our named entity recognition module uses the HMM approach of Bikel, Schwartz, and Weischedel (1999), which learns from a tagged corpus of named entities.","{'title': '2.', 'number': '3'}"
"That is, our part-of-speech tagger, noun phrase identification module, and named entity recognition module are all based on HMMs and learn from corpora tagged with parts of speech, noun phrases, and named entities, respectively.","{'title': '2.', 'number': '3'}"
"Next, both the noun phrases determined by the noun phrase identification module and the named entities are merged in such a way that if the noun phrase overlaps with a named entity, the noun phrase boundaries will be adjusted to subsume the named entity.","{'title': '2.', 'number': '3'}"
The nested noun phrase extraction module subsequently accepts the noun phrases and determines the nested phrases for each noun phrase.,"{'title': '2.', 'number': '3'}"
"The nested noun phrases are divided into two groups: Finally, the markables needed for coreference resolution are the union of the noun phrases, named entities, and nested noun phrases found.","{'title': '2.', 'number': '3'}"
"For markables without any named entity type, semantic class is determined by the semantic class determination module.","{'title': '2.', 'number': '3'}"
More details regarding this module are given in the description of the semantic class agreement feature.,"{'title': '2.', 'number': '3'}"
"To achieve acceptable recall for coreference resolution, it is most critical that the eligible candidates for coreference be identified correctly in the first place.","{'title': '2.', 'number': '3'}"
"In order to test our system's effectiveness in determining the markables, we attempted to match the markables generated by our system against those appearing in the coreference chains annotated in 100 SGML documents, a subset of the training documents available in MUC-6.","{'title': '2.', 'number': '3'}"
