col1,col2
In statistical natural language processing we always face the problem of sparse data.,Introduction
One way to reduce this problem is to group words into equivalence classes which is a standard method in statistical language modeling.,Introduction
In this paper we describe a method to determine bilingual word classes suitable for statistical machine translation.,Introduction
We develop an optimization criterion based on a maximumlikelihood approach and describe a clustering algorithm.,Introduction
We will show that the usage of the bilingual word classes we get can improve statistical machine translation.,Introduction
Word classes are often used in language modelling to solve the problem of sparse data.,Experiment/Discussion
"Various clustering techniques have been proposed (Brown et al., 1992; Jardino and Adda, 1993; Martin et al., 1998) which perform automatic word clustering optimizing a maximum-likelihood criterion with iterative clustering algorithms.",Experiment/Discussion
In the field of statistical machine translation we also face the problem of sparse data.,Experiment/Discussion
Our aim is to use word classes in statistical machine translation to allow for more robust statistical translation models.,Experiment/Discussion
A naive approach for doing this would be the use of mono-lingually optimized word classes in source and target language.,Experiment/Discussion
Unfortunately we can not expect these independently optimized classes to be correspondent.,Experiment/Discussion
"Therefore mono-lingually optimized word classes do not seem to be useful for machine translation (see also (Fung and Wu, 1995)).",Experiment/Discussion
We define bilingual word clustering as the process of forming corresponding word classes suitable for machine translation purposes for a pair of languages using a parallel training corpus.,Experiment/Discussion
"The described method to determine bilingual word classes is an extension and improvement of the method mentioned in (Och and Weber, 1998).",Experiment/Discussion
"Our approach is simpler and computationally more efficient than (Wang et al., 1996).",Experiment/Discussion
The task of a statistical language model is to estimate the probability Pr(wiev) of a sequence of words wiv = wi 'WN.,Experiment/Discussion
"A simple approximation of Pr(41) is to model it as a product of bigram probabilities: Pr (wPI) = HiN_, p(wi *2_1).",Experiment/Discussion
If we want to estimate the bigram probabilities p(wlw') using a realistic natural language corpus we are faced with the problem that most of the bigrams are rarely seen.,Experiment/Discussion
One possibility to solve this problem is to partition the set of all words into equivalence classes.,Experiment/Discussion
The function C maps words w to their classes C(w).,Experiment/Discussion
Rewriting the corpus probability using classes we arrive at the following probability model p(wiv IC): In this model we have two types of probabilities: the transition probability p(C1C1) for class C given its predecessor class C' and the membership probability p(wIC) for word w given class C. To determine the optimal classes C for a given number of classes M we perform a maximumlikelihood approach: = arg mrc p(wiv IC) (2) We estimate the probabilities of Eq.,Experiment/Discussion
"(1) by relative frequencies: p(CIC&quot;) := n(C1C1')In(C'), p(wIC) = n(w)In(C).",Experiment/Discussion
The function n(-) provides the frequency of a uni- or bigram in the training corpus.,Experiment/Discussion
If we insert this into Eq.,Experiment/Discussion
"(2) and apply the negative logarithm and change the summation order we arrive at the following optimization Proceedings of EACL '99 criterion LP,.",Experiment/Discussion
"(Kneser and Ney, 1991): The function h(n) is a shortcut for n • log(n).",Experiment/Discussion
It is necessary to fix the number of classes in C in advance as the optimum is reached if every word is a class of its own.,Experiment/Discussion
Because of this it is necessary to perform an additional optimization process which determines the number of classes.,Experiment/Discussion
"The use of leaving-one-out in a modified optimization criterion as in (Kneser and Ney, 1993) could in principle solve this problem.",Experiment/Discussion
An efficient optimization algorithm for LPI is described in section 4.,Experiment/Discussion
In bilingual word clustering we are interested in classes F and E which form partitions of the vocabulary of two languages.,Experiment/Discussion
To perform bilingual word clustering we use a maximum-likelihood approach as in the monolingual case.,Experiment/Discussion
We maximize the joint probability of a bilingual training corpus To perform the maximization of Eq.,Experiment/Discussion
"(6) we have to model the monolingual a priori probability p(ef1E) and the translation probability p(f lel; e, F).",Experiment/Discussion
For the first we use the class-based bigram probability from Eq.,Experiment/Discussion
(1).,Experiment/Discussion
"To model p(fillef; E, .7) we assume the existence of an alignment af.",Experiment/Discussion
"We assume that every word fj is produced by the word ea, at position a3 in the training corpus with the probability P(filea,): The word alignment ail is trained automatically using statistical translation models as described in (Brown et al., 1993; Vogel et al., 1996).",Experiment/Discussion
The idea is to introduce the unknown alignment a as hidden variable into a statistical model of the translation probability p(glef).,Experiment/Discussion
By applying the EMalgorithm we obtain the model parameters.,Experiment/Discussion
"The alignment cif that we use is the Viterbi-Alignment of an HMM alignment model similar to (Vogel et al., 1996).",Experiment/Discussion
"By rewriting the translation probability using word classes, we obtain (corresponding to Eq.",Experiment/Discussion
(1)): (8) The variables F and E denote special classes in and E. We use relative frequencies to estimate p(FIE) and p(fIF): The function nt(FIE) counts how often the words in class F are aligned to words in class E. If we insert these relative frequencies into Eq.,Experiment/Discussion
(8) and apply the same transformations as in the monolingual case we obtain a similar optimization criterion for the translation probability part of Eq.,Experiment/Discussion
(6).,Experiment/Discussion
Thus the full optimization criterion for bilingual word classes is: The two count functions n(E1E) and nt(FIE) can be combined into one count function ng (X1Y) n(X1Y) + nt (X1Y) as for all words f and all words e and e' holds n(f le) = 0 and nt(ele1) = 0.,Experiment/Discussion
"Using the function n9 we arrive at the following optimization criterion: Here we defined ng,i (X) = Ex, ng (XIX') and n9,2(X) = Ex, n9(X11X).",Experiment/Discussion
The variable X runs over the classes in £ and F. In the optimization process it cannot be allowed that words of different languages occur in one class.,Experiment/Discussion
It can be seen that Eq.,Experiment/Discussion
(3) is a special case of Eq.,Experiment/Discussion
"(9) with ng,1 = n9,2.",Experiment/Discussion
Another possibility to perform bilingual word clustering is to apply a two-step approach.,Experiment/Discussion
In a first step we determine classes S optimizing only the monolingual part of Eq.,Experiment/Discussion
(6) and secondly we determine classes F optimizing the bilingual part (without changing 6): By using these two optimization processes we enforce that the classes E are mono-lingually 'good' classes and that the classes .7- correspond to 6.,Experiment/Discussion
Interestingly enough this results in a higher translation quality (see section 5).,Experiment/Discussion
"An efficient optimization algorithm for LPI is the exchange algorithm (Martin et al., 1998).",Experiment/Discussion
For the optimization of LP2 we can use the same algorithm with small modifications.,Experiment/Discussion
Our starting point is a random partition of the training corpus vocabulary.,Experiment/Discussion
This initial partition is improved iteratively by moving a single word from one class to another.,Experiment/Discussion
The algorithm to determine bilingual classes is depicted in Figure 1.,Experiment/Discussion
"If only one word w is moved between the partitions C and C' the change LP(C,n9)— LP(C',n9) can be computed efficiently looking only at classes C for which ng (w, C) > 0 or ng(C,w) >0.",Experiment/Discussion
"We define Mc, to be the average number of seen predecessor and successor word classes.",Experiment/Discussion
"With the notation I for the number of iterations needed for convergence, B for the number of word bigrams, M for the number of classes and V for the vocabulary size the computational complexity of this algorithm is roughly I (B • log2 (B IV) +V M • Mo).",Experiment/Discussion
