col1,col2
"We present an efI\]cient, broad-coverage, principle-based parser for English.",Introduction
The parser has been implemented in C++ and runs on SUN Sparcstations with X-windows.,Introduction
"It con- rains a lexicon with over 90,000 entries, con- structed automatically b applying a set of ex- traction and conversion rules to entries from machine readable dictionaries.",Introduction
"Principle-based grammars, such as Govern- ment-Binding (GB) theory (Chomsky, 1981; Haegeman, 1991), offer many advantages over rule-based and unification-based grammars, such as the universality ofprinciples and mod- ularity of components in the grammar.",Results/Conclusion
Prin- ciples are constraints over X-bar structures.,Results/Conclusion
"Most previous principle-based parsers, e.g., (Dorr, 1991; Font, 1991; Johnson, 1991), es- sentially generate all possible X-bar structures of a sentence and then use the principles to fil- ter out the illicit ones.",Results/Conclusion
The drawback of this approach is the inefficiency due 1;o the large number of candidate structures to be.,Results/Conclusion
filtered out.,Results/Conclusion
"The problem persists even when w~rions techniques such as optimal ordering of princi- ples (Fong, 1991), and corontining (Dorr, 1991; Johnson, 1991) are used.",Results/Conclusion
This problem may also account for the fact that these parsers are experimental nd have limited coverage.,Results/Conclusion
"This paper describes an efficient, broad- coverage, principle-based parser, called PRIN- CIPAR.",Results/Conclusion
The main innovation in PRINCIPAR is that it applies principles to descriptions o17 X- bar structures rather than the structures them- selves.,Results/Conclusion
X-bar structures of a sentence are only built when their descriptions have satisfied all the pri ncil)les.,Results/Conclusion
O dynamic data \ [~ static dala l)rocegsing module data flow Figure 1: '.Pile architecture of PRINCIPAR Figure I shows the architecture of PRIN- CIPAR.,Results/Conclusion
Sentence analysis is divided into three steps.,Results/Conclusion
The lexical analyser first converts the in- put sentence into a set of texical items.,Results/Conclusion
"Then, a message passing algorithm for OB-parsing is used to construct a shared parse forest.",Results/Conclusion
"Fi- nally, a parse tree retriever is used to enumer- ate the parse trees.",Results/Conclusion
"The key idea of the parsing algorithm was presented in (tin, 199:1).",Results/Conclusion
This paper presents some implementation details and experimental results.,Results/Conclusion
"The parser in PIHNCIPAR is based on a message-passing framework proposed by \],in (1993) and l,in and Ooebel (1993), which uses a network to encode the grammar.",Results/Conclusion
"The nodes in tile grammar network represent grammati- cal categories (e.g., NP, Nbar, N) or subcate- gories, such as V:NP (transitive verbs that take NPs as complements).",Results/Conclusion
The links in the net- work re.present relationships bel;ween the cat- egories.,Results/Conclusion
GB-principles are implemented as lo- cal constraints attached to the nodes and 482 perco la t ion cormtra in ts attached to links in the network.,Results/Conclusion
"F igure'2 depicts ~ port:ion C"" tile gr ;unmar network for |Dnglish.",Results/Conclusion
"' 2 \ I t "" ""IP cpspe~..",Results/Conclusion
", - /~ / \~ i AAI ~ I'P "" NI i VI : 1 t . . "".,....",Results/Conclusion
"A ul , P ,, ,.",Results/Conclusion
"': '...."".v.v.v.v.v.v.v; . ..............",Results/Conclusion
"'""' """" ,~ V:N~ V:(,~x ' adjullct dominance conlplement domln:lnce specialization specifier doininailce head donlinanee barrier Figure 2: A Grtunma.r Network Th(;re ~u'e two types of l inks in 1,he network: subsumpt ion l{nks and dominance l inks.",Results/Conclusion
"\[l.'here is a SlXi)sttln\[)tiOlX link \['rotn (v l;o fl if a subsume.s ft. For exa,ini)le , since V subsumes V:NP and V:CP, l;here is a, sul)smnption l ink from V to ca.oh ()11o, of them.",Results/Conclusion
There.,Results/Conclusion
"is a donxhia.nce l ink frolil node (v i.o /7 i f /7 cfl, ll })e imme.dia.tely doininal~ed by O& l.'~Ol ' CXi/dl lp lc, SillCC a.IX Nl)a.r l i i&y i lt l- media?cly dominate a. PP adjimct,, t;here is a dominance link from Nbar to pp.",Results/Conclusion
"A dominance link fi:om a to fl is a.ssoci~ted with an integer id that determii les tile linear order between fl and other cat;egories dolni- m~t(xl t)y a, and a, binary att;ril)ute to specify whether fl is optional or oblig~l;ory.",Results/Conclusion
"I t ln order to simplify the diagrain, we did nol.",Results/Conclusion
"label tile links with their ids in l""igure 2.",Results/Conclusion
"\[nstead, the prece- dence between dominance links is ilMie~t>ed l)y their Input sentences a.rc p;u'sed by passing me.s- sa.ges iu t,he gramm;u' network.",Results/Conclusion
"'l.'he nodes ill the nel, wor\]( are compul, ing agents t;lxi~t com- nulnica.t.e wil;h e;~ch oi l ier 1)y sending messa,ges in tile rcv(HJso direcl, ion of the links ilx the.",Results/Conclusion
net- work.,Results/Conclusion
"I'\]acll node ha.s a. local n lemory tlxa.t, sDol'es a. set of it;ellx.~.",Results/Conclusion
"Ail il;em is a tr iplet thai; represe.nts a.(possibly intern plei, e) X-ba, r strltc- i>ll I'(?",Results/Conclusion
"\ [ t : <str , ar t , s rc>,where ~tr is an intx_'ger interva.l \[i,j\] denoi, ing t:ixe i'i~h Lo j'l, tl word ill I, he ill\[)llt; still;el\]eel art is the al;trilml,c vMues of the.",Results/Conclusion
reel; node o\[ the X-bar st;rtlCtAll:(':; ~Uid src is i'~ set o\[ St)Ill'CO mess~.~ges Prom which this item is combined.,Results/Conclusion
"The source i~lessa,ges represent inlinedi~te constituctlLs o\[ the reel; node.",Results/Conclusion
"li',a.ch node in l, he grannil lu: net- work has a. conll) letion I)redicate tllal, deter- tllillCS whether a.n ilieln a.t l;lie node.",Results/Conclusion
"is ""coin- plete,"" ilx w i lM i ca.se the it;elXl is sent a.s a, ines- sltge 1;o el;tier l l()dOS i l l 1~110 \]X}VOI'SC direct ion of the links.",Results/Conclusion
"~Vilen a, node receives mi itcnl> il; adiLel31pts {o (:onll)ine the itenl w i th il;ems \['rein other nodes 1,o forln Hew il;enis.",Results/Conclusion
"'l~wo it;ores <\[ i , , j l \ ] , A , , S ,> a.nd <\ [ i2 , j2 \ ] , A,2, S~,> can I)e combilxed if ? ' "" a,(Ijacent o each \] l, heir Slll'\[a.ce sl, riilgs Arc el, her: i7 - : jl-I-1.",Results/Conclusion
2.,Results/Conclusion
"t i ieir a.tl, r ibute vMues At mid A~ a.re t lHifli~ble..",Results/Conclusion
"t i l e SOtlrc(~ lTxessa,~es COTHe Vii/~ d i f fe . rent Ii,,ks: li,,ks(,g,) r~ li,,ks(S,~) =-- (k, where links(,q) is a. I'illlC~iOlX {hal,> given i~ set o\[ nlessa.ges, returl is the sel; of l inks via which the iiicssa.ges a, rrived.",Results/Conclusion
"{l'he result o\[ I~ixe colnbinM;ion is a. \[leW il;Oll;l: <\[il,.i~\], ,mil 'y(A,, A2), S, U S.~>.",Results/Conclusion
"The new il;em represelxt:s a, la,rger N-ba, r sl;ruc- t,u re result;i ng from t, hc combinat ion of the two snla.ller cues.",Results/Conclusion
"111 1;lie new it;era s<%isfles the lo- ca.l constraint, o\[ I;he node it is considered valid a.nd sa.ved inl;o the local lnOIxlory.",Results/Conclusion
"()l:herwise, ig is disca.rded.",Results/Conclusion
"A valid ito.nl si~t;isfying i;he com- sLarting poinl, s, e.g, (J precedes IP under Char since the link leading to (J is to I;he left, of t.he link leading 1,o 1 P. 48.7 pletion predicate of the node is sent further as messages to other nodes.",Results/Conclusion
The input sentence is parsed in the follow- ing steps.,Results/Conclusion
Step 1: Lex iea l Look-up : Retrieve the lex- ical entries for all the words in the sentence and create a lexical item for each word sense.,Results/Conclusion
"A lexical item is a triple: <\[i,j\], av~lf, av ..... p>, where \[i,j\] is an interval denoting the position of the word in the sentence; av~lf is the at- tribute values of the word sense; and av,:o,,,, is the attr ibute values of the complements of the word sense.",Results/Conclusion
"Step 2: Message Passing: For each lexi- eel item <\[i,j\], av~lf, av ..... p>, create an initiM message <\[i,j\], av~r, 0> and send this message to the grammar network node that represents the category or subcategory of the word sense.",Results/Conclusion
"When the node receives the initial message, it may forward the message to other nodes or it ma,y combine the message with other messages and send the resulting combination to other nodes.",Results/Conclusion
This initiates a message passing pro- cess which stops when there are no more mes- sages to be passed around.,Results/Conclusion
"At that point, the initial message for the next lexical item is fed into the network.",Results/Conclusion
"Step 3: Build a Shared Parse Forest When all lexieal items have been processed, a shared parse forest for the input sentence can be built by tracing the origins of the messages at the highest node (CP or IP), whose str com- ponent is the whole sentence.",Results/Conclusion
The parse forest consists of the links of the grammar network that are traversed uring the tracing process.,Results/Conclusion
"The structure of the parse forest is similar to (Billot and Long, 1989) and (Tomita, 1986), but extended to include attribute values.",Results/Conclusion
The parse trees of the input sentence can be retrieved h'om the parse forest one by one.,Results/Conclusion
The next section explains how tile constraints attached to the nodes and links in the network ensure that the parse trees satisfy all the prin- ciples.,Results/Conclusion
GB principles are implemented as local and percolation constraints on the items.,Results/Conclusion
Lo- cal constraints are attached to nodes in the network.,Results/Conclusion
"All items at a node must satisfy the node's local constraint, l?ercolation con- straints are attached to the links in the net- work.",Results/Conclusion
A message can be sent across a link only if the item satisfies the percolation constraint of the link.,Results/Conclusion
"We will only use two examples to give the reader a general idea about how GB principles are interpreted as loc, al and percolation con- straints.",Results/Conclusion
Interested reader is referred to Lin (1993) for more details.,Results/Conclusion
3.1.,Results/Conclusion
Bound ing rpheory.,Results/Conclusion
The Bounding Theory (Subjaneency) states that a movement can cross at most one bar- rier without leaving an intermedia~te trace.,Results/Conclusion
An attribute named ~hbarr?0r is used to imple- ment this l)rinciple.,Results/Conclusion
"A message containing the attribute value -whbarrier iS used to rep- resent an X-bar structure contMnlng a posi- tion out ol7 which a wh-constituent has moved, but without yet crossing a barrier.",Results/Conclusion
The wdue +whbarrier means that the movement has M- ready crossed one barrier.,Results/Conclusion
Certain dominance links in the network are designated as bar- rier links.,Results/Conclusion
"Bounding condition is implemented by tile percolation constraints attached to the barrier links, which block any message with +whbarrier and change -whbarrior to +whbarrier before the message is allowed to pass through.",Results/Conclusion
3.2.,Results/Conclusion
Case Theory.,Results/Conclusion
Case.,Results/Conclusion
Theory reqlfires tha.t every lexicM NP be assigned an al)stl'act case.,Results/Conclusion
"'\]'he implementation of case theory in PI{,INCII~AII, is based on the following attribute vaJues: ca, govern, cm.",Results/Conclusion
"+ca the head is ,~ c~se assigner -ca the head is not a case assigner +govern the head is a governor -govern the head is not a governor -cr~ an NP m-commanded by the head needs case marking The case filter is implemented as follows: 1.",Results/Conclusion
LocM constraints attached to the nodes.,Results/Conclusion
"assign +ca to items that represent X-bar structures whose heads are case assigners (P, actiw.'",Results/Conclusion
"V, and tensed I).",Results/Conclusion
484 . . .,Results/Conclusion
-No&~.,Results/Conclusion
