col1,col2
"In this paper, we describe a new model for word alignment in statistical trans- lation and present experimental results.",{}
The idea of the model is to make the alignment probabilities dependent on the differences in the alignment positions rather than on the absolute positions.,{}
"To achieve this goal, the approach us- es a first-order Hidden Markov model (HMM) for the word alignment problem as they are used successfully in speech recognition for the time alignment prob- lem.",{}
The difference to the time align- ment HMM is that there is no monotony constraint for the possible word order- ings.,{}
We describe the details of the mod- el and test the model on several bilingual corpora.,{}
"In this paper, we address the problem of word alignments for a bilingual corpus.","{'title': 'Introduction', 'number': '1'}"
"In the recent years, there have been a number of papers con- sidering this or similar problems: (Brown et al, 1990), (Dagan et al, 1993), (Kay et al, 1993), (Fung et al, 1993).","{'title': 'Introduction', 'number': '1'}"
"In our approach, we use a first-order Hidden Markov model (HMM) (aelinek, 1976), which is similar, but not identical to those used in speech recognition.","{'title': 'Introduction', 'number': '1'}"
"The key component of this approach is to make the alignment probabilities dependent not on the absolute position of the word align- ment, but on its relative position; i.e. we consider the differences in the index of the word positions rather than the index itself.","{'title': 'Introduction', 'number': '1'}"
The organization of the paper is as follows.,"{'title': 'Introduction', 'number': '1'}"
"After reviewing the statistical approach to ma- chine translation, we first describe the convention- al model (mixture model).","{'title': 'Introduction', 'number': '1'}"
We then present our first-order HMM approach in lull detail.,"{'title': 'Introduction', 'number': '1'}"
Finally we present some experimental results and compare our model with the conventional model.,"{'title': 'Introduction', 'number': '1'}"
"The goal is the translation of a text given in some language F into a target language E. For conve- nience, we choose for the following exposition as language pair French and English, i.e. we are giv- en a French string f~ = fx ...fj...fJ, which is to be translated into an English string e / = el...ei...cl. Among all possible English strings, we will choose the one with the highest probability which is given by Bayes' decision rule: a{ = argmax{P,.(c{lAa)} q = argmax {Pr(ejt) . l ' r ( f  le\[)} el ~ Pr(e{) is the language model of the target lan- guage, whereas Pr(fJle{) is the string translation model.","{'title': 'Review: Translation Model. ', 'number': '2'}"
The argmax operation denotes the search problem.,"{'title': 'Review: Translation Model. ', 'number': '2'}"
"In this paper, we address the problem of introducing structures into the probabilistic de- pendencies in order to model the string translation probability Pr(f~ le{).","{'title': 'Review: Translation Model. ', 'number': '2'}"
A key issne in modeling the string translation probability Pr(J'~le I) is the question of how we define the correspondence b tween the words of the English sentence and the words of the French sentence.,"{'title': 'Al ignment Models. ', 'number': '3'}"
"In typical cases, we can assume a sort of pairwise dependence by considering all word pairs (fj, ei) for a given sentence pair I.-/1\[~'J', elqlj' We fur- ther constrain this model by assigning each French word to exactly one English word.","{'title': 'Al ignment Models. ', 'number': '3'}"
Models describ- ing these types of dependencies are referred to as alignment models.,"{'title': 'Al ignment Models. ', 'number': '3'}"
"In this section, we describe two models for word alignrnent in detail: ,.","{'title': 'Al ignment Models. ', 'number': '3'}"
"a mixture-based alignment model, which was introduced in (Brown et al, 1990); ? an HMM-based alignment model.","{'title': 'Al ignment Models. ', 'number': '3'}"
"In this paper, we address the question of how to define specific models for the alignment probabil- ities.","{'title': 'Al ignment Models. ', 'number': '3'}"
The notational convention will be as fol- lows.,"{'title': 'Al ignment Models. ', 'number': '3'}"
We use the symbol Pr(.),"{'title': 'Al ignment Models. ', 'number': '3'}"
to denote general 836 probability distributions with (nearly) no Sl)eeitic asSUml)tions.,"{'title': 'Al ignment Models. ', 'number': '3'}"
"In contrast, for modcl-t)ased prol)-- ability distributions, we use the generic symbol v(.).","{'title': 'Al ignment Models. ', 'number': '3'}"
3.1 Al ignment w i th M ix ture D is t r i |mt ion.,"{'title': 'Al ignment Models. ', 'number': '3'}"
"Here, we describe the mixture-based alignment model in a fornmlation which is different fronl the original formulation ill (Brown el, a\[., 1990).","{'title': 'Al ignment Models. ', 'number': '3'}"
"We will ,is(: this model as reference tbr the IIMM- based alignments to lie 1)resented later.","{'title': 'Al ignment Models. ', 'number': '3'}"
"The model is based on a decomposition of the joint probability \[br ,l'~ into a product over the probabilities for each word J): a j=l wheFe~ fo\[' norll-la\]iz;i, t on 17(~/SOllS~ the 8elltC\]\[ce length probability p(J\] l) has been included.","{'title': 'Al ignment Models. ', 'number': '3'}"
"The next step now is to assutne a sort O\['l,airwise inter- act, ion between tim French word f j an(l each, F,n- glish word ci, i = 1, ... l . These dep('ndencies are captured in the lbrm of a rnixtnre distritmtion: 1 p(J)le{) = ~_.p(i, fjlc I) i=1 I = ~_~p(ilj, l).p(fjle~) i=1 Putting everything together, we have the following mixture-based ntodel: J l r,'(fi!l~I) = p(JIO ' H ~_~ \[~,(ilJ, l).","{'title': 'Al ignment Models. ', 'number': '3'}"
"~,(j)led\] (1) j= l i=t with the following ingredients: ? sentence length prob~d)ility: P(J l l); ? mixture alignment probability: p( i l j , I); ? translation probM)ility: p(f\[e).","{'title': 'Al ignment Models. ', 'number': '3'}"
"Assuming a tmifornl ~flignment prol)ability 1 .p(ilj, 1) = 7 we arrive at the lh'st model proposed t)y (Brown et al, 1990).","{'title': 'Al ignment Models. ', 'number': '3'}"
This model will be referred to as IB M 1 model.,"{'title': 'Al ignment Models. ', 'number': '3'}"
"To train the translation probabilities p(J'fc), we use a bilingual (;orpus consisting of sentence pairs \[:/ ';4""1 : ', . , s Using the ,,laxin,ul , like- lihood criterion, we ol)tain the following iterative L a equation (Brown et al, 1990): / ) ( f ie) = ~ - will, $' A(f,e) = ~ 2 ~5(f,J).~) }~ a(e,e~.~) For unilbrm alignment probabilities, it can be shown (Brown et al, 1990), that there is only one optinnnn and therefore the I,',M algorithm (Baum, 1!)72) always tinds the global optimum.","{'title': 'Al ignment Models. ', 'number': '3'}"
"For mixture alignment model with nonunilbrm alignment probabilities (subsequently referred to as IBM2 model), there ~tre to() many alignrnent parameters Pill j , I) to be estimated for smMl co l pora.","{'title': 'Al ignment Models. ', 'number': '3'}"
"Therefore, a specific model tbr tile Mign- ment in:obabilities i used: r ( i - j~- ) (~) p( i l j , 1) = l . I E i ' : l ""( it --"" J J-) This model assumes that the position distance rel- ative to the diagonal ine of the (j, i) plane is the dominating factor (see Fig.","{'title': 'Al ignment Models. ', 'number': '3'}"
1).,"{'title': 'Al ignment Models. ', 'number': '3'}"
