col1,col2
We present a novel morphological analysis technique which induces a morphological and syntactic symmetry between two languages with highly asymmetrical morphological structures to improve statistical machine translation qualities.,{}
The technique pre-supposes fine-grained segmentation of a word in the morphologically rich language into sequence of and part-of-speech tagging of the parallel corpus.,{}
The algorithm to be the morphologically rich language to induce the desired morphological and syntactic symmetry.,{}
"The technique improves Arabic-to-English translation qualities significantly when applied to IBM Model 1 and Phrase Translation Models trained on the training corpus size ranging from 3,500 to 3.3 million sentence pairs.",{}
Translation of two languages with highly different morphological structures as exemplified by Arabic and English poses a challenge to successful implementation of statistical machine translation models (Brown et al. 1993).,"{'title': '1.', 'number': '1'}"
Rarely occurring inflected forms of a stem in Arabic often do not accurately translate due to the frequency imbalance with the corresponding translation word in English.,"{'title': '1.', 'number': '1'}"
"So called a word (separated by a white space) in Arabic often corresponds to more than one independent word in English, posing a technical problem to the source channel models.","{'title': '1.', 'number': '1'}"
"In the English-Arabic sentence alignment shown in Figure 1, Arabic word AlAHmr (written in Buckwalter transliteration) is aligned to two English words ‘the red’, and llmEArDp to three English words ‘of the opposition.’ In this paper, we present a technique to induce a morphological and syntactic symmetry between two languages with different morphological structures for statistical translation quality improvement.","{'title': '1.', 'number': '1'}"
The technique is implemented as a two-step morphological processing for word-based translation models.,"{'title': '1.', 'number': '1'}"
"We first apply word segmentation to Arabic, segmenting a word into prefix(es)-stem-suffix(es).","{'title': '1.', 'number': '1'}"
"Arabic-English sentence alignment after Arabic word segmentation is illustrated in Figure 2, where one Arabic morpheme is aligned to one or zero English word.","{'title': '1.', 'number': '1'}"
We then apply the proposed technique to the word segmented Arabic corpus to identify prefixes/suffixes to be merged into their stems or deleted to induce a symmetrical morphological structure.,"{'title': '1.', 'number': '1'}"
"Arabic-English sentence alignment after Arabic morphological analysis is shown in Figure 3, where the suffix p is merged into their stems mwAjh and mEArd.","{'title': '1.', 'number': '1'}"
"For phrase translation models, we apply additional morphological analysis induced from noun phrase parsing of Arabic to accomplish a syntactic as well as morphological symmetry between the two languages.","{'title': '1.', 'number': '1'}"
"We pre-suppose segmentation of a word into prefix(es)-stem-suffix(es), as described in (Lee et al. 2003) The category prefix and suffix encompasses function words such as conjunction markers, prepositions, pronouns, determiners and all inflectional morphemes of the language.","{'title': '2.', 'number': '2'}"
"If a word token contains more than one prefix and/or suffix, we posit multiple prefixes/suffixes per stem.","{'title': '2.', 'number': '2'}"
"A sample word segmented Arabic text is given below, where prefixes are marked with #, and suffixes with +. w# s# y# Hl sA}q Al# tjArb fy jAgwAr Al# brAzyly lwsyAnw bwrty mkAn AyrfAyn fy Al# sbAq gdA Al# AHd Al*y s# y# kwn Awly xTw +At +h fy EAlm sbAq +At AlfwrmwlA","{'title': '2.', 'number': '2'}"
Morphological analysis identifies functional morphemes to be merged into meaning-bearing stems or to be deleted.,"{'title': '3.', 'number': '3'}"
"In Arabic, functional morphemes typically belong to prefixes or suffixes.","{'title': '3.', 'number': '3'}"
Sample Arabic texts before and after morphological analysis is shown below.,"{'title': '3.', 'number': '3'}"
Mwskw 51-7 ( Af b ) - Elm An Al# qSf Al# mdfEy Al*y Ady Aly ASAb +p jndy +yn rwsy +yn Avn +yn b# jrwH Tfyf +p q*A}f Al# jmE +p fy mTAr xAn qlE +p ... Mwskw 51-7 ( Af b ) - Elm An Al# qSf Al# mdfEy Al*y Ady Aly ASAbp jndyyn rwsyyn Avnyn b# jrwH Tfyfp msA' Al# jmEp fy mTAr xAn qlEp ...,"{'title': '3.', 'number': '3'}"
"In the morphologically analyzed Arabic (bottom), the feminine singular suffix +p and the masculine plural suffix +yn are merged into the preceding stems analogous to singular/plural noun distinction in English, e.g. girl vs. girls.","{'title': '3.', 'number': '3'}"
We apply part-speech tagging to a symbol tokenized and word segmented Arabic and symbol-tokenized English parallel corpus.,"{'title': '3.', 'number': '3'}"
"We then viterbi-align the part-of-speech tagged parallel corpus, using translation parameters obtained via Model 1 training of word segmented Arabic and symbol-tokenized English, to derive the conditional probability of an English part-of-speech tag given the combination of an Arabic prefix and its part-of-speech or an Arabic suffix and its part-of-speech.1 1 We have used an Arabic part-of-speech tagger with around 120 tags, and an English part-of-speech tagger with around 55 tags.","{'title': '3.', 'number': '3'}"
The algorithm utilizes two sets of translation probabilities to determine merge/deletion analysis of a morpheme.,"{'title': '3.', 'number': '3'}"
"We obtain tag-to-tag translation probabilities according to (1), which identifies the most probable part-of-speech correspondences between Arabic (tagA) and English (tagE).","{'title': '3.', 'number': '3'}"
"We also obtain translation probabilities of an English part-of-speech tag given each Arabic prefix/suffix and its part-of-speech according to (2) computes the translation probability of an Arabic suffix and its part-of-speech into an English part-of-speech in the Arabic stem tag context, stemtagA.","{'title': '3.', 'number': '3'}"
"StemtagA is one of the major stem parts-of-speech with which the specified prefix or suffix co-occurs, i.e.","{'title': '3.', 'number': '3'}"
"ADV, ADJ, NOUN, NOUN_PROP, VERB_IMPERFECT, VERB_PERFECT.","{'title': '3.', 'number': '3'}"
"2 J in suffix; ranges from 1 to M, M = number of distinct suffixes co-occurring with stemtagA. tag;k in suffix;_tag;k is the part-of-speech of suffix;, where k ranges from 1 to L, L = number of probability into NULL tag is not the highest, merge the prefixi_tagik/suffixj_tagjk into its stem in the stemtagA context.","{'title': '3.', 'number': '3'}"
Merge/deletion analysis is applied to all prefixi_tagik/suffixj_tagjk occurring in the appropriate stem tag contexts in the training corpus (for translation model training) and a new input text (for decoding).,"{'title': '3.', 'number': '3'}"
"For phrase translation models (Och and Ney 2002), we induce additional merge/deletion analysis on the basis of base noun phrase parsing of Arabic.","{'title': '3.', 'number': '3'}"
One major asymmetry between Arabic and English is caused by more frequent use of the determiner Al# in Arabic compared with its counterpart the in English.,"{'title': '3.', 'number': '3'}"
We apply Al#-deletion to Arabic noun phrases so that only the first occurrence of Al# in a noun phrase is retained.,"{'title': '3.', 'number': '3'}"
"All instances of Al# occurring before a proper noun – as in Al# qds, whose literal translation is the Jerusalem – are also deleted.","{'title': '3.', 'number': '3'}"
"Unlike the automatic induction of morphological analysis described in 3.2.1, Al#-deletion analysis is manually induced.","{'title': '3.', 'number': '3'}"
"System performances are evaluated on LDCdistributed Multiple Translation Arabic Part I consisting of 1,043 segments derived from AFP and Xinhua newswires.","{'title': '4.', 'number': '4'}"
"Translation qualities are measured by uncased BLEU (Papineni et al. 2002) with 4 reference translations, sysids: ahb, ahc, ahd, ahe.","{'title': '4.', 'number': '4'}"
"Systems are developed from 4 different sizes of training corpora, 3.5K, 35K, 350K and 3.3M sentence pairs, as in Table 1.","{'title': '4.', 'number': '4'}"
