col1,col2
This paper presents the first round of the on Textual Entailment for organized within SemEval-2012.,{}
"The task was designed to promote research on semantic inference over texts written in different languages, targeting at the same time a real application scenario.",{}
"Participants were presented with datasets for different language pairs, where multi-directional entailment relations (“forward”, “backward”, “bidirectional”, “no entailment”) had to be identified.",{}
"We report on the training and test data used for evaluation, the process of their creation, the participating systems (10 teams, 92 runs), the approaches adopted and the results achieved.",{}
"The cross-lingual textual entailment task (Mehdad et al., 2010) addresses textual entailment (TE) recognition (Dagan and Glickman, 2004) under the new dimension of cross-linguality, and within the new challenging application scenario of content synchronization.","{'title': '1 Introduction', 'number': '1'}"
Cross-linguality represents a dimension of the TE recognition problem that has been so far only partially investigated.,"{'title': '1 Introduction', 'number': '1'}"
"The great potential for integrating monolingual TE recognition components into NLP architectures has been reported in several areas, including question answering, information retrieval, information extraction, and document summarization.","{'title': '1 Introduction', 'number': '1'}"
"However, mainly due to the absence of cross-lingual textual entailment (CLTE) recognition","{'title': '1 Introduction', 'number': '1'}"
"components, similar improvements have not been achieved yet in any cross-lingual application.","{'title': 'Danilo Giampiccolo CELCT', 'number': '2'}"
The CLTE task aims at prompting research to fill this gap.,"{'title': 'Danilo Giampiccolo CELCT', 'number': '2'}"
"Along such direction, research can now benefit from recent advances in other fields, especially machine translation (MT), and the availability of: i) large amounts of parallel and comparable corpora in many languages, ii) open source software to compute word-alignments from parallel corpora, and iii) open source software to set up MT systems.","{'title': 'Danilo Giampiccolo CELCT', 'number': '2'}"
We believe that all these resources can positively contribute to develop inference mechanisms for multilingual data.,"{'title': 'Danilo Giampiccolo CELCT', 'number': '2'}"
Content synchronization represents a challenging application scenario to test the capabilities of advanced NLP systems.,"{'title': 'Danilo Giampiccolo CELCT', 'number': '2'}"
Given two documents about the same topic written in different languages (e.g.,"{'title': 'Danilo Giampiccolo CELCT', 'number': '2'}"
"Wiki pages), the task consists of automatically detecting and resolving differences in the information they provide, in order to produce aligned, mutually enriched versions of the two documents.","{'title': 'Danilo Giampiccolo CELCT', 'number': '2'}"
"Towards this objective, a crucial requirement is to identify the information in one page that is either equivalent or novel (more informative) with respect to the content of the other.","{'title': 'Danilo Giampiccolo CELCT', 'number': '2'}"
"The task can be naturally cast as an entailment recognition problem, where bidirectional and unidirectional entailment judgments for two text fragments are respectively mapped into judgments about semantic equivalence and novelty.","{'title': 'Danilo Giampiccolo CELCT', 'number': '2'}"
"Alternatively, the task can be seen as a machine translation evaluation problem, where judgments about semantic equivalence and novelty depend on the possibility to fully or partially translate a text fragment into the other.","{'title': 'Danilo Giampiccolo CELCT', 'number': '2'}"
"The recent advances on monolingual TE on the one hand, and the methodologies used in Statistical Machine Translation (SMT) on the other, offer promising solutions to approach the CLTE task.","{'title': 'Danilo Giampiccolo CELCT', 'number': '2'}"
"In line with a number of systems that model the RTE task as a similarity problem (i.e. handling similarity scores between T and H as useful evidence to draw entailment decisions), the standard sentence and word alignment programs used in SMT offer a strong baseline for CLTE.","{'title': 'Danilo Giampiccolo CELCT', 'number': '2'}"
"However, although representing a solid starting point to approach the problem, similarity-based techniques are just approximations, open to significant improvements coming from semantic inference at the multilingual level (e.g. cross-lingual entailment rules such as “perro”→“animal”).","{'title': 'Danilo Giampiccolo CELCT', 'number': '2'}"
"Taken in isolation, similaritybased techniques clearly fall short of providing an effective solution to the problem of assigning directions to the entailment relations (especially in the complex CLTE scenario, where entailment relations are multi-directional).","{'title': 'Danilo Giampiccolo CELCT', 'number': '2'}"
"Thanks to the contiguity between CLTE, TE and SMT, the proposed task provides an interesting scenario to approach the issues outlined above from different perspectives, and large room for mutual improvement.","{'title': 'Danilo Giampiccolo CELCT', 'number': '2'}"
"Given a pair of topically related text fragments (T1 and T2) in different languages, the CLTE task consists of automatically annotating it with one of the following entailment judgments (see Figure 1 for Spanish/English examples of each judgment): In this task, both T1 and T2 are assumed to be true statements.","{'title': '2 The task', 'number': '3'}"
"Although contradiction is relevant from an application-oriented perspective, contradictory pairs are not present in the dataset created for the first round of the task.","{'title': '2 The task', 'number': '3'}"
"Four CLTE corpora have been created for the following language combinations: Spanish/English (SP-EN), Italian/English (IT-EN), French/English (FR-EN), German/English (DE-EN).","{'title': '3 Dataset description', 'number': '4'}"
The datasets are released in the XML format shown in Figure 1.,"{'title': '3 Dataset description', 'number': '4'}"
"The dataset was created following the crowdsourcing methodology proposed in (Negri et al., 2011), which consists of the following steps: only the pairs where the difference between the number of words in T1 and T2 (length diff) was below a fixed threshold (10 words) were retained.1 The final result is a monolingual English dataset annotated with multi-directional entailment judgments, which are well distributed over length diff values ranging from 0 to 9; To ensure the good quality of the datasets, all the collected pairs were manually checked and corrected when necessary.","{'title': '3 Dataset description', 'number': '4'}"
Only pairs with agreement between two expert annotators were retained.,"{'title': '3 Dataset description', 'number': '4'}"
"The final result is a multilingual parallel entailment corpus, where T1s are in 5 different languages (i.e.","{'title': '3 Dataset description', 'number': '4'}"
"English, Spanish, German, Italian, and French), and T2s are in English.","{'title': '3 Dataset description', 'number': '4'}"
"It’s worth mentioning that the monolingual English corpus, a by-product of our data collection methodology, will be publicly released as a further contribution to the research community.2 Each dataset consists of 1,000 pairs (500 for training and 500 for test), balanced across the four entailment judgments (bidirectional, forward, backward, and no entailment).","{'title': '3 Dataset description', 'number': '4'}"
"For each language combination, the distribution of the four entailment judgments according to length diff is shown in Figure 2.","{'title': '3 Dataset description', 'number': '4'}"
"Vertical bars represent, for each length diff value, the proportion of pairs belonging to the four entailment classes.","{'title': '3 Dataset description', 'number': '4'}"
"As can be seen, the length diff constraint applied to the length difference in the monolingual English pairs (step 3 of the creation process) is substantially reflected in the cross-lingual datasets for all language combinations.","{'title': '3 Dataset description', 'number': '4'}"
"In fact, as shown in Table 1, the majority of the pairs is always included in the same length diff range (approximately [-5,+5]) and, within this range, the distribution of the four classes is substantially uniform.","{'title': '3 Dataset description', 'number': '4'}"
"Our assumption is that such data distribution makes entailment judgments based on mere surface features such as sentence length ineffective, thus encouraging the development of alternative, deeper processing strategies.","{'title': '3 Dataset description', 'number': '4'}"
Evaluation results have been automatically computed by comparing the entailment judgments returned by each system with those manually assigned by human annotators.,"{'title': '4 Evaluation metrics and baselines', 'number': '5'}"
