col1,col2
The need to model the relation between discourse structure and linguistic features of utterances is almost universally acknowledged in the literature on discourse.,Introduction
"However, there is only weak consensus on what the units of discourse structure are, or the criteria for recognizing and generating them.",Introduction
"We present quantitative results of a two-part study using a corpus of spontaneous, narrative monologues.",Introduction
The first part of our paper presents a method for empirically validating multiutterance units referred to as discourse segments.,Introduction
"We report highly significant results of segmentations performed by naive subjects, where a commonsense notion of speaker intention is the segmentation criterion.",Introduction
"In the second part of our study, data abstracted from the subjects' segmentations serve as a target for evaluating two sets of algorithms that use utterance features to perform segmentation.",Introduction
"On the first algorithm set, we evaluate and compare the correlation of discourse segmentation with three types of linguistic cues (referential noun phrases, cue words, and pauses).",Introduction
We then develop a second set using two methods: error analysis and machine learning.,Introduction
"Testing the new algorithms on a new data set shows that when multiple sources of linguistic knowledge are used concurrently, algorithm performance improves.",Introduction
The need to model the relation between discourse structure and linguistic features of utterances is almost universally acknowledged in the literature on discourse.,Experiment/Discussion
"However, there is only weak consensus on what the units of discourse structure are, or the criteria for recognizing and generating them.",Experiment/Discussion
"We present quantitative results of a two-part study using a corpus of spontaneous, narrative monologues.",Experiment/Discussion
The first part of our paper presents a method for empirically validating multiutterance units referred to as discourse segments.,Experiment/Discussion
"We report highly significant results of segmentations performed by naive subjects, where a commonsense notion of speaker intention is the segmentation criterion.",Experiment/Discussion
"In the second part of our study, data abstracted from the subjects' segmentations serve as a target for evaluating two sets of algorithms that use utterance features to perform segmentation.",Experiment/Discussion
"On the first algorithm set, we evaluate and compare the correlation of discourse segmentation with three types of linguistic cues (referential noun phrases, cue words, and pauses).",Experiment/Discussion
We then develop a second set using two methods: error analysis and machine learning.,Experiment/Discussion
"Testing the new algorithms on a new data set shows that when multiple sources of linguistic knowledge are used concurrently, algorithm performance improves.",Experiment/Discussion
"Each utterance of a discourse contributes to the communicative import of preceding utterances, or constitutes the onset of a new unit of meaning or action that subsequent utterances may add to.",Experiment/Discussion
The need to model the relation between the structure of such units (referred to here as discourse segment structure) and linguistic features of utterances' is almost universally acknowledged in the literature on discourse.,Experiment/Discussion
"However, natural language systems rarely exploit the relation between discourse segment structure and linguistic devices because there is very little data about how they constrain one another.",Experiment/Discussion
We have been engaged in a two-part study addressing this gap.,Experiment/Discussion
"We report on a method for empirically validating discourse segments, and on our development and evaluation of algorithms to identify these segments from linguistic features of discourse.",Experiment/Discussion
We show that human subjects can reliably perform discourse segmentation using speaker intention as a criterion.,Experiment/Discussion
"We also show that when multiple sources of linguistic knowledge are used (referential noun phrases, cue words, and pauses), algorithm performance approaches human performance.",Experiment/Discussion
The excerpt in Figure 1 illustrates the two aspects of discourse that our study addresses.',Experiment/Discussion
The first pertains to an abstract structure consisting of meaningful discourse segments and their interrelations.,Experiment/Discussion
The utterances in segments X and Z of Fig,Experiment/Discussion
