col1,col2
"This paper investigates two elements of Maximum Entropy tagging: the use of a correction feature in the Generalised Iterative Scaling (Gis) estimation algorithm, and techniques for model smoothing.",Introduction
"We show analytically and empirically that the correction feature, assumed to be required for the correctof unnecessary.",Introduction
We also explore the use of a Gaussian prior and a simple cutoff for smoothing.,Introduction
The experiments are performed with two tagsets: standard Penn Treebank and the larger set of lexical types from,Introduction
"The use of maximum entropy (ME) models has become popular in Statistical NLP; some example applications include part-of-speech (Pos) tagging (Ratnaparkhi, 1996), parsing (Ratnaparkhi, 1999; Johnson et al., 1999) and language modelling (Rosenfeld, 1996).",Experiment/Discussion
"Many tagging problems have been successfully modelled in the ME framework, including POS tagging, with state of the art performance (van Halteren et al., 2001), &quot;supertagging&quot; (Clark, 2002) and chunking (Koeling, 2000).",Experiment/Discussion
Generalised Iterative Scaling (GIS) is a very simple algorithm for estimating the parameters of a ME model.,Experiment/Discussion
"The original formulation of GIS (Darroch and Ratcliff, 1972) required the sum of the feature values for each event to be constant.",Experiment/Discussion
"Since this is not the case for many applications, the standard method is to add a &quot;correction&quot;, or &quot;slack&quot;, feature to each event Improved Iterative Scaling (us) (Berger et al., 1996; Della Pietra et al., 1997) eliminated the correction feature to improve the convergence rate of the algorithm.",Experiment/Discussion
"However, the extra book keeping required for us means that GIS is often faster in practice (Malouf, 2002).",Experiment/Discussion
"This paper shows, by a simple adaptation of Berger's proof for the convergence of HS (Berger, 1997), that GIS does not require a correction feature.",Experiment/Discussion
We also investigate how the use of a correction feature affects the performance of ME taggers.,Experiment/Discussion
"GIS and HS obtain a maximum likelihood estimate (mLE) of the parameters, and, like other MLE methods, are susceptible to overfitting.",Experiment/Discussion
"A simple technique used to avoid overfitting is a frequency cutoff, in which only frequently occurring features are included in the model (Ratnaparkhi, 1998).",Experiment/Discussion
"However, more sophisticated smoothing techniques exist, such as the use of a Gaussian prior on the parameters of the model (Chen and Rosenfeld, 1999).",Experiment/Discussion
"This technique has been applied to language modelling (Chen and Rosenfeld, 1999), text classification (Nigam et al., 1999) and parsing (Johnson et al., 1999), but to our knowledge it has not been compared with the use of a feature cutoff.",Experiment/Discussion
We explore the combination of Gaussian smoothing and a simple cutoff for two tagging tasks.,Experiment/Discussion
"The two taggers used for the experiments are a POS tagger, trained on the WSJ Penn Treebank, and a &quot;supertagger&quot;, which assigns tags from the much larger set of lexical types from Combinatory Categorial Grammar (ccG) (Clark, 2002).",Experiment/Discussion
Elimination of the correction feature and use of appropriate smoothing methods result in state of the art performance for both tagging tasks.,Experiment/Discussion
"A conditional ME model, also known as a loglinear model, has the following form: where the functions fi are the features of the model, the A, are the parameters, or weights, and Z(x) is a normalisation constant.",Experiment/Discussion
This form can be derived by choosing the model with maximum entropy (i.e. the most uniform model) from a set of models that satisfy a certain set of constraints.,Experiment/Discussion
"The constraints are that the expected value of each feature fi according to the model p is equal to some value Ki (Rosenfeld, 1996): Calculating the expected value according to p requires summing over all contexts x, which is not possible in practice.",Experiment/Discussion
"Therefore we use the now standard approximation (Rosenfeld, 1996): where p(x) is the relative frequency of context x in the data.",Experiment/Discussion
This is convenient because p(x) is zero for all those events not seen in the training data.,Experiment/Discussion
"Finding the maximum entropy model that satisfies these constraints is a constrained optimisation problem, which can be solved using the method of Lagrange multipliers, and leads to the form in (1) where the Ai are the Lagrange multipliers.",Experiment/Discussion
