col1,col2
Many approaches to automatic sentiment analysis begin with a large lexicon of words marked with their prior polarity (also called semantic orientation).,Introduction
"However, the contextual polarity of the phrase in which a particular instance of a word appears may be quite different from the word’s prior polarity.",Introduction
"Positive words are used in phrases expressing negative sentiments, or vice versa.",Introduction
"Also, quite often words that are positive or negative out of context are neutral in context, meaning they are not even being used to express a sentiment.",Introduction
"The goal of this work is to automatically distinguish between prior and contextual polarity, with a focus on understanding which features are important for this task.",Introduction
"Because an important aspect of the problem is identifying when polar terms are being used in neutral contexts, features for distinguishing between neutral and polar instances are evaluated, as well as features for distinguishing between positive and negative contextual polarity.",Introduction
The evaluation includes assessing the performance of features across multiple machine learning algorithms.,Introduction
"For all learning algorithms except one, the combination of all features together gives the best performance.",Introduction
Another facet of the evaluation considers how the presence of neutral instances affects the performance offeatures for distinguishing between positive and negative polarity.,Introduction
"These experiments show that the presence of neutral instances greatly degrades the performance of these features, and that perhaps the best way to improve performance across all polarity classes is to improve the system’s ability to identify when an instance is neutral.",Introduction
Many approaches to automatic sentiment analysis begin with a large lexicon of words marked with their prior polarity (also called semantic orientation).,Experiment/Discussion
"However, the contextual polarity of the phrase in which a particular instance of a word appears may be quite different from the word’s prior polarity.",Experiment/Discussion
"Positive words are used in phrases expressing negative sentiments, or vice versa.",Experiment/Discussion
"Also, quite often words that are positive or negative out of context are neutral in context, meaning they are not even being used to express a sentiment.",Experiment/Discussion
"The goal of this work is to automatically distinguish between prior and contextual polarity, with a focus on understanding which features are important for this task.",Experiment/Discussion
"Because an important aspect of the problem is identifying when polar terms are being used in neutral contexts, features for distinguishing between neutral and polar instances are evaluated, as well as features for distinguishing between positive and negative contextual polarity.",Experiment/Discussion
The evaluation includes assessing the performance of features across multiple machine learning algorithms.,Experiment/Discussion
"For all learning algorithms except one, the combination of all features together gives the best performance.",Experiment/Discussion
Another facet of the evaluation considers how the presence of neutral instances affects the performance offeatures for distinguishing between positive and negative polarity.,Experiment/Discussion
"These experiments show that the presence of neutral instances greatly degrades the performance of these features, and that perhaps the best way to improve performance across all polarity classes is to improve the system’s ability to identify when an instance is neutral.",Experiment/Discussion
"Sentiment analysis is a type of subjectivity analysis (Wiebe 1994) that focuses on identifying positive and negative opinions, emotions, and evaluations expressed in natural language.",Experiment/Discussion
"It has been a central component in applications ranging from recognizing inflammatory messages (Spertus 1997), to tracking sentiments over time in online discussions (Tong 2001), to classifying positive and negative reviews (Pang, Lee, and Vaithyanathan 2002; Turney 2002).",Experiment/Discussion
"Although a great deal of work in sentiment analysis has targeted documents, applications such as opinion question answering (Yu and Hatzivassiloglou 2003; Maybury 2004; Stoyanov, Cardie, and Wiebe 2005) and review mining to extract opinions about companies and products (Morinaga et al. 2002; Nasukawa and Yi 2003) require sentence-level or even phrase-level analysis.",Experiment/Discussion
"For example, if a question answering system is to successfully answer questions about people’s opinions, it must be able not only to pinpoint expressions of positive and negative sentiments, such as we find in sentence (1), but also to determine when an opinion is not being expressed by a word or phrase that typically does evoke one, such as condemned in sentence (2).",Experiment/Discussion
A common approach to sentiment analysis is to use a lexicon with information about which words and phrases are positive and which are negative.,Experiment/Discussion
"This lexicon may be manually compiled, as is the case with the General Inquirer (Stone et al. 1966), a resource often used in sentiment analysis.",Experiment/Discussion
"Alternatively, the information in the lexicon may be acquired automatically.",Experiment/Discussion
"Acquiring the polarity of words and phrases is itself an active line of research in the sentiment analysis community, pioneered by the work of Hatzivassiloglou and McKeown (1997) on predicting the polarity or semantic orientation of adjectives.",Experiment/Discussion
Various techniques have been proposed for learning the polarity of words.,Experiment/Discussion
"They include corpus-based techniques, such as using constraints on the co-occurrence in conjunctions of words with similar or opposite polarity (Hatzivassiloglou and McKeown 1997) and statistical measures of word association (Turney and Littman 2003), as well as techniques that exploit information about lexical relationships (Kamps and Marx 2002; Kim and Hovy 2004) and glosses (Esuli and Sebastiani 2005; Andreevskaia and Bergler 2006) in resources such as WordNet.",Experiment/Discussion
"Acquiring the polarity of words and phrases is undeniably important, and there are still open research challenges, such as addressing the sentiments of different senses of words (Esuli and Sebastiani 2006b; Wiebe and Mihalcea 2006), and so on.",Experiment/Discussion
"However, what the polarity of a given word or phrase is when it is used in a particular context is another problem entirely.",Experiment/Discussion
"Consider, for example, the underlined positive and negative words in the following sentence.",Experiment/Discussion
The first underlined word is Trust.,Experiment/Discussion
"Although many senses of the word trust express a positive sentiment, in this case, the word is not being used to express a sentiment at all.",Experiment/Discussion
It is simply part of an expression referring to an organization that has taken on the charge of caring for the environment.,Experiment/Discussion
"The adjective well is considered positive, and indeed it is positive in this context.",Experiment/Discussion
"However, the same is not true for the words reason and reasonable.",Experiment/Discussion
"Out of context, we would consider both of these words to be positive.1 In context, the word reason is being negated, changing its polarity from positive to negative.",Experiment/Discussion
"The phrase no reason at all to believe changes the polarity of the proposition that follows; because reasonable falls within this proposition, its polarity becomes negative.",Experiment/Discussion
"The word polluters has a negative connotation, but here in the context of the discussion of the article and its position in the sentence, polluters is being used less to express a sentiment and more to objectively refer to companies that pollute.",Experiment/Discussion
"To clarify how the polarity of polluters is affected by its subject role, consider the purely negative sentiment that emerges when it is used as an object: They are polluters.",Experiment/Discussion
"We call the polarity that would be listed for a word in a lexicon the word’s prior polarity, and we call the polarity of the expression in which a word appears, considering the context of the sentence and document, the word’s contextual polarity.",Experiment/Discussion
"Although words often do have the same prior and contextual polarity, many times a word’s prior and contextual polarities differ.",Experiment/Discussion
"Words with a positive prior polarity may have a negative contextual polarity, or vice versa.",Experiment/Discussion
"Quite often words that are positive or negative out of context are neutral in context, meaning that they are not even being used to express a sentiment.",Experiment/Discussion
"Similarly, words that are neutral out of context, neither positive or negative, may combine to create a positive or negative expression in context.",Experiment/Discussion
"The focus of this work is on the recognition of contextual polarity—in particular, disambiguating the contextual polarity of words with positive or negative prior polarity.",Experiment/Discussion
We begin by presenting an annotation scheme for marking sentiment expressions and their contextual polarity in the Multi-perspective Question Answering (MPQA) opinion corpus.,Experiment/Discussion
"We show that, given a set of subjective expressions (identified from the existing annotations in the MPQA corpus), contextual polarity can be annotated reliably.",Experiment/Discussion
"Using the contextual polarity annotations, we conduct experiments in automatically distinguishing between prior and contextual polarity.",Experiment/Discussion
"Beginning with a large lexicon of clues tagged with prior polarity, we identify the contextual polarity of the instances of those clues in the corpus.",Experiment/Discussion
"The process that we use has two steps, first classifying each clue as being in a neutral or polar phrase, and then disambiguating the contextual polarity of the clues marked as polar.",Experiment/Discussion
"For each step in the process, we experiment with a variety of features and evaluate the performance of the features using several different machine learning algorithms.",Experiment/Discussion
Our experiments reveal a number of interesting findings.,Experiment/Discussion
"First, being able to accurately identify neutral contextual polarity—when a positive or negative clue is not being used to express a sentiment—is an important aspect of the problem.",Experiment/Discussion
