col1,col2
We explore unsupervised language model adaptation techniques for Statistical Machine Translation.,Introduction
The hypotheses from the machine translation output are converted into queries at different levels of representation power and used to extract similar sentences from very large monolingual text collection.,Introduction
Specific language models are then build from the retrieved data and interpolated with a general background model.,Introduction
Experiments show significant improvements when translating with these adapted language models.,Introduction
"Language models (LM) are applied in many natural language processing applications, such as speech recognition and machine translation, to encapsulate syntactic, semantic and pragmatic information.",Experiment/Discussion
For systems which learn from given data we frequently observe a severe drop in performance when moving to a new genre or new domain.,Experiment/Discussion
In speech recognition a number of adaptation techniques have been developed to cope with this situation.,Experiment/Discussion
"In statistical machine translation we have a similar situation, i.e. estimate the model parameter from some data, and use the system to translate sentences which may not be well covered by the training data.",Experiment/Discussion
"Therefore, the potential of adaptation techniques needs to be explored for machine translation applications.",Experiment/Discussion
"Statistical machine translation is based on the noisy channel model, where the translation hypothesis is searched over the space defined by a translation model and a target language (Brown et al, 1993).",Experiment/Discussion
"Statistical machine translation can be formulated as follows: )()|(maxarg)|(maxarg* tPtsPstPt tt ?== where t is the target sentence, and s is the source sentence.",Experiment/Discussion
P(t) is the target language model and P(s|t) is the translation model.,Experiment/Discussion
"The argmax operation is the search, which is done by the decoder.",Experiment/Discussion
"In the current study we modify the target language model P(t), to represent the test data better, and thereby improve the translation quality.",Experiment/Discussion
"(Janiszek, et al 2001) list the following approaches to language model adaptation: ? Linear interpolation of a general and a domain specific model (Seymore, Rosenfeld, 1997).",Experiment/Discussion
"Back off of domain specific probabilities with those of a specific model (Besling, Meier, 1995).",Experiment/Discussion
"Retrieval of documents pertinent to the new domain and training a language model on-line with those data (Iyer, Ostendorf, 1999, Mahajan et. al. 1999).",Experiment/Discussion
"Maximum entropy, minimum discrimination adaptation (Chen, et. al., 1998).",Experiment/Discussion
"Adaptation by linear transformation of vectors of bigram counts in a reduced space (DeMori, Federico, 1999).",Experiment/Discussion
"Smoothing and adaptation in a dual space via latent semantic analysis, modeling long-term semantic dependencies, and trigger combinations.",Experiment/Discussion
"(J. Bellegarda, 2000).",Experiment/Discussion
"Our approach can be characterized as unsupervised data augmentation by retrieval of relevant documents from large monolingual corpora, and interpolation of the specific language model, build from the retrieved data, with a background language model.",Experiment/Discussion
"To be more specific, the following steps are carried out to do the language model adaptation.",Experiment/Discussion
"First, a baseline statistical machine translation system, using a large general language model, is applied to generate initial translations.",Experiment/Discussion
Then these translations hypotheses are reformulated as queries to retrieve similar sentences from a very large text collection.,Experiment/Discussion
A small domain specific language model is build using the retrieved sentences and linearly interpolated with the background language model.,Experiment/Discussion
This new interpolated language model in applied in a second decoding run to produce the final translations.,Experiment/Discussion
"There are a number of interesting questions pertaining to this approach: ? Which information can and should used to generate the queries: the first-best translation only, or also translation alternatives.",Experiment/Discussion
"How should we construct the queries, just as simple bag-of-words, or can we incorporate more structure to make them more powerful.",Experiment/Discussion
"How many documents should be retrieved to build the specific language models, and on what granularity should this be done, i.e. what is a document in the information retrieval process.",Experiment/Discussion
"The paper is structured as follows: section 2 outlines the sentence retrieval approach, and three bag-of-words query models are designed and explored; structured query models are introduced in section 3.",Experiment/Discussion
In section 4 we present translation experiments are presented for the different query.,Experiment/Discussion
"Finally, summary is given in section 5.",Experiment/Discussion
Our language model adaptation is an unsupervised data augmentation approach guided by query models.,Experiment/Discussion
"Given a baseline statistical machine translation system, the language model adaptation is done in several steps shown as follows: ? Generate a set of initial translation hypotheses H = {h1 ?hn} for source sentences s, using either the baseline MT system with the background language model or only the translation model ? Use H to build query ? Use query to retrieve relevant sentences from the large corpus ? Build specific language models from retrieved sentences ? Interpolate the specific language model with the background language ? Re-translate sentences s with adapted language model Figure-1: Adaptation Algorithm The specific language model )|( hwP iA and the general background model )|( hwP iB are combined using linear interpolation: )|()1()|()|(?",Experiment/Discussion
hwPhwPhwP iAiBi ??,Experiment/Discussion
?+= (1) The interpolation factor ? can be simply estimated using cross validation or a grid search.,Experiment/Discussion
"As an alternative to using translations for the baseline system, we will also describe an approach, which uses partial translations of the source sentence, using the translation model only.",Experiment/Discussion
"In this case, no full translation needs to be carried out in the first step; only information from the translation model is used.",Experiment/Discussion
"Our approach focuses on query model building, using different levels of knowledge representations from the hypothesis set or from the translation model itself.",Experiment/Discussion
The quality of the query models is crucial to the adapted language model?s performance.,Experiment/Discussion
Three bag-of-words query models are proposed and explained in the following sections.,Experiment/Discussion
2.1 Sentence Retrieval Process.,Experiment/Discussion
"In our sentence retrieval process, the standard tf/idf (term frequency and inverse document frequency) term weighting scheme is used.",Experiment/Discussion
The queries are built from the translation hypotheses.,Experiment/Discussion
"We follow (Eck, et al, 2004) in considering each sentence in the monolingual corpus as a document, as they have shown that this gives better results compared to retrieving entire news stories.",Experiment/Discussion
Both the query and the sentences in the text corpus are converted into vectors by assigning a term weight to each word.,Experiment/Discussion
Then the cosine similarity is calculated proportional to the inner product of the two vectors.,Experiment/Discussion
"All sentences are ranked according to their similarity with the query, and the most similar sentences are used as the data for building the specific language model.",Experiment/Discussion
"In our experiments we use different numbers of similar sentences, ranting from one to several thousand.",Experiment/Discussion
2.2 Bag-of-words Query Models.,Experiment/Discussion
Different query models are designed to guide the data augmentation efficiently.,Experiment/Discussion
We first define ?bag-of-words?,Experiment/Discussion
"models, based on different levels of knowledge collected from the hypotheses of the statistical machine translation engine.",Experiment/Discussion
2.2.1 First-best Hypothesis as a Query Model The first-best hypothesis is the Viterbi path in the search space returned from the statistical machine translation decoder.,Experiment/Discussion
"It is the optimal hypothesis the statistical machine translation system can generate using the given translation and language model, and restricted by the applied pruning strategy.",Experiment/Discussion
