col1,col2
"Recognizing analogies, synonyms, anto nyms, and associations appear to be fourdistinct tasks, requiring distinct NLP al gorithms.",{}
"In the past, the four tasks have been treated independently, using a widevariety of algorithms.",{}
"These four seman tic classes, however, are a tiny sample of the full range of semantic phenomena, andwe cannot afford to create ad hoc algo rithms for each semantic phenomenon; weneed to seek a unified approach.",{}
We propose to subsume a broad range of phenom ena under analogies.,{}
"To limit the scope of this paper, we restrict our attention to the subsumption of synonyms, antonyms, and associations.",{}
"We introduce a supervised corpus-based machine learning algorithm for classifying analogous word pairs, and we show that it can solve multiple-choice SAT analogy questions, TOEFL synonymquestions, ESL synonym-antonym questions, and similar-associated-both ques tions from cognitive psychology.",{}
A pair of words (petrify:stone) is analogous to another pair (vaporize:gas) when the semantic re lations between the words in the first pair are highly similar to the relations in the second pair.,"{'title': 'Introduction', 'number': '1'}"
"Two words (levied and imposed) are synonymousin a context (levied a tax) when they can be interchanged (imposed a tax), they are are antony mous when they have opposite meanings (black c ? 2008, National Research Council of Canada (NRC).Licensed to the Coling 2008 Organizing Committee for pub lication in Coling 2008 and for re-publishing in any form or medium.","{'title': 'Introduction', 'number': '1'}"
"and white), and they are associated when they tend to co-occur (doctor and hospital).On the surface, it appears that these are four distinct semantic classes, requiring distinct NLP al gorithms, but we propose a uniform approach to all four.","{'title': 'Introduction', 'number': '1'}"
"We subsume synonyms, antonyms, and associations under analogies.","{'title': 'Introduction', 'number': '1'}"
"In essence, we say that X and Y are antonyms when the pair X:Y is analogous to the pair black:white, X and Y are synonyms when they are analogous to the pair levied:imposed, and X and Y are associated when they are analogous to the pair doctor:hospital.","{'title': 'Introduction', 'number': '1'}"
"There is past work on recognizing analogies(Reitman, 1965), synonyms (Landauer and Dumais, 1997), antonyms (Lin et al, 2003), and asso ciations (Lesk, 1969), but each of these four tasks has been examined separately, in isolation from the others.","{'title': 'Introduction', 'number': '1'}"
"As far as we know, the algorithm proposed here is the first attempt to deal with all four tasks using a uniform approach.","{'title': 'Introduction', 'number': '1'}"
"We believe that it isimportant to seek NLP algorithms that can han dle a broad range of semantic phenomena, becausedeveloping a specialized algorithm for each phe nomenon is a very inefficient research strategy.It might seem that a lexicon, such as Word Net (Fellbaum, 1998), contains all the information we need to handle these four tasks.","{'title': 'Introduction', 'number': '1'}"
"However, weprefer to take a corpus-based approach to seman tics.","{'title': 'Introduction', 'number': '1'}"
"Veale (2004) used WordNet to answer 374 multiple-choice SAT analogy questions, achievingan accuracy of 43%, but the best corpus-based ap proach attains an accuracy of 56% (Turney, 2006).","{'title': 'Introduction', 'number': '1'}"
"Another reason to prefer a corpus-based approachto a lexicon-based approach is that the former re quires less human labour, and thus it is easier to extend to other languages.In Section 2, we describe our algorithm for rec ognizing analogies.","{'title': 'Introduction', 'number': '1'}"
"We use a standard supervised 905 machine learning approach, with feature vectorsbased on the frequencies of patterns in a large cor pus.","{'title': 'Introduction', 'number': '1'}"
"We use a support vector machine (SVM) to learn how to classify the feature vectors (Platt, 1998; Witten and Frank, 1999).","{'title': 'Introduction', 'number': '1'}"
Section 3 presents four sets of experiments.,"{'title': 'Introduction', 'number': '1'}"
"We apply our algorithm for recognizing analogies to multiple-choice analogy questions from the SAT college entrance test, multiple-choice synonym questions from the TOEFL (test of English as aforeign language), ESL (English as a second language) practice questions for distinguishing syn onyms and antonyms, and a set of word pairs thatare labeled similar, associated, and both, devel oped for experiments in cognitive psychology.We discuss the results of the experiments in Section 4.","{'title': 'Introduction', 'number': '1'}"
"The accuracy of the algorithm is competitive with other systems, but the strength of the al gorithm is that it is able to handle all four tasks, with no tuning of the learning parameters to the particular task.","{'title': 'Introduction', 'number': '1'}"
"It performs well, although it iscompeting against specialized algorithms, devel oped for single tasks.Related work is examined in Section 5 and limitations and future work are considered in Sec tion 6.","{'title': 'Introduction', 'number': '1'}"
We conclude in Section 7.,"{'title': 'Introduction', 'number': '1'}"
"An analogy, A:B::C:D, asserts that A is to B as C is to D; for example, traffic:street::water:riverbed asserts that traffic is to street as water is to riverbed; that is, the semantic relations between traffic and street are highly similar to the semantic relations between water and riverbed.","{'title': 'Classifying Analogous Word Pairs. ', 'number': '2'}"
We may view the task of recognizing word analogies as a problem of classifying word pairs (see Table 1).,"{'title': 'Classifying Analogous Word Pairs. ', 'number': '2'}"
Word pair Class label carpenter:wood artisan:material mason:stone artisan:material potter:clay artisan:material glassblower:glass artisan:material traffic:street entity:carrier water:riverbed entity:carrier packets:network entity:carrier gossip:grapevine entity:carrierTable 1: Examples of how the task of recogniz ing word analogies may be viewed as a problem of classifying word pairs.,"{'title': 'Classifying Analogous Word Pairs. ', 'number': '2'}"
We approach this as a standard classificationproblem for supervised machine learning.,"{'title': 'Classifying Analogous Word Pairs. ', 'number': '2'}"
The al gorithm takes as input a training set of word pairs with class labels and a testing set of word pairs without labels.,"{'title': 'Classifying Analogous Word Pairs. ', 'number': '2'}"
