col1,col2
"Recent systems have been developed forsentiment classification, opinion recognition, and opinion analysis (e.g., detecting polarity and strength).",Introduction
"We pursue another aspect of opinion analysis: identi fying the sources of opinions, emotions, and sentiments.",Introduction
"We view this problem as an information extraction task and adopta hybrid approach that combines Con ditional Random Fields (Lafferty et al, 2001) and a variation of AutoSlog (Riloff,1996a).",Introduction
"While CRFs model source identification as a sequence tagging task, AutoSlog learns extraction patterns.",Introduction
Our re sults show that the combination of these two methods performs better than either one alone.,Introduction
"The resulting system identifies opinion sources with 79.3% precision and 59.5% recall using a head noun matching measure, and 81.2% precision and 60.6% recall using an overlap measure.",Introduction
"In recent years, there has been a great deal of interest in methods for automatically identifying opin ions, emotions, and sentiments in text.",Experiment/Discussion
"Much of this research explores sentiment classification, a text categorization task in which the goal is to classifya document as having positive or negative polar ity (e.g., Das and Chen (2001), Pang et al (2002), Turney (2002), Dave et al (2003), Pang and Lee(2004)).",Experiment/Discussion
"Other research efforts analyze opinion expressions at the sentence level or below to recog nize opinions, their polarity, and their strength (e.g., Dave et al (2003), Pang and Lee (2004), Wilson et al.",Experiment/Discussion
"(2004), Yu and Hatzivassiloglou (2003), Wiebeand Riloff (2005)).",Experiment/Discussion
"Many applications could benefit from these opinion analyzers, including prod uct reputation tracking (e.g., Morinaga et al (2002), Yi et al (2003)), opinion-oriented summarization (e.g., Cardie et al (2004)), and question answering (e.g., Bethard et al (2004), Yu and Hatzivassiloglou (2003)).",Experiment/Discussion
We focus here on another aspect of opinion analysis: automatically identifying the sources of the opinions.,Experiment/Discussion
"Identifying opinion sources willbe especially critical for opinion-oriented questionanswering systems (e.g., systems that answer ques tions of the form ?How does [X] feel about [Y]??)",Experiment/Discussion
"and opinion-oriented summarization systems, both of which need to distinguish the opinions of one source from those of another.1 The goal of our research is to identify direct and indirect sources of opinions, emotions, sentiments, and other private states that are expressed in text.",Experiment/Discussion
"To illustrate the nature of this problem, consider the examples below: S1: Taiwan-born voters favoring independence...",Experiment/Discussion
"1In related work, we investigate methods to identify the opinion expressions (e.g., Riloff and Wiebe (2003), Wiebe and Riloff (2005), Wilson et al (2005)) and the nesting structure of sources (e.g., Breck and Cardie (2004)).",Experiment/Discussion
"The target of each opinion, i.e., what the opinion is directed towards, is currently being annotated manually for our corpus.",Experiment/Discussion
"355 S2: According to the report, the human rights record in China is horrendous.",Experiment/Discussion
S3: International officers believe that the EU will prevail.,Experiment/Discussion
"S4: International officers said US officials want the EU to prevail.In S1, the phrase ?Taiwan-born voters?",Experiment/Discussion
"is the direct (i.e., first-hand) source of the ?favoring?",Experiment/Discussion
sen timent.,Experiment/Discussion
"In S2, ?the report?",Experiment/Discussion
is the direct source of the opinion about China?s human rights record.,Experiment/Discussion
"In S3, ?International officers?",Experiment/Discussion
are the direct source of an opinion regarding the EU.,Experiment/Discussion
"The same phrase in S4, however, denotes an indirect (i.e., second-hand, third-hand, etc.) source of an opinion whose direct source is ?US officials?.",Experiment/Discussion
"In this paper, we view source identification as an information extraction task and tackle the problemusing sequence tagging and pattern matching tech niques simultaneously.",Experiment/Discussion
