col1,col2
This paper describes the role of supertagging in a wide-coverage CCG parser which uses a log-linear model to select an analysis.,Introduction
"The supertagger reduces the derivation space over which model estimation is performed, reducing the space required for discriminative training.",Introduction
It also dramatically increases the speed of the parser.,Introduction
We show that large increases in speedcan be obtained by tightly integrating the su pertagger with the CCG grammar and parser.This is the first work we are aware of to success fully integrate a supertagger with a full parser which uses an automatically extracted grammar.We also further reduce the derivation space us ing constraints on category combination.,Introduction
The result is an accurate wide-coverage CCG parserwhich is an order of magnitude faster than comparable systems for other linguistically moti vated formalisms.,Introduction
Lexicalised grammar formalisms such as Lexicalized Tree Adjoining Grammar (LTAG) and Com binatory Categorial Grammar (CCG) assign one or more syntactic structures to each word in a sentencewhich are then manipulated by the parser.,Experiment/Discussion
"Supertag ging was introduced for LTAG as a way of increasingparsing efficiency by reducing the number of struc tures assigned to each word (Bangalore and Joshi, 1999).",Experiment/Discussion
"Supertagging has more recently been applied to CCG (Clark, 2002; Curran and Clark, 2003).Supertagging accuracy is relatively high for man ually constructed LTAGs (Bangalore and Joshi,1999).",Experiment/Discussion
"However, for LTAGs extracted automati cally from the Penn Treebank, performance is much lower (Chen et al, 1999; Chen et al, 2002).",Experiment/Discussion
"In fact, performance for such grammars is below that needed for successful integration into a full parser (Sarkar et al, 2000).",Experiment/Discussion
"In this paper we demonstratethat CCG supertagging accuracy is not only sufficient for accurate and robust parsing using an auto matically extracted grammar, but also offers several practical advantages.",Experiment/Discussion
Our wide-coverage CCG parser uses a log-linear model to select an analysis.,Experiment/Discussion
"The model paramaters are estimated using a discriminative method, that is,one which requires all incorrect parses for a sentence as well as the correct parse.",Experiment/Discussion
"Since an auto matically extracted CCG grammar can produce anextremely large number of parses, the use of a su pertagger is crucial in limiting the total number of parses for the training data to a computationally manageable number.",Experiment/Discussion
The supertagger is also crucial for increasing thespeed of the parser.,Experiment/Discussion
"We show that spectacular in creases in speed can be obtained, without affectingaccuracy or coverage, by tightly integrating the su pertagger with the CCG grammar and parser.",Experiment/Discussion
"To achieve maximum speed, the supertagger initially assigns only a small number of CCG categories toeach word, and the parser only requests more cate gories from the supertagger if it cannot provide an analysis.",Experiment/Discussion
"We also demonstrate how extra constraints on the category combinations, and the application of beam search using the parsing model, can further increase parsing speed.This is the first work we are aware of to succes fully integrate a supertagger with a full parser which uses a lexicalised grammar automatically extractedfrom the Penn Treebank.",Experiment/Discussion
We also report signifi cantly higher parsing speeds on newspaper text than any previously reported for a full wide-coverage parser.,Experiment/Discussion
Our results confirm that wide-coverage CCG parsing is feasible for many large-scale NLP tasks.,Experiment/Discussion
"Parsing using CCG can be viewed as a two-stage process: first assign lexical categories to the wordsin the sentence, and then combine the categories to gether using CCG?s combinatory rules.1 The first stage can be accomplished by simply assigning to each word all categories from the word?s entry in the lexicon (Hockenmaier, 2003).",Experiment/Discussion
"1See Steedman (2000) for an introduction to CCG, and see Clark et al (2002) and Hockenmaier (2003) for an introduction to wide-coverage parsing using CCG.",Experiment/Discussion
The WSJ is a publication that I enjoy reading NP/N N (S[dcl]\NP)/NP NP/N N (NP\NP)/(S[dcl]/NP) NP (S[dcl]\NP)/(S[ng]\NP) (S[ng]\NP)/NP Figure 1: Example sentence with CCG lexical categories frequency # cat types # cat tokens in # sentences in 2-21 # cat tokens in # sentences in 00 cut-off 2-21 not in cat set with missing cat 00 not in cat set with missing cat 1 1 225 0 0 12 (0.03%) 12 (0.6%) 10 409 1 933 (0.2%) 1 712 (4.3%) 79 (0.2%) 69 (3.6%) Table 1: Statistics for the lexical category setAn alternative is to use a statistical tagging approach to assign one or more categories.,Experiment/Discussion
A statisti cal model can be used to determine the most likelycategories given the word?s context.,Experiment/Discussion
"The advantage of this supertagging approach is that the number of categories assigned to each word can be re duced, with a correspondingly massive reduction in the number of derivations.",Experiment/Discussion
Bangalore and Joshi (1999) use a standard Markov model tagger to assign LTAG elementarytrees to words.,Experiment/Discussion
Here we use the Maximum En tropy models described in Curran and Clark (2003).,Experiment/Discussion
"An advantage of the Maximum Entropy approachis that it is easy to encode a wide range of poten tially useful information as features; for example,Clark (2002) has shown that POS tags provide use ful information for supertagging.",Experiment/Discussion
The next section describes the set of lexical categories used by our supertagger and parser.,Experiment/Discussion
2.1 The Lexical Category Set.,Experiment/Discussion
"The set of lexical categories is obtained from CCGbank (Hockenmaier and Steedman, 2002; Hockenmaier, 2003), a corpus of CCG normal-form deriva tions derived semi-automatically from the PennTreebank.",Experiment/Discussion
"Following Clark (2002), we apply a fre quency cutoff to the training set, only using thosecategories which appear at least 10 times in sections 2-21.",Experiment/Discussion
Figure 1 gives an example sentence su pertagged with the correct CCG lexical categories.,Experiment/Discussion
Table 1 gives the number of different category types and shows the coverage on training (seen) anddevelopment (unseen) data (section 00 from CCGbank).,Experiment/Discussion
The table also gives statistics for the com plete set containing every lexical category type inCCGbank.2 These figures show that using a fre quency cutoff can significantly reduce the size of the category set with only a small loss in coverage.,Experiment/Discussion
2The numbers differ slightly from those reported in Clark (2002) since a newer version of CCGbank is being used here.,Experiment/Discussion
Clark (2002) compares the size of grammarsextracted from CCGbank with automatically extracted LTAGs.,Experiment/Discussion
"The grammars of Chen and Vijay Shanker (2000) contain between 2,000 and 9,000 tree frames, depending on the parameters used inthe extraction process, significantly more elemen tary structures than the number of lexical categories derived from CCGbank.",Experiment/Discussion
We hypothesise this is a key factor in the higher accuracy for supertaggingusing a CCG grammar compared with an automati cally extracted LTAG.,Experiment/Discussion
2.2 The Tagging Model.,Experiment/Discussion
The supertagger uses probabilities p(y|x) where y is a lexical category and x is a context.,Experiment/Discussion
"The conditional probabilities have the following log-linear form: p(y|x) = 1 Z(x)e ? i ?i fi(y,x) (1) where fi is a feature, ?i is the corresponding weight, and Z(x) is a normalisation constant.",Experiment/Discussion
The context is a 5-word window surrounding the target word.,Experiment/Discussion
Features are defined for each word in the window and for the POS tag of each word.,Experiment/Discussion
"Curran and Clark(2003) describes the model and explains how Gen eralised Iterative Scaling, together with a Gaussian prior for smoothing, can be used to set the weights.",Experiment/Discussion
"The supertagger in Curran and Clark (2003) finds the single most probable category sequence given the sentence, and uses additional features defined in terms of the previously assigned categories.",Experiment/Discussion
