col1,col2
"In addition to information, text con tains attitudinal, and more specifically, emotional content.",Introduction
"This paper exploresthe text-based emotion prediction prob lem empirically, using supervised machinelearning with the SNoW learning architecture.",Introduction
"The goal is to classify the emotional affinity of sentences in the narra tive domain of children?s fairy tales, forsubsequent usage in appropriate expressive rendering of text-to-speech synthe sis.",Introduction
"Initial experiments on a preliminarydata set of 22 fairy tales show encourag ing results over a na??ve baseline and BOW approach for classification of emotional versus non-emotional contents, with some dependency on parameter tuning.",Introduction
"We also discuss results for a tripartite model which covers emotional valence, as well as feature set alernations.",Introduction
"In addition, we present plans for a more cognitively soundsequential model, taking into considera tion a larger set of basic emotions.",Introduction
"Text does not only communicate informative con tents, but also attitudinal information, includingemotional states.",Experiment/Discussion
The following reports on an em pirical study of text-based emotion prediction.,Experiment/Discussion
"Section 2 gives a brief overview of the intendedapplication area, whereas section 3 summarizes re lated work.",Experiment/Discussion
"Next, section 4 explains the empirical study, including the machine learning model, thecorpus, the feature set, parameter tuning, etc. Section 5 presents experimental results from two classi fication tasks and feature set modifications.",Experiment/Discussion
"Section 6 describes the agenda for refining the model, before presenting concluding remarks in 7.",Experiment/Discussion
Narrative text is often especially prone to having emotional contents.,Experiment/Discussion
"In the literary genre of fairy tales, emotions such as HAPPINESS and ANGER and related cognitive states, e.g. LOVE or HATE, becomeintegral parts of the story plot, and thus are of particular importance.",Experiment/Discussion
"Moreover, the story teller read ing the story interprets emotions in order to orally convey the story in a fashion which makes the story come alive and catches the listeners?",Experiment/Discussion
attention.,Experiment/Discussion
"In speech, speakers effectively express emotions by modifying prosody, including pitch, intensity, and durational cues in the speech signal.",Experiment/Discussion
"Thus, inorder to make text-to-speech synthesis sound as natural and engaging as possible, it is important to con vey the emotional stance in the text.",Experiment/Discussion
"However, thisimplies first having identified the appropriate emo tional meaning of the corresponding text passage.",Experiment/Discussion
"Thus, an application for emotional text-to-speech synthesis has to solve two basic problems.",Experiment/Discussion
"First,what emotion or emotions most appropriately de scribe a certain text passage, and second, given a text passage and a specified emotional mark-up, how to render the prosodic contour in order to convey the emotional content, (Cahn, 1990).",Experiment/Discussion
The text-based emotion prediction task (TEP) addresses the first of these two problems.,Experiment/Discussion
579,Experiment/Discussion
"For a complete general overview of the field of affective computing, see (Picard, 1997).",Experiment/Discussion
"(Liu, Lieberman and Selker, 2003) is a rare study in textbased inference of sentence-level emotional affin ity.",Experiment/Discussion
"The authors adopt the notion of basic emotions, cf.",Experiment/Discussion
"(Ekman, 1993), and use six emotion categories: ANGER, DISGUST, FEAR, HAPPINESS, SADNESS, SURPRISE.",Experiment/Discussion
"They critique statistical NLP for being unsuccessful at the small sentence level, and insteaduse a database of common-sense knowledge and create affect models which are combined to form a rep resentation of the emotional affinity of a sentence.",Experiment/Discussion
"At its core, the approach remains dependent on anemotion lexicon and hand-crafted rules for conceptual polarity.",Experiment/Discussion
"In order to be effective, emotion recog nition must go beyond such resources; the authors note themselves that lexical affinity is fragile.",Experiment/Discussion
The method was tested on 20 users?,Experiment/Discussion
"preferences for an email-client, based on user-composed text emails describing short but colorful events.",Experiment/Discussion
"While the users preferred the emotional client, this evaluation does not reveal emotion classification accuracy, nor how well the model generalizes on a large data set.",Experiment/Discussion
"Whereas work on emotion classification fromthe point of view of natural speech and human computer dialogues is fairly extensive, e.g.",Experiment/Discussion
"(Scherer,2003), (Litman and Forbes-Riley, 2004), this appears not to be the case for text-to-speech synthe sis (TTS).",Experiment/Discussion
"A short study by (Sugimoto et al, 2004) addresses sentence-level emotion recognition forJapanese TTS.",Experiment/Discussion
Their model uses a composition as sumption: the emotion of a sentence is a function of the emotional affinity of the words in the sentence.,Experiment/Discussion
They obtain emotional judgements of 73 adjectives and a set of sentences from 15 human subjects andcompute words?,Experiment/Discussion
"emotional strength based on the ra tio of times a word or a sentence was judged to fall into a particular emotion bucket, given the number of human subjects.",Experiment/Discussion
"Additionally, they conducted aninteractive experiment concerning the acoustic ren dering of emotion, using manual tuning of prosodicparameters for Japanese sentences.",Experiment/Discussion
"While the au thors actually address the two fundamental problems of emotional TTS, their approach is impractical and most likely cannot scale up for a real corpus.",Experiment/Discussion
"Again, while lexical items with clear emotional meaning,such as happy or sad, matter, emotion classifica tion probably needs to consider additional inferencemechanisms.",Experiment/Discussion
"Moreover, a na??ve compositional ap proach to emotion recognition is risky due to simplelinguistic facts, such as context-dependent seman tics, domination of words with multiple meanings, and emotional negation.Many NLP problems address attitudinal mean ing distinctions in text, e.g. detecting subjective opinion documents or expressions, e.g.",Experiment/Discussion
"(Wiebe et al, 2004), measuring strength of subjective clauses (Wilson, Wiebe and Hwa, 2004), determining word polarity (Hatzivassiloglou and McKeown, 1997) or texts?",Experiment/Discussion
"attitudinal valence, e.g.",Experiment/Discussion
"(Turney, 2002), (Bai, Padman and Airoldi, 2004), (Beineke, Hastie and Vaithyanathan, 2003), (Mullen and Collier, 2003), (Pang and Lee, 2003).",Experiment/Discussion
"Here, it suffices to say that the targets, the domain, and the intended application differ; our goal is to classify emotional text passagesin children?s stories, and eventually use this information for rendering expressive child-directed sto rytelling in a text-to-speech application.",Experiment/Discussion
"This can be useful, e.g. in therapeutic education of children with communication disorders (van Santen et al, 2003).",Experiment/Discussion
"This part covers the experimental study with a formal problem definition, computational implementa tion, data, features, and a note on parameter tuning.",Experiment/Discussion
4.1 Machine learning model.,Experiment/Discussion
Determining emotion of a linguistic unit can be cast as a multi-class classification problem.,Experiment/Discussion
"Forthe flat case, let T denote the text, and s an em bedded linguistic unit, such as a sentence, where s ? T . Let k be the number of emotion classes E = {em1, em2, .., emk}, where em1 denotes the special case of neutrality, or absence of emotion.",Experiment/Discussion
"The goal is to determine a mapping function f : s ? emi, such that we obtain an ordered labeled pair (s, emi).",Experiment/Discussion
"The mapping is based on F = {f1, f2, .., fn}, where F contains the features derived from the text.",Experiment/Discussion
"Furthermore, if multiple emotion classes can characterize s, then given E?",Experiment/Discussion
"E, the target of the mapping function becomes the ordered pair (s,E?).Finally, as further discussed in section 6, the hierarchical case of label assignment requires a sequen 580tial model that further defines levels of coarse ver sus fine-grained classifiers, as done by (Li and Roth, 2002) for the question classification problem.",Experiment/Discussion
4.2 Implementation.,Experiment/Discussion
"Whereas our goal is to predict finer emotional mean ing distinctions according to emotional categories in speech; in this study, we focus on the basic task of recognizing emotional passages and on determining their valence (i.e. positive versus negative) becausewe currently do not have enough training data to ex plore finer-grained distinctions.",Experiment/Discussion
"The goal here is to get a good understanding of the nature of the TEP problem and explore features which may be useful.We explore two cases of flat classification, using a variation of the Winnow update rule implemented in the SNoW learning architecture (Carl son et al, 1999),1 which learns a linear classifierin feature space, and has been successful in sev eral NLP applications, e.g. semantic role labeling (Koomen, Punyakanok, Roth and Yih, 2005).",Experiment/Discussion
"In the first case, the set of emotion classes E consists of EMOTIONAL versus non-emotional or NEUTRAL, i.e. E = {N,E}.",Experiment/Discussion
"In the second case, E has been incremented with emotional distinctions accordingto the valence, i.e. E = {N,PE,NE}.",Experiment/Discussion
"Experi ments used 10-fold cross-validation, with 90% train and 10% test data.2 4.3 Data.",Experiment/Discussion
"The goal of our current data annotation project is to annotate a corpus of approximately 185 children stories, including Grimms?, H.C. Andersen?s and B.Potter?s stories.",Experiment/Discussion
"So far, the annotation process pro ceeds as follows: annotators work in pairs on the same stories.",Experiment/Discussion
They have been trained separately andwork independently in order to avoid any annota tion bias and get a true understanding of the task difficulty.,Experiment/Discussion
"Each annotator marks the sentence levelwith one of eight primary emotions, see table 1, re flecting an extended set of basic emotions (Ekman, 1993).",Experiment/Discussion
"In order to make the annotation process more focused, emotion is annotated from the point of view of the text, i.e. the feeler in the sentence.",Experiment/Discussion
"While the primary emotions are targets, the sentences are also 1Available from http://l2r.cs.uiuc.edu/?cogcomp/2Experiments were also run for Perceptron, however the re sults are not included.",Experiment/Discussion
"Overall, Perceptron performed worse.",Experiment/Discussion
"marked for other affective contents, i.e. background mood, secondary emotions via intensity, feeler, andtextual cues.",Experiment/Discussion
"Disagreements in annotations are re solved by a second pass of tie-breaking by the first author, who chooses one of the competing labels.",Experiment/Discussion
"Eventually, the completed annotations will be made available.",Experiment/Discussion
"Table 1: Basic emotions used in annotation Abbreviation Emotion class A ANGRY D DISGUSTED F FEARFUL H HAPPY Sa SAD Su+ POSITIVELY SURPRISED Su- NEGATIVELY SURPRISEDEmotion annotation is hard; interannotator agreement currently range at ? = .24 ? .51, with the ra tio of observed annotation overlap ranging between45-64%, depending on annotator pair and stories as signed.",Experiment/Discussion
"This is expected, given the subjective natureof the annotation task.",Experiment/Discussion
"The lack of a clear defini tion for emotion vs. non-emotion is acknowledgedacross the emotion literature, and contributes to dy namic and shifting annotation targets.",Experiment/Discussion
"Indeed, acommon source of confusion is NEUTRAL, i.e. de ciding whether or not a sentence is emotional or non-emotional.",Experiment/Discussion
"Emotion perception also depends on which character?s point-of-view the annotator takes,and on extratextual factors such as annotator?s per sonality or mood.",Experiment/Discussion
"It is possible that by focusing more on the training of annotator pairs, particularlyon joint training, agreement might improve.",Experiment/Discussion
"However, that would also result in a bias, which is prob ably not preferable to actual perception.",Experiment/Discussion
"Moreover,what agreement levels are needed for successful ex pressive TTS remains an empirical question.The current data set consisted of a preliminary an notated and tie-broken data set of 1580 sentence, or 22 Grimms?",Experiment/Discussion
tales.,Experiment/Discussion
The label distribution is in table.,Experiment/Discussion
2.,Experiment/Discussion
NEUTRAL was most frequent with 59.94%..,Experiment/Discussion
Table 2: Percent of annotated labels A D F H 12.34% 0.89% 7.03% 6.77%N SA SU+ SU.,Experiment/Discussion
"59.94% 7.34% 2.59% 3.10% 581 Table 3: % EMOTIONAL vs. NEUTRAL examples E N 40.06% 59.94% Table 4: % POSITIVE vs. NEGATIVE vs. NEUTRAL PE NE N 9.87% 30.19% 59.94% Next, for the purpose of this study, all emotionalclasses, i.e. A, D, F, H, SA, SU+, SU-, were com bined into one emotional superclass E for the firstexperiment, as shown in table 3.",Experiment/Discussion
"For the second experiment, we used two emotional classes, i.e. pos itive versus negative emotions; PE={H, SU+} and NE={A, D, F, SA, SU-}, as seen in table 4.",Experiment/Discussion
4.4 Feature set.,Experiment/Discussion
The feature extraction was written in python.,Experiment/Discussion
"SNoW only requires active features as input, which resulted in a typical feature vector size of around 30 features.The features are listed below.",Experiment/Discussion
"They were imple mented as boolean values, with continuous valuesrepresented by ranges.",Experiment/Discussion
"The ranges generally over lapped, in order to get more generalization coverage.",Experiment/Discussion
1.,Experiment/Discussion
First sentence in story.,Experiment/Discussion
2.,Experiment/Discussion
Conjunctions of selected features (see below).,Experiment/Discussion
3.,Experiment/Discussion
Direct speech (i.e. whole quote) in sentence.,Experiment/Discussion
4.,Experiment/Discussion
Thematic story type (3 top and 15 sub-types).,Experiment/Discussion
7.,Experiment/Discussion
"Sentence length in words (0-1, 2-3, 4-8, 9-15,.",Experiment/Discussion
"16-25, 26-35, >35) 8.",Experiment/Discussion
"Ranges of story progress (5-100%, 15-100%,.",Experiment/Discussion
"80-100%, 90-100%) 9.",Experiment/Discussion
"Percent of JJ, N, V, RB (0%, 1-100%, 50-.",Experiment/Discussion
"100%, 80-100%) 10.",Experiment/Discussion
"V count in sentence, excluding participles (0-1, 0-3, 0-5, 0-7, 0-9, > 9) 11.",Experiment/Discussion
"Positive and negative word counts ( ? 1, ? 2,.",Experiment/Discussion
"3, ? 4, ? 5, ? 6) 12.",Experiment/Discussion
WordNet emotion words.,Experiment/Discussion
13.,Experiment/Discussion
Interjections and affective words.,Experiment/Discussion
14.,Experiment/Discussion
"Content BOW: N, V, JJ, RB words by POS.",Experiment/Discussion
"Feature conjunctions covered pairings of counts of positive and negative words with range of story progress or interjections, respectively.Feature groups 1, 3, 5, 6, 7, 8, 9, 10 and 14 are extracted automatically from the sentences in the sto ries; with the SNoW POS-tagger used for features 9, 10, and 14.",Experiment/Discussion
Group 10 reflects how many verbs are active in a sentence.,Experiment/Discussion
"Together with the quotation and punctuation, verb domination intends to capture the assumption that emotion is often accompanied by increased action and interaction.",Experiment/Discussion
"Feature group 4 is based on Finish scholar Antti Aarne?s classesof folk-tale types according to their informative the matic contents (Aarne, 1964).",Experiment/Discussion
"The current tales have 3 top story types (ANIMAL TALES, ORDINARY FOLK-TALES, and JOKES AND ANECDOTES), and 15 subtypes (e.g. supernatural helpers is a subtype of the ORDINARY FOLK-TALE).",Experiment/Discussion
