col1,col2
"In part of speech tagging by Hidden Markov Model, a statistical model is used to assign grammatical categories to words in a text.",Introduction
Early work in the field relied on a corpus which had been tagged by a human annotator to train the model.,Introduction
"recently, Cutting al. suggest that training can be achieved with a minimal lexicon and a limited amount priori about probabilities, by using an Baum-Welch re-estimation to automatically refine the model.",Introduction
"In this paper, I report two experiments designed to determine how much manual training information is needed.",Introduction
The first experiment suggests that initial biasing of either lexical or transition probabilities is essential to achieve a good accuracy.,Introduction
The second experiment reveals that there are three distinct patterns of Baum-Welch reestimation.,Introduction
"In two of the patterns, the re-estimation ultimately reduces the accuracy of the tagging rather than improving it.",Introduction
The pattern which is applicable can be predicted from the quality of the initial model and the similarity between the tagged training corpus (if any) and the corpus to be tagged.,Introduction
Heuristics for deciding how to use re-estimation in an effective manner are given.,Introduction
"The conclusions are broadly in agreement with those of Merialdo (1994), but give greater detail about the contributions of different parts of the model.",Introduction
1 Background Part-of-speech tagging is the process of assigning grammatical categories to individual words in a corpus.,Introduction
One widely used approach makes use of a statistical technique called a Hidden Markov Model (HMM).,Introduction
"The model is defined by two collections of the probabilities, express the probability that a tag follows the preceding (or two for a second order model); and the the probability that a word has a given tag without regard to words on either side of it.",Introduction
"To tag a text, the tags with non-zero probability are hypothesised for each word, and the most probable sequence of tags given the sequence of words is determined from the probabilities.",Introduction
"Two algorithms are commonly used, known as the Forward-Backward (FB) and Viterbi algorithms.",Introduction
"FB assigns a probability to every tag on every word, while Viterbi prunes tags which cannot be chosen because their probability is lower than the ones of competing hypotheses, with a corresponding gain in computational ef",Introduction
Part-of-speech tagging is the process of assigning grammatical categories to individual words in a corpus.,Experiment/Discussion
One widely used approach makes use of a statistical technique called a Hidden Markov Model (HMM).,Experiment/Discussion
"The model is defined by two collections of parameters: the transition probabilities, which express the probability that a tag follows the preceding one (or two for a second order model); and the lexical probabilities, giving the probability that a word has a given tag without regard to words on either side of it.",Experiment/Discussion
"To tag a text, the tags with non-zero probability are hypothesised for each word, and the most probable sequence of tags given the sequence of words is determined from the probabilities.",Experiment/Discussion
"Two algorithms are commonly used, known as the Forward-Backward (FB) and Viterbi algorithms.",Experiment/Discussion
"FB assigns a probability to every tag on every word, while Viterbi prunes tags which cannot be chosen because their probability is lower than the ones of competing hypotheses, with a corresponding gain in computational efficiency.",Experiment/Discussion
"For an introduction to the algorithms, see Cutting et at.",Experiment/Discussion
"(1992), or the lucid description by Sharman (1990).",Experiment/Discussion
There are two principal sources for the parameters of the model.,Experiment/Discussion
"If a tagged corpus prepared by a human annotator is available, the transition and lexical probabilities can be estimated from the frequencies of pairs of tags and of tags associated with words.",Experiment/Discussion
"Alternatively, a procedure called BaumWelch (BW) re-estimation may be used, in which an untagged corpus is passed through the FB algorithm with some initial model, and the resulting probabilities used to determine new values for the lexical and transition probabilities.",Experiment/Discussion
