col1,col2
Systems that automatically discover semantic classes have emerged in part to address the limitations of broad-coverage lexical resources such as WordNet and Cyc.,Introduction
The current state of the art discovers many semantic classes but fails to label their concepts.,Introduction
We propose an algorithm labeling semantic and for leveraging them to extract relationships using a top-down approach.,Introduction
The natural language literature is rich in theories of semantics (Barwise and Perry 1985; Schank and Abelson 1977).,Experiment/Discussion
"However, WordNet (Miller 1990) and Cyc (Lenat 1995) aside, the community has had little success in actually building large semantic repositories.",Experiment/Discussion
"Such broad-coverage lexical resources are extremely useful in applications such as word sense disambiguation (Leacock, Chodorow and Miller 1998) and question answering (Pasca and Harabagiu 2001).",Experiment/Discussion
Current manually constructed ontologies such as WordNet and Cyc have important limitations.,Experiment/Discussion
"First, they often contain rare senses.",Experiment/Discussion
"For example, WordNet includes a rare sense of computer that means `the person who computes'.",Experiment/Discussion
"Using WordNet to expand queries to an information retrieval system, the expansion of computer will include words like estimator and reckoner.",Experiment/Discussion
"Also, the words dog, computer and company all have a sense that is a hyponym of person.",Experiment/Discussion
Such rare senses make it difficult for a coreference resolution system to use WordNet to enforce the constraint that personal pronouns (e.g. he or she) must refer to a person.,Experiment/Discussion
The second problem with these lexicons is that they miss many domain specific senses.,Experiment/Discussion
"For example, WordNet misses the user-interface-object sense of the word dialog (as often used in software manuals).",Experiment/Discussion
WordNet also contains a very poor coverage of proper nouns.,Experiment/Discussion
There is a need for (semi-) automatic approaches to building and extending ontologies as well as for validating the structure and content of existing ones.,Experiment/Discussion
"With the advent of the Web, we have access to enormous amounts of text.",Experiment/Discussion
The future of ontology growing lies in leveraging this data by harvesting it for concepts and semantic relationships.,Experiment/Discussion
"Moreover, once such knowledge is discovered, mechanisms must be in place to enrich current ontologies with this new knowledge.",Experiment/Discussion
"To address some of the coverage and specificity problems in WordNet and Cyc, Pantel and Lin (2002) proposed and algorithm, called CBC, for automatically extracting semantic classes.",Experiment/Discussion
Their classes consist of clustered instances like the three shown below: A limitation of these concepts is that CBC does not discover their actual names.,Experiment/Discussion
"That is, CBC discovers a semantic class of Canadian provinces such as Manitoba, Alberta, and Ontario, but stops short of labeling the concept as Canadian Provinces.",Experiment/Discussion
Some applications such as question answering would benefit from class labels.,Experiment/Discussion
