col1,col2
We present a system for the semantic role la beling task.,Introduction
The system combines a machine learning technique with an inference procedurebased on integer linear programming that supports the incorporation of linguistic and struc tural constraints into the decision process.,Introduction
Thesystem is tested on the data provided in CoNLL 2004 shared task on semantic role labeling and achieves very competitive results.,Introduction
"Semantic parsing of sentences is believed to be animportant task toward natural language understand ing, and has immediate applications in tasks such information extraction and question answering.",Experiment/Discussion
We study semantic role labeling(SRL).,Experiment/Discussion
"For each verb in a sentence, the goal is to identify all constituents that fill a semantic role, and to determine their roles,such as Agent, Patient or Instrument, and their ad juncts, such as Locative, Temporal or Manner.",Experiment/Discussion
"The PropBank project (Kingsbury and Palmer, 2002) provides a large human-annotated corpus of semantic verb-argument relations.",Experiment/Discussion
"Specifically, we use the data provided in the CoNLL-2004 shared task of semantic-role labeling (Carreras and Ma`rquez, 2003) which consists of a portion of thePropBank corpus, allowing us to compare the per formance of our approach with other systems.",Experiment/Discussion
"Previous approaches to the SRL task have madeuse of a full syntactic parse of the sentence in or der to define argument boundaries and to determine the role labels (Gildea and Palmer, 2002; Chen and Rambow, 2003; Gildea and Hockenmaier, 2003;Pradhan et al, 2003; Pradhan et al, 2004; Sur deanu et al, 2003).",Experiment/Discussion
"In this work, following the CoNLL-2004 shared task definition, we assume thatthe SRL system takes as input only partial syn tactic information, and no external lexico-semantic knowledge bases.",Experiment/Discussion
"Specifically, we assume as input resources a part-of-speech tagger, a shallow parser that can process the input to the level of basedchunks and clauses (Tjong Kim Sang and Buch holz, 2000; Tjong Kim Sang and De?jean, 2001), and a named-entity recognizer (Tjong Kim Sang and De Meulder, 2003).",Experiment/Discussion
We do not assume a full parse as input.,Experiment/Discussion
"SRL is a difficult task, and one cannot expecthigh levels of performance from either purely man ual classifiers or purely learned classifiers.",Experiment/Discussion
"Rather, supplemental linguistic information must be used to support and correct a learning system.",Experiment/Discussion
"So far,machine learning approaches to SRL have incorpo rated linguistic information only implicitly, via theclassifiers?",Experiment/Discussion
features.,Experiment/Discussion
The key innovation in our ap proach is the development of a principled method tocombine machine learning techniques with linguistic and structural constraints by explicitly incorpo rating inference into the decision process.,Experiment/Discussion
"In the machine learning part, the system we present here is composed of two phases.",Experiment/Discussion
"First, a set of argument candidates is produced using twolearned classifiers?one to discover beginning po sitions and one to discover end positions of each argument type.",Experiment/Discussion
"Hopefully, this phase discovers a small superset of all arguments in the sentence (foreach verb).",Experiment/Discussion
"In a second learning phase, the candi date arguments from the first phase are re-scored using a classifier designed to determine argument type, given a candidate argument.Unfortunately, it is difficult to utilize global prop erties of the sentence into the learning phases.However, the inference level it is possible to incorporate the fact that the set of possible rolelabelings is restricted by both structural and lin guistic constraints?for example, arguments cannotstructurally overlap, or, given a predicate, some ar gument structures are illegal.",Experiment/Discussion
The overall decision problem must produce an outcome that consistent with these constraints.,Experiment/Discussion
"We encode the constraints aslinear inequalities, and use integer linear programming(ILP) as an inference procedure to make a final decision that is both consistent with the con straints and most likely according to the learningsystem.",Experiment/Discussion
"Although ILP is generally a computationally hard problem, there are efficient implementations that can run on thousands of variables and constraints.",Experiment/Discussion
"In our experiments, we used the commer cial ILP package (Xpress-MP, 2003), and were able to process roughly twenty sentences per second.",Experiment/Discussion
The goal of the semantic-role labeling task is to dis cover the verb-argument structure for a given input sentence.,Experiment/Discussion
"For example, given a sentence ? I left my pearls to my daughter-in-law in my will?, the goal is to identify different arguments of the verb left which yields the output:[A0 I] [V left ] [A1 my pearls] [A2 to my daughter in-law] [AM-LOC in my will].",Experiment/Discussion
"Here A0 represents the leaver, A1 represents the thing left, A2 represents the benefactor, AM-LOC is an adjunct indicating the location of the action, and V determines the verb.",Experiment/Discussion
"Following the definition of the PropBank, and CoNLL-2004 shared task, there are six different types of arguments labelled as A0-A5 and AA.",Experiment/Discussion
These labels have different semantics for each verbas specified in the PropBank Frame files.,Experiment/Discussion
"In addi tion, there are also 13 types of adjuncts labelled as AM-XXX where XXX specifies the adjunct type.In some cases, an argument may span over differ ent parts of a sentence, the label C-XXX is used to specify the continuity of the arguments, as shown in the example below.",Experiment/Discussion
"[A1 The pearls] , [A0 I] [V said] , [C-A1 were left to my daughter-in-law].",Experiment/Discussion
"Moreover in some cases, an argument might be a relative pronoun that in fact refers to the actual agentoutside the clause.",Experiment/Discussion
"In this case, the actual agent is la beled as the appropriate argument type, XXX, while the relative pronoun is instead labeled as R-XXX.",Experiment/Discussion
"For example, [A1 The pearls] [R-A1 which] [A0 I] [V left] , [A2 to my daughter-in-law] are fake.",Experiment/Discussion
See the details of the definition in Kingsbury and Palmer (2002) and Carreras and Ma`rquez (2003).,Experiment/Discussion
Our semantic role labeling system consists of two phases.,Experiment/Discussion
The first phase finds a subset of arguments from all possible candidates.,Experiment/Discussion
"The goal here is tofilter out as many as possible false argument candidates, while still maintaining high recall.",Experiment/Discussion
The sec ond phase focuses on identifying the types of thoseargument candidates.,Experiment/Discussion
"Since the number of candi dates is much fewer, the second phase is able to use slightly complicated features to facilitate learning a better classifier.",Experiment/Discussion
This section first introduces the learning system we use and then describes how we learn the classifiers in these two phases.,Experiment/Discussion
