col1,col2
This paper proposes a tree kernel with contextsensitive structured parse tree information for re lation extraction.,{}
It resolves two critical problems in previous tree kernels for relation extraction in two ways.,{}
"First, it automatically determines a dynamic context-sensitive tree span for relation ex traction by extending the widely-used Shortest Path-enclosed Tree (SPT) to include necessary context information outside SPT.",{}
"Second, it pro poses a context-sensitive convolution tree kernel, which enumerates both context-free and context sensitive sub-trees by considering their ancestor node paths as their contexts.",{}
"Moreover, this paper evaluates the complementary nature between our tree kernel and a state-of-the-art linear kernel.",{}
Evaluation on the ACE RDC corpora shows that our dynamic context-sensitive tree span is much more suitable for relation extraction than SPT and our tree kernel outperforms the state-of-the-art Collins and Duffy?s convolution tree kernel.,{}
"It also shows that our tree kernel achieves much bet ter performance than the state-of-the-art linear kernels . Finally, it shows that feature-based and tree kernel-based methods much complement each other and the composite kernel can well integrate both flat and structured features.",{}
Relation extraction is to find various predefined se mantic relations between pairs of entities in text.,"{'title': 'Introduction', 'number': '1'}"
"The research in relation extraction has been promoted by the Message Understanding Conferences (MUCs) (MUC, 1987-1998) and the NIST Automatic Content Extraction (ACE) program (ACE, 2002-2005).","{'title': 'Introduction', 'number': '1'}"
"Ac cording to the ACE Program, an entity is an object or a set of objects in the world and a relation is an explicitly or implicitly stated relationship among enti ties.","{'title': 'Introduction', 'number': '1'}"
"For example, the sentence ?Bill Gates is the chairman and chief software architect of Microsoft Corporation.?","{'title': 'Introduction', 'number': '1'}"
conveys the ACE-style relation ?EMPLOYMENT.exec?,"{'title': 'Introduction', 'number': '1'}"
between the entities ?Bill Gates?,"{'title': 'Introduction', 'number': '1'}"
(person name) and ?Microsoft Corporation?,"{'title': 'Introduction', 'number': '1'}"
(organization name).,"{'title': 'Introduction', 'number': '1'}"
"Extraction of semantic relations between entities can be very useful in many applica tions such as question answering, e.g. to answer the query ?Who is the president of the United States??, and information retrieval, e.g. to expand the query ?George W. Bush?","{'title': 'Introduction', 'number': '1'}"
with ?the president of the United States?,"{'title': 'Introduction', 'number': '1'}"
via his relationship with ?the United States?.,"{'title': 'Introduction', 'number': '1'}"
Many researches have been done in relation extraction.,"{'title': 'Introduction', 'number': '1'}"
"Among them, feature-based methods (Kamb hatla 2004; Zhou et al, 2005) achieve certain success by employing a large amount of diverse linguistic features, varying from lexical knowledge, entityrelated information to syntactic parse trees, depend ency trees and semantic information.","{'title': 'Introduction', 'number': '1'}"
"However, it is difficult for them to effectively capture structured parse tree information (Zhou et al2005), which is critical for further performance improvement in rela tion extraction.","{'title': 'Introduction', 'number': '1'}"
"As an alternative to feature-based methods, tree kernel-based methods provide an elegant solution to explore implicitly structured features by directly computing the similarity between two trees.","{'title': 'Introduction', 'number': '1'}"
"Although earlier researches (Zelenko et al2003; Culotta and Sorensen 2004; Bunescu and Mooney 2005a) only achieve success on simple tasks and fail on complex tasks, such as the ACE RDC task, tree kernel-based methods achieve much progress recently.","{'title': 'Introduction', 'number': '1'}"
"As the state-of-the-art, Zhang et al(2006) applied the convo lution tree kernel (Collins and Duffy 2001) and achieved comparable performance with a state-of-the art linear kernel (Zhou et al2005) on the 5 relation types in the ACE RDC 2003 corpus.","{'title': 'Introduction', 'number': '1'}"
"However, there are two problems in Collins and Duffy?s convolution tree kernel for relation extraction.","{'title': 'Introduction', 'number': '1'}"
The first is that the sub-trees enumerated in the tree kernel computation are context-free.,"{'title': 'Introduction', 'number': '1'}"
"That is, each sub-tree enumerated in the tree kernel computation 728 does not consider the context information outside the sub-tree.","{'title': 'Introduction', 'number': '1'}"
The second is to decide a proper tree span in relation extraction.,"{'title': 'Introduction', 'number': '1'}"
"Zhang et al(2006) explored five tree spans in relation extraction and it was a bit sur prising to find that the Shortest Path-enclosed Tree (SPT, i.e. the sub-tree enclosed by the shortest path linking two involved entities in the parse tree) performed best.","{'title': 'Introduction', 'number': '1'}"
This is contrast to our intuition.,"{'title': 'Introduction', 'number': '1'}"
"For ex ample, ?got married?","{'title': 'Introduction', 'number': '1'}"
is critical to determine the relationship between ?John?,"{'title': 'Introduction', 'number': '1'}"
and ?Mary?,"{'title': 'Introduction', 'number': '1'}"
in the sen tence ?John and Mary got married?,"{'title': 'Introduction', 'number': '1'}"
as shown in Figure 1(e).,"{'title': 'Introduction', 'number': '1'}"
It is obvious that the information con tained in SPT (?John and Marry?),"{'title': 'Introduction', 'number': '1'}"
is not enough to determine their relationship.,"{'title': 'Introduction', 'number': '1'}"
This paper proposes a context-sensitive convolu tion tree kernel for relation extraction to resolve the above two problems.,"{'title': 'Introduction', 'number': '1'}"
It first automatically determines a dynamic context-sensitive tree span for relation ex traction by extending the Shortest Path-enclosed Tree (SPT) to include necessary context information outside SPT.,"{'title': 'Introduction', 'number': '1'}"
"Then it proposes a context-sensitive convolution tree kernel, whic h not only enumerates context free sub-trees but also context-sensitive sub-trees by considering their ancestor node paths as their contexts.","{'title': 'Introduction', 'number': '1'}"
"Moreover, this paper evaluates the complementary nature of different linear kernels and tree kernels via a composite kernel.","{'title': 'Introduction', 'number': '1'}"
The layout of this paper is as follows.,"{'title': 'Introduction', 'number': '1'}"
"In Section 2, we review related work in more details.","{'title': 'Introduction', 'number': '1'}"
"Then, the dynamic context-sensitive tree span and the contextsensitive convolution tree kernel are proposed in Sec tion 3 while Section 4 shows the experimental results.","{'title': 'Introduction', 'number': '1'}"
"Finally, we conclude our work in Sec tion 5.","{'title': 'Introduction', 'number': '1'}"
The relation extraction task was first introduced as part of the Template Element task in MUC6 and then formulated as the Template Relation task in MUC7.,"{'title': 'Related Work. ', 'number': '2'}"
"Since then, many methods, such as feature-based (Kambhatla 2004; Zhou et al2005, 2006), tree ker nel-based (Zelenko et al2003; Culotta and Sorensen 2004; Bunescu and Mooney 2005a; Zhang et al2006) and composite kernel-based (Zhao and Gris hman 2005; Zhang et al2006), have been proposed in lit erature.","{'title': 'Related Work. ', 'number': '2'}"
