col1,col2
In this paper we describe a methodologyfor detecting preposition errors in the writ ing of non-native English speakers.,Introduction
Our system performs at 84% precision andclose to 19% recall on a large set of stu dent essays.,Introduction
"In addition, we address the problem of annotation and evaluation inthis domain by showing how current ap proaches of using only one rater can skew system evaluation.",Introduction
We present a sampling approach to circumvent some of the issuesthat complicate evaluation of error detec tion systems.,Introduction
"The long-term goal of our work is to develop asystem which detects errors in grammar and us age so that appropriate feedback can be given to non-native English writers, a large and growing segment of the world?s population.",Experiment/Discussion
Estimates arethat in China alone as many as 300 million people are currently studying English as a second lan guage (ESL).,Experiment/Discussion
Usage errors involving prepositions are among the most common types seen in thewriting of non-native English speakers.,Experiment/Discussion
"For ex ample, (Izumi et al, 2003) reported error rates for English prepositions that were as high as 10% ina Japanese learner corpus.",Experiment/Discussion
"Errors can involve incorrect selection (?we arrived to the station?), ex traneous use (?he went to outside?), and omission (?we are fond null beer?).",Experiment/Discussion
What is responsiblefor making preposition usage so difficult for non native speakers?,Experiment/Discussion
c ? 2008.,Experiment/Discussion
Licensed under the Creative CommonsAttribution-Noncommercial-Share Alike 3.0 Unported li cense (http://creativecommons.org/licenses/by-nc-sa/3.0/).,Experiment/Discussion
Some rights reserved.,Experiment/Discussion
At least part of the difficulty seems to be due tothe great variety of linguistic functions that prepositions serve.,Experiment/Discussion
"When a preposition marks the argument of a predicate, such as a verb, an adjective, or a noun, preposition selection is con strained by the argument role that it marks, thenoun which fills that role, and the particular predi cate.",Experiment/Discussion
"Many English verbs also display alternations (Levin, 1993) in which an argument is sometimes marked by a preposition and sometimes not (e.g., ?They loaded the wagon with hay?",Experiment/Discussion
/ ?They loaded hay on the wagon?).,Experiment/Discussion
"When prepositions introduceadjuncts, such as those of time or manner, selec tion is constrained by the object of the preposition (?at length?, ?in time?, ?with haste?).",Experiment/Discussion
"Finally, the selection of a preposition for a given context also depends upon the intended meaning of the writer (?we sat at the beach?, ?on the beach?, ?near the beach?, ?by the beach?).",Experiment/Discussion
"With so many sources of variation in Englishpreposition usage, we wondered if the task of se lecting a preposition for a given context might prove challenging even for native speakers.",Experiment/Discussion
"To investigate this possibility, we randomly selected200 sentences from Microsoft?s Encarta Encyclopedia, and, in each sentence, we replaced a ran domly selected preposition with a blank line.",Experiment/Discussion
"We then asked two native English speakers to perform a cloze task by filling in the blank with the best preposition, given the context provided by the rest of the sentence.",Experiment/Discussion
"Our results showed only about75% agreement between the two raters, and be tween each of our raters and Encarta.The presence of so much variability in prepo sition function and usage makes the task of thelearner a daunting one.",Experiment/Discussion
It also poses special chal lenges for developing and evaluating an NLP error detection system.,Experiment/Discussion
This paper addresses both the 865 development and evaluation of such a system.,Experiment/Discussion
"First, we describe a machine learning system that detects preposition errors in essays of ESL writers.",Experiment/Discussion
"To date there have been relatively few attempts to address preposition error detection,though the sister task of detecting determiner errors has been the focus of more research.",Experiment/Discussion
Our system performs comparably with other leading sys tems.,Experiment/Discussion
"We extend our previous work (Chodorow etal., 2007) by experimenting with combination fea tures, as well as features derived from the Google N-Gram corpus and Comlex (Grishman et al, 1994).Second, we discuss drawbacks in current meth ods of annotating ESL data and evaluating errordetection systems, which are not limited to prepo sition errors.",Experiment/Discussion
"While the need for annotation by multiple raters has been well established in NLP tasks (Carletta, 1996), most previous work in error detection has surprisingly relied on only one raterto either create an annotated corpus of learner errors, or to check the system?s output.",Experiment/Discussion
"Some grammatical errors, such as number disagreement be tween subject and verb, no doubt show very highreliability, but others, such as usage errors involv ing prepositions or determiners are likely to be much less reliable.",Experiment/Discussion
"Our results show that relyingon one rater for system evaluation can be problem atic, and we provide a sampling approach which can facilitate using multiple raters for this task.",Experiment/Discussion
"In the next section, we describe a system that automatically detects errors involving incorrect preposition selection (?We arrived to the station?)",Experiment/Discussion
and extraneous preposition usage (?He went to outside?).,Experiment/Discussion
"In sections 3 and 4, we discuss theproblem of relying on only one rater for exhaus tive annotation and show how multiple raters can be used more efficiently with a sampling approach.Finally, in section 5 we present an analysis of com mon preposition errors that non-native speakers make.",Experiment/Discussion
2.1 Model.,Experiment/Discussion
"We have used a Maximum Entropy (ME) classi fier (Ratnaparkhi, 1998) to build a model of correctpreposition usage for 34 common English prepo sitions.",Experiment/Discussion
The classifier was trained on 7 million preposition contexts extracted from parts of the MetaMetrics Lexile corpus that contain textbooks and other materials for high school students.,Experiment/Discussion
"Each context was represented by 25 features consisting of the words and part-of-speech (POS) tags found in a local window of +/- two positions around the preposition, plus the head verb of the preceding verb phrase (PV), the head noun of the precedingnoun phrase (PN), and the head noun of the following noun phrase (FH), among others.",Experiment/Discussion
