col1,col2
"In this paper, we describe a means for automatically building very large neural networks (VLNNs) from definition texts in machine-readable dictionaries, and demonslrate he use of these networks for word sense disambiguation.",Introduction
"Our method brings together two earlier, independent approaches to word sense disambiguation: the use of machine-readable dictionaries and spreading and activation models.",Introduction
"The automatic construction of VLNNs enables real-size xperiments with neural networks for natural language processing, which in turn provides insight into their behavior and design and can lead to possible improvements.",Introduction
"Automated language understanding requires the determination f the concept which a given use of a word represents, a process referred to as word sense disambiguation (WSD).",Experiment/Discussion
"WSD is typically effected in natural llanguage processing systems by utilizing semantic teature lists for each word in the system's lexicon, together with restriction mechanisms such as case role selection.",Experiment/Discussion
"However, it is often impractical to manually encode such information, especially for generalized text where the variety and meaning of words is potentially unrestricted.",Experiment/Discussion
"Furthermore, restriction mechanisms usually operate within a single sentence~ and thus the broader context cannot assist in the disambiguation process.",Experiment/Discussion
"in this paper, we describe a means tor automatically building Very Large Neural Networks (VLNNs) from definition texts in machine-readable dictionaries, and denmnstrate he use of these networks for WSD.",Experiment/Discussion
"Our method brings together two earlier, independent approaches to WSD: the use of machine-readable dictionaries and spreading and activation models.",Experiment/Discussion
"The automatic onstruction of VLNNs enables real-size experiments with neural networks, which in turn The authors would like to acknowledge the contributions of St~phanc tlari6 and Gavin Huntlcy to the work presented in this paper.",Experiment/Discussion
provides insight into their behavior and design and can lead to possible improvements.,Experiment/Discussion
2.1.,Experiment/Discussion
Machine-readable dictionaries Jbr WSD.,Experiment/Discussion
"There have been several attempts to exploit the information in maclfine-readable versions of everyday dictionaries ( ee, tor instance, Amsler, 1980; Calzolari, 1984; Chodorow, Byrd and Heidorn, 1985; Markowitz, Ahlswede and Evens, 1986; Byrd et al, 1987; V&onis, Ide and Wurbel, 1989), in which an enormous amount of lexical and semantic knowledge is already ""encoded"".",Experiment/Discussion
"Such information is not systematic or even complete, and its extraction from machine- readable dictionaries is not always straightforward.",Experiment/Discussion
"However, it has been shown that even in its base form, information from machine-readable dictionaries can be used, for example, to assist in the disambiguation f prepositional phrase attachment (Jensen and Bluet, 1987), or to find subject domains in texts (Walker and Amsler, 1986).",Experiment/Discussion
"The most general and well-known attempt to utilize information i machine-readable dictionaries for WSD is that of Lesk (1986), which computes the degree of overlap--that is, number of shared words--in definition texts of words that appear in a ten-word window of 1 389 context.",Experiment/Discussion
The sense of a word with the greatest number of overlaps with senses of other words in the window is chosen as the correct one.,Experiment/Discussion
"For example, consider the definitions of pen and sheep from the Collins English Dictionary, the dictionary used in our experiments, in figure 1.",Experiment/Discussion
"Figure 1: Definitions of PEN, SHEEP, GOAT and PAGE in the Collins English Dictionary pen 1 1.",Experiment/Discussion
"an implement for writing or drawing using ink, formerly consisting of a sharpened and split quill, and now of a metal nib attached to a holder.",Experiment/Discussion
2.,Experiment/Discussion
the writing end of such an implement; nib.,Experiment/Discussion
3.,Experiment/Discussion
style of writing.,Experiment/Discussion
4.,Experiment/Discussion
the pen.,Experiment/Discussion
"a. writing as an occupation, b. the written word.",Experiment/Discussion
"5, the long horny internal shell of a squid.",Experiment/Discussion
6.,Experiment/Discussion
to write or compose.,Experiment/Discussion
pen 2 1.,Experiment/Discussion
an enclosure in which domestic animals are kept.,Experiment/Discussion
2.any place of confinement.,Experiment/Discussion
3.,Experiment/Discussion
a dock for servicing submarines.,Experiment/Discussion
4.,Experiment/Discussion
to enclose or keep in a pen.,Experiment/Discussion
pen 3 short for penitentiary.,Experiment/Discussion
pen 4 a female swan.,Experiment/Discussion
"sheep L any of various bovid mammals of the genus O~is and related genera having transversely ribbed horns and a narrow face, There are many breeds of domestic sheep, raised for their wool and for meat.",Experiment/Discussion
2.,Experiment/Discussion
:Barbary sheep.,Experiment/Discussion
3.,Experiment/Discussion
a meek or timid person.,Experiment/Discussion
4.,Experiment/Discussion
"separate the sheep from the goats, to pick out the members of any group who are superior in some respects.",Experiment/Discussion
goat 1.,Experiment/Discussion
"any sure-footed agile bovid mammal of the genus Capra, naturally inhabiting rough stony ground in Europe, Asia, and N Africa, typically having a brown-grey colouring and a beard.",Experiment/Discussion
"Domesticated varieties (C. hircus) are reared for milk, meat, and wool.",Experiment/Discussion
3.,Experiment/Discussion
a lecherous man. 4.,Experiment/Discussion
a bad or inferior member of any group 6.,Experiment/Discussion
act (or play) the (giddy) goat.,Experiment/Discussion
to fool around.,Experiment/Discussion
7.,Experiment/Discussion
get (someone's) goat.,Experiment/Discussion
to cause annoyance to (someone) page I 1.,Experiment/Discussion
"one side of one of the leaves of a book, newspaper, letter, etc. or the written or printed matter it bears.",Experiment/Discussion
2.,Experiment/Discussion
such a leaf considered as a unit 3.,Experiment/Discussion
"an episode, phase, or period 4.",Experiment/Discussion
Printing.,Experiment/Discussion
the type as set up for printing a page.,Experiment/Discussion
6.,Experiment/Discussion
"to look through (a book, report, etc.); leaf through.",Experiment/Discussion
page 2 1.,Experiment/Discussion
"a boy employed to run errands, carry messages, etc., for the guests in a hotel, club, etc. 2.",Experiment/Discussion
a youth in attendance at official functions or ceremonies.,Experiment/Discussion
3.,Experiment/Discussion
"a. a boy in training for knighthood in personal attendance on a knight, b. a youth in the personal service of a person of rank.",Experiment/Discussion
4.,Experiment/Discussion
an attendant at Congress or other legislative body.,Experiment/Discussion
5.,Experiment/Discussion
"a boy or girl employed in the debating chamber of the house of Commons, the Senate, or a legislative assembly to carry messages for members.",Experiment/Discussion
6.,Experiment/Discussion
to call out the name of (a person).,Experiment/Discussion
7.,Experiment/Discussion
"to call (a person) by an electronic device, such as bleep, g. to act as a page to or attend as a page.",Experiment/Discussion
"If these two words appear together in context, the appropriate senses of pen (2.1: ""enclosure"") and sheep (1: ""mammal"") will be chosen because the definitions of these two senses have the word domestic in common.",Experiment/Discussion
"However, with one word as a basis, the relation is tenuous and wholly dependent upon a particular dictionary's wording.",Experiment/Discussion
The method also fails to take into account less immediate r lationships between words.,Experiment/Discussion
"As a result, it will not determine the correct sense of pen in the context of goat.",Experiment/Discussion
"The correct sense of pen (2.1: enclosure ) and the correct sense of goat (1: mammal ) do not share any words in common in their definitions in the Collins English Dictionary; however, a strategy 390 which takes into account a longer path through definitions will find that animal is in the definition of pen 2.1, each of mammal and animal appear in the definition of the other, and mammal is in the definition of goat 1.",Experiment/Discussion
"Similarly, Lesk's method would also be unable to determine the correct sense of pen (1.1: writing utensil ) in the context of page, because seven of the thirteen senses of pen have the same number of overlaps with senses of page.",Experiment/Discussion
"Six of the senses of pen share only the word write with the correct sense of page (1.1: ""leaf of a book"").",Experiment/Discussion
"However, pen 1.1 also contains words such as draw and ink, and page 1.1 contains book, newspaper, letter, and print.",Experiment/Discussion
These other words are heavily interconnected in a complex network which cannot be discovered by simply counting overlaps.,Experiment/Discussion
"Wilks et al (forthcoming) build on Lesk's method by computing the degree of overlap for related word-sets constructed using co-occurrence data from definition texts, but their method suffers from the same problems, in addition to combinatorial problems thai prevent disambiguating more than one word at a time.",Experiment/Discussion
2.2.,Experiment/Discussion
Neural networks for WSD.,Experiment/Discussion
"Neural network approaches to WSD have been suggested (Cottrell and Small, 1983; Waltz and Pollack, 1985).",Experiment/Discussion
"These models consist of networks in which the nodes (""neurons"") represent words or concepts, connected by ""activatory"" links: the words activate the concepts to which they are semantically related, and vice versa.",Experiment/Discussion
"In addition, ""lateral"" inhibitory links usually interconnect competing senses of a given word.",Experiment/Discussion
"Initially, the nodes corresponding tothe words in the sentence to be analyzed are activated.",Experiment/Discussion
"These words activate their neighbors in the next cycle in turn, these neighbors activate their immediate neighbors, and so on.",Experiment/Discussion
"After a number of cycles, the network stabilizes in a state in which one sense for each input word is more activated than the others, using a parallel, analog, relaxation process.",Experiment/Discussion
Neural network approaches to WSD seem able to capture most of what cannot be handled by overlap strategies such as Lesk's.,Experiment/Discussion
"However, the networks used in experiments o far are hand-coded and thus necessarily very small (at most, a few dozen words and concepts).",Experiment/Discussion
"Due to a lack of real-size data, it is not clear that he same neural net models will scale up for realistic application.",Experiment/Discussion
"Further, some approaches rely on ""context- setting"" nodes to prime particular word senses in order to force 1the correct interpretation?",Experiment/Discussion
"But as Waltz and Pollack point out, it is possible that such words (e.g., writing in the context of pen ) are not explicitly present in the text under analysis, but may be inferred by the reader from the presence of other, related words (e.g., page, book, inkwell, etc.).",Experiment/Discussion
"To solve this problem, words in such networks have been represented by sets of semantic ""microfeatures"" (Waltz and Pollack, 1985; Bookman, 1987) which correspond to fundamental semantic distinctions (animate/inanimate, edible/ inedible, threatening/safe, etc.), characteristic duration of events (second, minute, hour, day, etc.), locations (city, country, continent, etc.), and other similar distinctions that humans typically make about situations in the world.",Experiment/Discussion
"To be comprehensive, the authors uggest that these features must number in the thousands.",Experiment/Discussion
"Each concept iin the network is linked, via bidirectional activatory or inhibitory links, to only a subset of the complete microfeature s t. A given concept theoretically shares everal microfeatures with concepts to which it is closely related, and will therefore activate the nodes corresponding to closely related concepts when it is activated :itself.",Experiment/Discussion
"ttowever, such schemes are problematic due to the difficulties of designing an appropriate set of microfeatures, which in essence consists of designing semantic primitives.",Experiment/Discussion
"This becomes clear when one exmnines the sample microfeatures given by Waltz ~md Pollack: they specify micro.f carfares uch as CASINO and CANYON, but it is obviously questionable whether such concepts constitute fundamental semantic distinctions.",Experiment/Discussion
"More practically, it is simply difficult to imagine how vectors of several thousands of microfeamrcs for each one of the lens of thousands of words and hundreds of thousands of senses can be realistically encoded by hand.",Experiment/Discussion
"Our approach to WSD takes advantage of both strategies outlined above, but enables us to address solutions to their shortcomings.",Results/Conclusion
"This work has been carried out in tile context of a joint project of Vassar College and the Groupe Reprdsentation et Traitement des Connaissances of the Centre National de la Recherche Scientifique (CNRS), which is concerned with the construction and exploitation of a large lexical data base of English and French.",Results/Conclusion
"At present, the Vassar/CNRS data base includes, through the courtesy of several editors and research institutions, several English and French dictionaries (the Collins English Dictionary, the Oxford Advanced Learner's Dictionary, the COBUILD Dictionary, the Longman) Dictionary of Contemporary English, theWebster's 9th Dictionary, and the ZYZOMYS CD-ROM dictionary from Hachette Publishers) as well as several other lexical and textual materials (the Brown Corpus of American English, the CNRS BDLex data base, the MRC Psycholinguistic Data Base, etc.).",Results/Conclusion
We build VLNNs utilizing definitions in the Collins English Dictionary.,Results/Conclusion
"Like Lesk and Wilks, we assume that there are significant semantic relations between a word and the words used to define it.",Results/Conclusion
The connections in the network reflect these relations.,Results/Conclusion
"All of the knowledge represented in the network is automatically generated from a machine-readable dictionary, and therefore no hand coding is required.",Results/Conclusion
