col1,col2
Distributions of the senses of words are often highly skewed.,{}
This fact is exploitedby word sense disambiguation (WSD) sys tems which back off to the predominant sense of a word when contextual clues arenot strong enough.,{}
"The domain of a doc ument has a strong influence on the sensedistribution of words, but it is not feasi ble to produce large manually annotated corpora for every domain of interest.",{}
"In this paper we describe the construction of three sense annotated corpora in different domains for a sample of English words.We apply an existing method for acquiring predominant sense information automatically from raw text, and for our sam ple demonstrate that (1) acquiring suchinformation automatically from a mixeddomain corpus is more accurate than de riving it from SemCor, and (2) acquiringit automatically from text in the same do main as the target domain performs best by a large margin.",{}
"We also show that for an all words WSD task this automatic method is best focussed on words that are salient to the domain, and on words with a different acquired predominant sense in that domain compared to that acquired from a balanced corpus.",{}
"From analysis of manually sense tagged corpora, Kilgarriff (2004) has demonstrated that distributions of the senses of words are often highly skewed.","{'title': 'Introduction', 'number': '1'}"
"Most researchers working on word sense disambiguation(WSD) use manually sense tagged data such as SemCor (Miller et al, 1993) to train statistical classi fiers, but also use the information in SemCor on theoverall sense distribution for each word as a back off model.","{'title': 'Introduction', 'number': '1'}"
"In WSD, the heuristic of just choosing themost frequent sense of a word is very powerful, especially for words with highly skewed sense distri butions (Yarowsky and Florian, 2002).","{'title': 'Introduction', 'number': '1'}"
"Indeed, only 5 out of the 26 systems in the recent SENSEVAL-3 English all words task (Snyder and Palmer, 2004)outperformed the heuristic of choosing the most fre quent sense as derived from SemCor (which wouldgive 61.5% precision and recall1).","{'title': 'Introduction', 'number': '1'}"
"Furthermore, sys tems that did outperform the first sense heuristic did so only by a small margin (the top score being 65% precision and recall).","{'title': 'Introduction', 'number': '1'}"
"Over a decade ago, Gale et al (1992) observed the tendency for one sense of a word to prevail in a given discourse.","{'title': 'Introduction', 'number': '1'}"
"To take advantage of this, a method for automatically determining the ?one sense?","{'title': 'Introduction', 'number': '1'}"
given a discourse or document is required.,"{'title': 'Introduction', 'number': '1'}"
Magnini et al(2002) have shown that information about the do main of a document is very useful for WSD.,"{'title': 'Introduction', 'number': '1'}"
"This isbecause many concepts are specific to particular domains, and for many words their most likely mean ing in context is strongly correlated to the domain of the document they appear in.","{'title': 'Introduction', 'number': '1'}"
"Thus, since word sense distributions are skewed and depend on the domain at hand we would like to know for each domain of application the most likely sense of a word.","{'title': 'Introduction', 'number': '1'}"
"However, there are no extant domain-specificsense tagged corpora to derive such sense distribution information from.","{'title': 'Introduction', 'number': '1'}"
"Producing them would be ex tremely costly, since a substantial corpus would have to be annotated by hand for every domain of interest.","{'title': 'Introduction', 'number': '1'}"
"In response to this problem, McCarthy et al (2004) proposed a method for automatically inducing the1This figure is the mean of two different estimates (Sny der and Palmer, 2004), the difference being due to multiword handling.","{'title': 'Introduction', 'number': '1'}"
419 predominant sense of a word from raw text.,"{'title': 'Introduction', 'number': '1'}"
"They carried out a limited test of their method on text in two domains using subject field codes (Magnini andCavaglia`, 2000) to assess whether the acquired pre dominant sense information was broadly consistent with the domain of the text it was acquired from.But they did not evaluate their method on hand tagged domain-specific corpora since there was no such data publicly available.","{'title': 'Introduction', 'number': '1'}"
"In this paper, we evaluate the method on domainspecific text by creating a sense-annotated gold standard2 for a sample of words.","{'title': 'Introduction', 'number': '1'}"
We used a lexical sam ple because the cost of hand tagging several corpora for an all-words task would be prohibitive.,"{'title': 'Introduction', 'number': '1'}"
We show that the sense distributions of words in this lexical sample differ depending on domain.,"{'title': 'Introduction', 'number': '1'}"
We also showthat sense distributions are more skewed in domain specific text.,"{'title': 'Introduction', 'number': '1'}"
"Using McCarthy et al?s method, weautomatically acquire predominant sense informa tion for the lexical sample from the (raw) corpora, and evaluate the accuracy of this and predominant sense information derived from SemCor.","{'title': 'Introduction', 'number': '1'}"
"We show that in our domains and for these words, first sense information automatically acquired from a general corpus is more accurate than first senses derived from SemCor.","{'title': 'Introduction', 'number': '1'}"
"We also show that deriving first senseinformation from text in the same domain as the tar get data performs best, particularly when focusing on words which are salient to that domain.","{'title': 'Introduction', 'number': '1'}"
The paper is structured as follows.,"{'title': 'Introduction', 'number': '1'}"
In section 2 we summarise McCarthy et al?s predominant sense method.,"{'title': 'Introduction', 'number': '1'}"
"We then (section 3) describe the new gold standard corpora, and evaluate predominant sense accuracy (section 4).","{'title': 'Introduction', 'number': '1'}"
"We discuss the results with a proposal for applying the method to an all-words task, and an analysis of our results in terms of this proposal before concluding with future directions.","{'title': 'Introduction', 'number': '1'}"
We use the method described in McCarthy et al (2004) for finding predominant senses from raw text.,"{'title': 'Finding Predominant Senses. ', 'number': '2'}"
"The method uses a thesaurus obtained from the text by parsing, extracting grammatical relations and then listing each word (  ) with its top  nearest neighbours, where  is a constant.","{'title': 'Finding Predominant Senses. ', 'number': '2'}"
Like McCarthy 2This resource will be made publicly available for research purposes in the near future.,"{'title': 'Finding Predominant Senses. ', 'number': '2'}"
et al (2004) we use   and obtain our thesaurus using the distributional similarity metric described by Lin (1998).,"{'title': 'Finding Predominant Senses. ', 'number': '2'}"
We use WordNet (WN) as our sense inventory.,"{'title': 'Finding Predominant Senses. ', 'number': '2'}"
"The senses of a word  are each assigned a ranking score which sums over the distributional similarity scores of the neighbours and weights eachneighbour?s score by a WN Similarity score (Pat wardhan and Pedersen, 2003) between the sense of  and the sense of the neighbour that maximises the WN Similarity score.","{'title': 'Finding Predominant Senses. ', 'number': '2'}"
