col1,col2
"Following the recent adoption by the machine translation community of automatic evaluation using the BLEU/NIST scoring process, we conduct an in-depth study of a similar idea for evaluating summaries.",Introduction
"The results show that automatic evaluation using unigram cooccurrences between summary pairs correlates surprising well with human evaluations, based on various statistical metrics; while direct application of the BLEU evaluation procedure does not always give good results.",Introduction
Automated text summarization has drawn a lot of interest in the natural language processing and information retrieval communities in the recent years.,Experiment/Discussion
"A series of workshops on automatic text summarization (WAS 2000, 2001, 2002), special topic sessions in ACL, COLING, and SIGIR, and government sponsored evaluation efforts in the United States (DUC 2002) and Japan (Fukusima and Okumura 2001) have advanced the technology and produced a couple of experimental online systems (Radev et al. 2001, McKeown et al.",Experiment/Discussion
2002).,Experiment/Discussion
"Despite these efforts, however, there are no common, convenient, and repeatable evaluation methods that can be easily applied to support system development and just-in-time comparison among different summarization methods.",Experiment/Discussion
The Document Understanding Conference (DUC 2002) run by the National Institute of Standards and Technology (NIST) sets out to address this problem by providing annual large scale common evaluations in text summarization.,Experiment/Discussion
"However, these evaluations involve human judges and hence are subject to variability (Rath et al. 1961).",Experiment/Discussion
"For example, Lin and Hovy (2002) pointed out that 18% of the data contained multiple judgments in the DUC 2001 single document evaluation1.",Experiment/Discussion
"To further progress in automatic summarization, in this paper we conduct an in-depth study of automatic evaluation methods based on n-gram co-occurrence in the context of DUC.",Experiment/Discussion
"Due to the setup in DUC, the evaluations we discussed here are intrinsic evaluations (Sparck Jones and Galliers 1996).",Experiment/Discussion
Section 2 gives an overview of the evaluation procedure used in DUC.,Experiment/Discussion
Section 3 discusses the IBM BLEU (Papineni et al. 2001) and NIST (2002) n-gram co-occurrence scoring procedures and the application of a similar idea in evaluating summaries.,Experiment/Discussion
Section 4 compares n-gram cooccurrence scoring procedures in terms of their correlation to human results and on the recall and precision of statistical significance prediction.,Experiment/Discussion
Section 5 concludes this paper and discusses future directions.,Experiment/Discussion
"The 2002 Document Understanding Conference2 included the follow two main tasks: given a set of documents about a single subject, participants were required to create 4 generic summaries of the entire set, containing 50, 100, 200, and 400 words respectively.",Experiment/Discussion
The document sets were of four types: a single natural disaster event; a single event; multiple instances of a type of event; and information about an individual.,Experiment/Discussion
"The training set comprised 30 sets of approximately 10 documents, each provided with their 50, 100, 200, and 400-word human written summaries.",Experiment/Discussion
The test set comprised 30 unseen sets.,Experiment/Discussion
A total of 11 systems participated in the singledocument summarization task and 12 systems participated in the multi-document task.,Experiment/Discussion
"For each document or document set, one human summary was created as the `ideal' model summary at each specified length.",Experiment/Discussion
Two other human summaries were also created at each length.,Experiment/Discussion
"In addition, baseline summaries were created automatically for each length as reference points.",Experiment/Discussion
"For the multi-document summarization task, one baseline, lead baseline, took the first 50, 100, 200, and 400 words in the last document in the collection.",Experiment/Discussion
"A second baseline, coverage baseline, took the first sentence in the first document, the first sentence in the second document and so on until it had a summary of 50, 100, 200, or 400 words.",Experiment/Discussion
Only one baseline (baseline1) was created for the single document summarization task.,Experiment/Discussion
"To evaluate system performance NIST assessors who created the `ideal' written summaries did pairwise comparisons of their summaries to the system-generated summaries, other assessors' summaries, and baseline summaries.",Experiment/Discussion
They used the Summary Evaluation Environment (SEE) 2.0 developed by (Lin 2001) to support the process.,Experiment/Discussion
"Using SEE, the assessors compared the system's text (the peer text) to the ideal (the model text).",Experiment/Discussion
