col1,col2
"I:n this paper, we describe a new corpus-based ap- proach to prepositional phrase attachment disam- biguation, and present results colnparing peffo> mange of this algorithm with other corpus-based approaches to this problem.",{}
Prel)ositioual phrase attachment disambiguation is a difficult problem.,"{'title': 'Introduction', 'number': '1'}"
"Take, for example, the sen- rouge: ( l ) Buy a ear \[p,o with a steering wheel\].","{'title': 'Introduction', 'number': '1'}"
"We would guess that the correct interpretation is that one should buy cars that come with steer- ing wheels, and not that one should use a steering wheel as barter for purchasing a car.","{'title': 'Introduction', 'number': '1'}"
"\]n this case, we are helped by our world knowledge about auto- mobiles and automobile parts, and about typical methods of barter, which we can draw upon to cor- rectly disambignate he sentence.","{'title': 'Introduction', 'number': '1'}"
"Beyond possibly needing such rich semantic or conceptual int'ornla- tion, A l tmann and Steedman (AS88) show that there a,re certain cases where a discourse model is needed to correctly disambiguate prepositional phrase atta.chment.","{'title': 'Introduction', 'number': '1'}"
"However, while there are certainly cases of an> biguity that seem to need some deep knowledge, either linguistic or conceptual, one might ask whag sort of performance could 1oe achieved by a sys- tem thai uses somewhat superficial knowledge au- *Parts of this work done a.t the Computer and hP lbrmation Science Department, University of Penn- sylvania were supported by by DARPA and AFOSR jointly under grant No.","{'title': 'Introduction', 'number': '1'}"
"AFOSR-90-0066, and by ARO grant No.","{'title': 'Introduction', 'number': '1'}"
DAAL 03-89-C0031 PR\[ (first author) and by an IBM gradmtte fellowship (second author).,"{'title': 'Introduction', 'number': '1'}"
This work was also supported at MIT by ARPA under Con- tract N000t4-89-J-la32= monitored through the Office of Naval resear<:h (lirst a.uthor).,"{'title': 'Introduction', 'number': '1'}"
tomatically ~xtracted from a large corpus.,"{'title': 'Introduction', 'number': '1'}"
"Recent work has shown thai; this approach olds promise (H\]~,91, HR93).","{'title': 'Introduction', 'number': '1'}"
"hi this paper we describe a new rule-based ap- proach to prepositional phrase attachment, disam- biguation.","{'title': 'Introduction', 'number': '1'}"
A set of silnple rules is learned au- tomatically to try to prediet proper attachment based on any of a number of possible contextual giles.,"{'title': 'Introduction', 'number': '1'}"
