col1,col2
for Recall-Oriented Understudy for Gisting Evaluation.,{}
It includes measures to automatically determine the quality of a summary by comparing it to other (ideal) summaries created by humans.,{}
"The measures count the number of overlapping units such as n-gram, word sequences, and word pairs between the computer-generated summary to be evaluated and the ideal summaries created by humans.",{}
This paper introduces four different included in the summarization evaluation package and their evaluations.,{}
"Three of them have been used in the Document Understanding Conference (DUC) 2004, a large-scale summarization evaluation sponsored by NIST.",{}
"Traditionally evaluation of summarization involves human judgments of different quality metrics, for example, coherence, conciseness, grammaticality, readability, and content (Mani, 2001).","{'title': '1 Introduction', 'number': '1'}"
"However, even simple manual evaluation of summaries on a large scale over a few linguistic quality questions and content coverage as in the Document Understanding Conference (DUC) (Over and Yen, 2003) would require over 3,000 hours of human efforts.","{'title': '1 Introduction', 'number': '1'}"
This is very expensive and difficult to conduct in a frequent basis.,"{'title': '1 Introduction', 'number': '1'}"
"Therefore, how to evaluate summaries automatically has drawn a lot of attention in the summarization research community in recent years.","{'title': '1 Introduction', 'number': '1'}"
"For example, Saggion et al. (2002) proposed three content-based evaluation methods that measure similarity between summaries.","{'title': '1 Introduction', 'number': '1'}"
"These methods are: cosine similarity, unit overlap (i.e. unigram or bigram), and longest common subsequence.","{'title': '1 Introduction', 'number': '1'}"
"However, they did not show how the results of these automatic evaluation methods correlate to human judgments.","{'title': '1 Introduction', 'number': '1'}"
"Following the successful application of automatic evaluation methods, such as BLEU (Papineni et al., 2001), in machine translation evaluation, Lin and Hovy (2003) showed that methods similar to BLEU, i.e. n-gram co-occurrence statistics, could be applied to evaluate summaries.","{'title': '1 Introduction', 'number': '1'}"
"In this paper, we introduce a package, ROUGE, for automatic evaluation of summaries and its evaluations.","{'title': '1 Introduction', 'number': '1'}"
ROUGE stands for Recall-Oriented Understudy for Gisting Evaluation.,"{'title': '1 Introduction', 'number': '1'}"
It includes several automatic evaluation methods that measure the similarity between summaries.,"{'title': '1 Introduction', 'number': '1'}"
"We describe ROUGE-N in Section 2, ROUGE-L in Section 3, ROUGE-W in Section 4, and ROUGE-S in Section 5.","{'title': '1 Introduction', 'number': '1'}"
"Section 6 shows how these measures correlate with human judgments using DUC 2001, 2002, and 2003 data.","{'title': '1 Introduction', 'number': '1'}"
Section 7 concludes this paper and discusses future directions.,"{'title': '1 Introduction', 'number': '1'}"
"Formally, ROUGE-N is an n-gram recall between a candidate summary and a set of reference summaries.","{'title': '2 ROUGE-N: N-gram Co-Occurrence Statistics', 'number': '2'}"
"ROUGE-N is computed as follows: Where n stands for the length of the n-gram, gramn, and Countmatch(gramn) is the maximum number of n-grams co-occurring in a candidate summary and a set of reference summaries.","{'title': '2 ROUGE-N: N-gram Co-Occurrence Statistics', 'number': '2'}"
It is clear that ROUGE-N is a recall-related measure because the denominator of the equation is the total sum of the number of n-grams occurring at the reference summary side.,"{'title': '2 ROUGE-N: N-gram Co-Occurrence Statistics', 'number': '2'}"
"A closely related measure, BLEU, used in automatic evaluation of machine translation, is a precision-based measure.","{'title': '2 ROUGE-N: N-gram Co-Occurrence Statistics', 'number': '2'}"
BLEU measures how well a candidate translation matches a set of reference translations by counting the percentage of n-grams in the candidate translation overlapping with the references.,"{'title': '2 ROUGE-N: N-gram Co-Occurrence Statistics', 'number': '2'}"
Please see Papineni et al. (2001) for details about BLEU.,"{'title': '2 ROUGE-N: N-gram Co-Occurrence Statistics', 'number': '2'}"
Note that the number of n-grams in the denominator of the ROUGE-N formula increases as we add more references.,"{'title': '2 ROUGE-N: N-gram Co-Occurrence Statistics', 'number': '2'}"
