col1,col2
"In this paper we first propose a new statistical parsing model, which is a generative model of lexicalised context-free grammar.",Introduction
We then extend the model to include a probabilistic treatment of both subcategorisation and wh-movement.,Introduction
"Results on Wall Street Journal text show that the parser performs at 88.1/87.5% constituent precision/recall, an average improvement of 2.3% over (Collins 96).",Introduction
Generative models of syntax have been central in linguistics since they were introduced in (Chomsky 57).,Experiment/Discussion
"Each sentence-tree pair (S, T) in a language has an associated top-down derivation consisting of a sequence of rule applications of a grammar.",Experiment/Discussion
"These models can be extended to be statistical by defining probability distributions at points of non-determinism in the derivations, thereby assigning a probability 'P(S,T) to each (S, T) pair.",Experiment/Discussion
Probabilistic context free grammar (Booth and Thompson 73) was an early example of a statistical grammar.,Experiment/Discussion
"A PCFG can be lexicalised by associating a headword with each non-terminal in a parse tree; thus far, (Magerman 95; Jelinek et al. 94) and (Collins 96), which both make heavy use of lexical information, have reported the best statistical parsing performance on Wall Street Journal text.",Experiment/Discussion
"Neither of these models is generative, instead they both estimate 'P(T 1 S) directly.",Experiment/Discussion
This paper proposes three new parsing models.,Experiment/Discussion
Model 1 is essentially a generative version of the model described in (Collins 96).,Experiment/Discussion
"In Model 2, we extend the parser to make the complement/adjunct distinction by adding probabilities over subcategorisation frames for head-words.",Experiment/Discussion
"In Model 3 we give a probabilistic treatment of wh-movement, which is derived from the analysis given in Generalized Phrase Structure Grammar (Gazdar et al. 95).",Experiment/Discussion
"The work makes two advances over previous models: First, Model 1 performs significantly better than (Collins 96), and Models 2 and 3 give further improvements — our final results are 88.1/87.5% constituent precision/recall, an average improvement of 2.3% over (Collins 96).",Experiment/Discussion
"Second, the parsers in (Collins 96) and (NIagerman 95; Jelinek et al. 94) produce trees without information about whmovement or subcategorisation.",Experiment/Discussion
Most NLP applications will need this information to extract predicateargument structure from parse trees.,Experiment/Discussion
"In the remainder of this paper we describe the 3 models in section 2, discuss practical issues in section 3, give results in section 4, and give conclusions in section 5.",Experiment/Discussion
"In general, a statistical parsing model defines the conditional probability, P(T S), for each candidate parse tree T for a sentence S. The parser itself is an algorithm which searches for the tree, Tb„t, that maximises 'P(T 1 S).",Experiment/Discussion
"A generative model uses the observation that maximising P(T, S) is equivalent to maximising P(T I S): 1 to a top-down derivation of the tree.",Experiment/Discussion
"In a PCFG, for a tree derived by n applications of context-free re-write rules LH Si RHS, 1 i n, The re-write rules are either internal to the tree, where LHS is a non-terminal and RHS is a string of one or more non-terminals; or lexical, where LHS is a part of speech tag and RHS is a word.",Experiment/Discussion
A PCFG can be lexicalised2 by associating a word w and a part-of-speech (POS) tag t with each nonterminal X in the tree.,Experiment/Discussion
"Thus we write a nonterminal as X(x), where x = (w,t), and X is a constituent label.",Experiment/Discussion
"Each rule now has the form3: H is the head-child of the phrase, which inherits the head-word h from its parent P. L1...L7, and are left and right modifiers of H. Either n or m may be zero, and n = m = 0 for unary rules.",Experiment/Discussion
Figure 1 shows a tree which will be used as an example throughout this paper.,Experiment/Discussion
"The addition of lexical heads leads to an enormous number of potential rules, making direct estimation of P(RHS I LHS) infeasible because of sparse data problems.",Experiment/Discussion
"We decompose the generation of the RHS of a rule such as (3), given the LHS, into three steps — first generating the head, then making the independence assumptions that the left and right modifiers are generated by separate 0th-order markov processes 4. .",Experiment/Discussion
"For example, the probability of the rule S (bought) -> NP (week) NP (Marks) VP (bought) would be estimated as but in general the probabilities could be conditioned on any of the preceding modifiers.",Experiment/Discussion
"In fact, if the derivation order is fixed to be depth-first — that is, each modifier recursively generates the sub-tree below it before the next modifier is generated — then the model can also condition on any structure below the preceding modifiers.",Experiment/Discussion
"For the moment we exploit this by making the approximations where distancei and distance,. are functions of the surface string from the head word to the edge of the constituent (see figure 2).",Experiment/Discussion
"The distance measure is the same as in (Collins 96), a vector with the following 3 elements: (1) is the string of zero length?",Experiment/Discussion
(Allowing the model to learn a preference for rightbranching structures); (2) does the string contain a verb?,Experiment/Discussion
(Allowing the model to learn a preference for modification of the most recent verb).,Experiment/Discussion
"(3) Does the string contain 0, 1, 2 or > 2 commas?",Experiment/Discussion
"(where a comma is anything tagged as &quot;,&quot; or probability P(R3(r3) I P, H, h, distance, (2)).",Experiment/Discussion
"The distance is a function of the surface string from the word after h to the last word of R2, inclusive.",Experiment/Discussion
"In principle the model could condition on any structure dominated by H, R1 or R2. distinction and subcategorisation The tree in figure 1 is an example of the importance of the complement/adjunct distinction.",Experiment/Discussion
"It would be useful to identify &quot;Marks&quot; as a subject, and &quot;Last week&quot; as an adjunct (temporal modifier), but this distinction is not made in the tree, as both NPs are in the same position' (sisters to a VP under an S node).",Experiment/Discussion
From here on we will identify complements by attaching a &quot;-C&quot; suffix to non-terminals — figure 3 gives an example tree.,Experiment/Discussion
"A post-processing stage could add this detail to the parser output, but we give two reasons for making the distinction while parsing: First, identifying complements is complex enough to warrant a probabilistic treatment.",Experiment/Discussion
"Lexical information is needed — for example, knowledge that &quot;week&quot; is likely to be a temporal modifier.",Experiment/Discussion
Knowledge about subcategorisation preferences — for example that a verb takes exactly one subject — is also required.,Experiment/Discussion
"These problems are not restricted to NPs, compare &quot;The spokeswoman said (SBAR that the asbestos was dangerous)&quot; vs. &quot;Bonds beat short-term investments (SBAR because the market is down)&quot;, where an SBAR headed by &quot;that&quot; is a complement, but an SBAR headed by &quot;because&quot; is an adjunct.",Experiment/Discussion
The second reason for making the complement/adjunct distinction while parsing is that it may help parsing accuracy.,Experiment/Discussion
The assumption that complements are generated independently of each other often leads to incorrect parses — see figure 4 for further explanation.,Experiment/Discussion
"Adjuncts in the Penn Treebank We add the &quot;-C&quot; suffix to all non-terminals in training data which satisfy the following conditions: In addition, the first child following the head of a prepositional phrase is marked as a complement.",Experiment/Discussion
"The model could be retrained on training data with the enhanced set of non-terminals, and it might learn the lexical properties which distinguish complements and adjuncts (&quot;Marks&quot; vs -week&quot;, or &quot;that&quot; vs. &quot;because&quot;).",Experiment/Discussion
"However, it would still suffer from the bad independence assumptions illustrated in figure 4.",Experiment/Discussion
"To solve these kinds of problems, the generative process is extended to include a probabilistic choice of left and right subcategorisation frames: other leads to errors.",Experiment/Discussion
"In (1) the probability of generating both &quot;Dreyfus&quot; and &quot;fund&quot; as subjects, P(NP-C(Dreyf us) I S , VP , was) * P(NP-C(fund) I S ,VP , was) is unreasonably high.",Experiment/Discussion
"(2) is similar: P(NP-C (bill) , VP-C (funding) I VP , VB , was) = P(NP-C (bill) I VP , VB , was) *'P(VP-C (funding) I VP , VB , was) is a bad independence assumption.",Experiment/Discussion
"Prc(RC I P,H,h).",Experiment/Discussion
Each subcat frame is a multiset6 specifying the complements which the head requires in its left or right modifiers. spectively.,Experiment/Discussion
Thus the subcat requirements are added to the conditioning context.,Experiment/Discussion
As complements are generated they are removed from the appropriate subcat multiset.,Experiment/Discussion
"Most importantly, the probability of generating the STOP symbol will be 0 when the subcat frame is non-empty, and the probability of generating a complement will be 0 when it is not in the subcat frame; thus all and only the required complements will be generated.",Experiment/Discussion
"The probability of the phrase S (bought) -> NP (week) NP-C(Marks) VP (bought) is now: Here the head initially decides to take a single NP-C (subject) to its left, and no complements to its right.",Experiment/Discussion
"NP-C(Marks) is immediately generated as the required subject, and NP-C is removed from LC, leaving it empty when the next modifier, NP (week) is generated.",Experiment/Discussion
"The incorrect structures in figure 4 should now have low probability because Pic({NP-C , NP-C} I S , VP ,bought) and P„({NP-C ,VP-C} I VP , VB , was) are small.",Experiment/Discussion
Another obstacle to extracting predicate-argument structure from parse trees is wh-movement.,Experiment/Discussion
This section describes a probabilistic treatment of extraction from relative clauses.,Experiment/Discussion
"Noun phrases are most often extracted from subject position, object position, or from within PPs: It might be possible to write rule-based patterns which identify traces in a parse tree.",Experiment/Discussion
"However, we argue again that this task is best integrated into the parser: the task is complex enough to warrant a probabilistic treatment, and integration may help parsing accuracy.",Experiment/Discussion
"A couple of complexities are that modification by an SBAR does not always involve extraction (e.g., &quot;the fact (SBAR that besoboru is played with a ball and a bat)&quot;), and it is not uncommon for extraction to occur through several constituents, (e.g., &quot;The changes (SBAR that he said the government was prepared to make TRACE)&quot;).",Experiment/Discussion
The second reason for an integrated treatment of traces is to improve the parameterisation of the model.,Experiment/Discussion
"In particular, the subcategorisation probabilities are smeared by extraction.",Experiment/Discussion
"In examples 1, 2 and 3 above 'bought' is a transitive verb, but without knowledge of traces example 2 in training data will contribute to the probability of 'bought' being an intransitive verb.",Experiment/Discussion
"Formalisms similar to GPSG (Gazdar et al. 95) handle NP extraction by adding a gap feature to each non-terminal in the tree, and propagating gaps through the tree until they are finally discharged as a trace complement (see figure 5).",Experiment/Discussion
"In extraction cases the Penn treebank annotation co-indexes a TRACE with the WHNP head of the SBAR, so it is straightforward to add this information to trees in training data.",Experiment/Discussion
"Given that the LHS of the rule has a gap, there are 3 ways that the gap can be passed down to the RHS: Head The gap is passed to the head of the phrase, as in rule (3) in figure 5.",Experiment/Discussion
"Left, Right The gap is passed on recursively to one of the left or right modifiers of the head, or is discharged as a trace argument to the left/right of the head.",Experiment/Discussion
"In rule (2) it is passed on to a right modifier, the S complement.",Experiment/Discussion
In rule (4) a trace is generated to the right of the head VB.,Experiment/Discussion
"We specify a parameter PG(G I P, h, H) where G is either Head, Left or Right.",Experiment/Discussion
The generative process is extended to choose between these cases after generating the head of the phrase.,Experiment/Discussion
The rest of the phrase is then generated in different ways depending on how the gap is propagated: In the Head case the left and right modifiers are generated as normal.,Experiment/Discussion
"In the Left, Right cases a gap requirement is added to either the left or right SUBCAT variable.",Experiment/Discussion
This requirement is fulfilled (and removed from the subcat list) when a trace or a modifier non-terminal which has the +gap feature is generated.,Experiment/Discussion
"For example, Rule (2), SBAR(that) (+gap) -> WHNP (that ) S-C (bought ) (+gap) , has probability In rule (2) Right is chosen, so the +gap requirement is added to RC.",Experiment/Discussion
Generation of S-C (bought) (+gap) :ulfills both the S-C and +gap requirements in RC.,Experiment/Discussion
In rule (4) Right is chosen again.,Experiment/Discussion
Note that generation of trace satisfies both the NP-C and +gap subcat requirements.,Experiment/Discussion
Table 1 shows the various levels of back-off for each type of parameter in the model.,Experiment/Discussion
"Note that we decompose P L(L,(1ws, Its) I P, H, w, t, A, LC) (where /wi and /t, are the word and POS tag generated with non-terminal Ls, A is the distance measure) into the product 'PLI(Li(itz) I P,H,w,t,A,LC) x PL,2(hoi I Ls, its, P, H, w, t, A, LC), and then smooth these two probabilities separately (Jason Eisner, p.c.).",Experiment/Discussion
"In each case' the final estimate is where e1, e2 and e3 are maximum likelihood estimates with the context at levels 1, 2 and 3 in the table, and Ai , A2 and A3 are smoothing parameters where 0 < Ai < 1.",Experiment/Discussion
"All words occurring less than 5 times in training data, and words in test data which have never been seen in training, are replaced with the &quot;UNKNOWN&quot; token.",Experiment/Discussion
This allows the model to robustly handle the statistics for rare or new words.,Experiment/Discussion
Part of speech tags are generated along with the words in this model.,Experiment/Discussion
"When parsing, the POS tags allowed for each word are limited to those which have been seen in training data for that word.",Experiment/Discussion
"For unknown words, the output from the tagger described in (Ratnaparkhi 96) is used as the single possible tag for that word.",Experiment/Discussion
A CKY style dynamic programming chart parser is used to find the maximum probability tree for each sentence (see figure 6).,Experiment/Discussion
"The parser was trained on sections 02 - 21 of the Wall Street Journal portion of the Penn Treebank (Marcus et al. 93) (approximately 40,000 sentences), and tested on section 23 (2,416 sentences).",Experiment/Discussion
We use the PARSEVAL measures (Black et al. 91) to compare performance: number of correct constituents in proposed parse number of constituents in proposed parse number of correct constituents in proposed parse number of constituents in treebank parse Crossing Brackets = number of constituents which violate constituent boundaries with a constituent in the treebank parse.,Experiment/Discussion
