col1,col2
"Named Entity (NE) recognition is a task in whichproper nouns and numerical information are extracted from documents and are classified into cat egories such as person, organization, and date.",Introduction
It is a key technology of Information Extraction and Open-Domain Question Answering.,Introduction
"First, we showthat an NE recognizer based on Support Vector Ma chines (SVMs) gives better scores than conventional systems.",Introduction
"However, off-the-shelf SVM classifiers are too inefficient for this task.",Introduction
"Therefore, we present a method that makes the system substantially faster.This approach can also be applied to other similar tasks such as chunking and part-of-speech tagging.",Introduction
We also present an SVM-based feature selec tion method and an efficient training method.,Introduction
"Named Entity (NE) recognition is a task in whichproper nouns and numerical information in a docu ment are detected and classified into categories suchas person, organization, and date.",Experiment/Discussion
"It is a key technol ogy of Information Extraction and Open-Domain Question Answering (Voorhees and Harman, 2000).",Experiment/Discussion
We are building a trainable Open-Domain Question Answering System called SAIQA-II.,Experiment/Discussion
"In this paper, we show that an NE recognizer based on Support Vector Machines (SVMs) gives better scores thanconventional systems.",Experiment/Discussion
"SVMs have given high per formance in various classification tasks (Joachims, 1998; Kudo and Matsumoto, 2001).",Experiment/Discussion
"However, it turned out that off-the-shelf SVM classifiers are too inefficient for NE recognition.",Experiment/Discussion
"The recognizer runs at a rate of only 85 bytes/sec on an Athlon 1.3 GHz Linux PC, while rule-based systems (e.g., Isozaki, (2001)) can process several kilobytes in a second.",Experiment/Discussion
The major reason is the inefficiency of SVM classifiers.,Experiment/Discussion
There are otherreports on the slowness of SVM classifiers.,Experiment/Discussion
"Another SVM-based NE recognizer (Yamada and Mat sumoto, 2001) is 0.8 sentences/sec on a Pentium III 933 MHz PC.",Experiment/Discussion
An SVM-based part-of-speech (POS).,Experiment/Discussion
"tagger (Nakagawa et al, 2001) is 20 tokens/sec on an Alpha 21164A 500 MHz processor.",Experiment/Discussion
It is difficult to use such slow systems in practical applications.,Experiment/Discussion
"In this paper, we present a method that makes the NE system substantially faster.",Experiment/Discussion
This method can also be applied to other tasks in natural languageprocessing such as chunking and POS tagging.,Experiment/Discussion
Another problem with SVMs is its incomprehensibil ity.,Experiment/Discussion
It is not clear which features are important or how they work.,Experiment/Discussion
The above method is also useful for finding useless features.,Experiment/Discussion
We also mention a method to reduce training time.,Experiment/Discussion
1.1 Support Vector Machines.,Experiment/Discussion
"Suppose we have a set of training data for a two class problem:     , where   ffflfi is a feature vector of the ffi -th sample in the training data and   !$#%# is the label forthe sample.",Experiment/Discussion
"The goal is to find a decision func tion that accurately predicts for unseen  . A non-linear SVM classifier gives a decision function ( ) * sign ,+-) for an input vector  where +-) .* / 0 21)3 546879: !6; Here, () *=!$# means  is a member of a cer tain class and () $* # means  is not a mem ber.",Experiment/Discussion
7 s are called support vectors and are repre sentatives of training examples.,Experiment/Discussion
 is the numberof support vectors.,Experiment/Discussion
"Therefore, computational com plexity of +?) is proportional to  . Support vectorsand other constants are determined by solving a cer tain quadratic programming problem.",Experiment/Discussion
4687@ is akernel that implicitly maps vectors into a higher di mensional space.,Experiment/Discussion
"Typical kernels use dot products: 4687@ A*CBED7@ . A polynomial kernel of degree Fis given by BG? *HI#J!KG L . We can use vari MM M M N M M M M M M M M M N M O O O O O N O O O O O O O O O O O O M : positive example, O : negative example N M , N O : support vectors Figure 1: Support Vector Machine ous kernels, and the design of an appropriate kernel for a particular application is an important research issue.Figure 1 shows a linearly separable case.",Experiment/Discussion
The de cision hyperplane defined by +-) P*RQ separatespositive and negative examples by the largest mar gin.,Experiment/Discussion
The solid line indicates the decision hyperplaneand two parallel dotted lines indicate the margin be tween positive and negative examples.,Experiment/Discussion
"Since such aseparating hyperplane may not exist, a positive pa rameter S is introduced to allow misclassifications.",Experiment/Discussion
See Vapnik (1995).,Experiment/Discussion
1.2 SVM-based NE recognition.,Experiment/Discussion
"As far as we know, the first SVM-based NE system was proposed by Yamada et al (2001) for Japanese.His system is an extension of Kudo?s chunking sys tem (Kudo and Matsumoto, 2001) that gave the best performance at CoNLL-2000 shared tasks.",Experiment/Discussion
"In theirsystem, every word in a sentence is classified sequentially from the beginning or the end of a sen tence.",Experiment/Discussion
"However, since Yamada has not compared it with other methods under the same conditions, it is not clear whether his NE system is better or not.",Experiment/Discussion
"Here, we show that our SVM-based NE system ismore accurate than conventional systems.",Experiment/Discussion
"Our sys tem uses the Viterbi search (Allen, 1995) instead of sequential determination.For training, we use ?CRL data?, which was prepared for IREX (Information Retrieval and Extrac tion Exercise1, Sekine and Eriguchi (2000)).",Experiment/Discussion
"It has about 19,000 NEs in 1,174 articles.",Experiment/Discussion
We also use additional data by Isozaki (2001).,Experiment/Discussion
Both datasets are based on Mainichi Newspaper?s 1994 and 1995 CD-ROMs.,Experiment/Discussion
"We use IREX?s formal test data calledGENERAL that has 1,510 named entities in 71 ar ticles from Mainichi Newspaper of 1999.",Experiment/Discussion
Systems are compared in terms of GENERAL?s F-measure 1http://cs.nyu.edu/cs/projects/proteus/irexwhich is the harmonic mean of ?recall?,Experiment/Discussion
and ?preci sion?,Experiment/Discussion
and is defined as follows.,Experiment/Discussion
"Recall = M/(the number of correct NEs), Precision = M/(the number of NEs extracted by a system), where M is the number of NEs correctly extracted and classified by the system.We developed an SVM-based NE system by following our NE system based on maximum entropy (ME) modeling (Isozaki, 2001).",Experiment/Discussion
We sim ply replaced the ME model with SVM classifiers.The above datasets are processed by a morphological analyzer ChaSen 2.2.12.,Experiment/Discussion
It tokenizes a sen tence into words and adds POS tags.,Experiment/Discussion
ChaSen uses about 90 POS tags such as common-noun and location-name.,Experiment/Discussion
"Since most unknown words are proper nouns, ChaSen?s parameters for unknownwords are modified for better results.",Experiment/Discussion
"Then, a char acter type tag is added to each word.",Experiment/Discussion
It uses 17character types such as all-kanji and small integer.,Experiment/Discussion
See Isozaki (2001) for details.,Experiment/Discussion
"Now, Japanese NE recognition is solved by theclassification of words (Sekine et al, 1998; Borth wick, 1999; Uchimoto et al, 2000).",Experiment/Discussion
"For instance, the words in ?President George Herbert Bush saidClinton is . . .",Experiment/Discussion
are classified as follows: ?President?,Experiment/Discussion
"= OTHER, ?George?",Experiment/Discussion
"= PERSON-BEGIN, ?Her bert?",Experiment/Discussion
"= PERSON-MIDDLE, ?Bush?",Experiment/Discussion
"= PERSON-END, ?said?",Experiment/Discussion
