col1,col2
In this paper we generalise the sentence compression task.,Introduction
"Rather than sim ply shorten a sentence by deleting words or constituents, as in previous work, we rewrite it using additional operations such as substitution, reordering, and insertion.",Introduction
We present a new corpus that is suitedto our task and a discriminative tree-to tree transduction model that can naturallyaccount for structural and lexical mis matches.,Introduction
"The model incorporates a novelgrammar extraction method, uses a lan guage model for coherent output, and canbe easily tuned to a wide range of compres sion specific loss functions.",Introduction
Automatic sentence compression can be broadly described as the task of creating a grammaticalsummary of a single sentence with minimal information loss.,Experiment/Discussion
"It has recently attracted much attention, in part because of its relevance to applications.",Experiment/Discussion
"Examples include the generation of sub titles from spoken transcripts (Vandeghinste and Pan, 2004), the display of text on small screens such as mobile phones or PDAs (Corston-Oliver, 2001), and, notably, summarisation (Jing, 2000; Lin, 2003).",Experiment/Discussion
"Most prior work has focused on a specific instantiation of sentence compression, namely word deletion.",Experiment/Discussion
"Given an input sentence of words, w 1 , w 2 . . .",Experiment/Discussion
"w n , a compression is formed by dropping any subset of these words (Knight c ? 2008.",Experiment/Discussion
Licensed under the Creative CommonsAttribution-Noncommercial-Share Alike 3.0 Unported li cense (http://creativecommons.org/licenses/by-nc-sa/3.0/).,Experiment/Discussion
Some rights reserved.,Experiment/Discussion
"and Marcu, 2002).",Experiment/Discussion
"The simplification renders the task computationally feasible, allowing efficient decoding using a dynamic program (Knight andMarcu, 2002; Turner and Charniak, 2005; McDon ald, 2006).",Experiment/Discussion
"Furthermore, constraining the problemto word deletion affords substantial modeling flexibility.",Experiment/Discussion
"Indeed, a variety of models have been successfully developed for this task ranging from in stantiations of the noisy-channel model (Knight and Marcu, 2002; Galley and McKeown, 2007;Turner and Charniak, 2005), to large-margin learn ing (McDonald, 2006; Cohn and Lapata, 2007), and Integer Linear Programming (Clarke, 2008).",Experiment/Discussion
"However, the simplification also renders the tasksomewhat artificial.",Experiment/Discussion
"There are many rewrite operations that could compress a sentence, besides deletion, including reordering, substitution, and inser tion.",Experiment/Discussion
"In fact, professional abstractors tend to use these operations to transform selected sentences from an article into the corresponding summary sentences (Jing, 2000).",Experiment/Discussion
"Therefore, in this paper we consider sentence compression from a more general perspective and generate abstracts rather than extracts.",Experiment/Discussion
"In this framework, the goal is to find a summary of theoriginal sentence which is grammatical and conveys the most important information without necessarily using the same words in the same or der.",Experiment/Discussion
"Our task is related to, but different from, paraphrase extraction (Barzilay, 2003).",Experiment/Discussion
"We must not only have access to paraphrases (i.e., rewrite rules), but also be able to combine them in order to generate new text, while attempting to produce a shorter resulting string.",Experiment/Discussion
Quirk et al (2004) present an end-to-end paraphrasing system inspired byphrase-based machine translation that can both ac quire paraphrases and use them to generate new strings.,Experiment/Discussion
"However, their model is limited to lexical substitution ? no reordering takes place ? and is 137 lacking the compression objective.Once we move away from extractive compres sion we are faced with two problems.",Experiment/Discussion
"First, wemust find an appropriate training set for our abstractive task.",Experiment/Discussion
Compression corpora are not natu rally available and existing paraphrase corpora do not normally contain compressions.,Experiment/Discussion
Our second problem concerns the modeling task itself.,Experiment/Discussion
"Ideally, our learning framework should handle structural mismatches and complex rewriting operations.In what follows, we first present a new cor pus for abstractive compression which we created by having annotators compress sentences while rewriting them.",Experiment/Discussion
"Besides obtaining useful data formodeling purposes, we also demonstrate that ab stractive compression is a meaningful task.",Experiment/Discussion
We then present a tree-to-tree transducer capable of transforming an input parse tree into a compressed parse tree.,Experiment/Discussion
"Our approach is based on synchronous tree substitution grammar (STSG, Eisner (2003)),a formalism that can account for structural mismatches, and is trained discriminatively.",Experiment/Discussion
"Specifi cally, we generalise the model of Cohn and Lapata (2007) to our abstractive task.",Experiment/Discussion
We present a noveltree-to-tree grammar extraction method which acquires paraphrases from bilingual corpora and ensure coherent output by including a ngram language model as a feature.,Experiment/Discussion
We also develop a number of loss functions suited to the abstractive compression task.,Experiment/Discussion
"We hope that some of the work described here might be of relevance to other gen eration tasks such as machine translation (Eisner, 2003), multi-document summarisation (Barzilay, 2003), and text simplification (Carroll et al, 1999).",Experiment/Discussion
A stumbling block to studying abstractive sentence compression is the lack of widely available corpora for training and testing.,Experiment/Discussion
"Previous work has beenconducted almost exclusively on Ziff-Davis, a cor pus derived automatically from document abstractpairs (Knight and Marcu, 2002), or on human authored corpora (Clarke, 2008).",Experiment/Discussion
"Unfortunately,none of these data sources are suited to our problem since they have been produced with a single rewriting operation, namely word deletion.",Experiment/Discussion
"Al though there is a greater supply of paraphrasing corpora, such as the Multiple-Translation Chinese (MTC) corpus 1 and theMicrosoft Research (MSR) Paraphrase Corpus (Quirk et al, 2004), they are also not ideal, since they have not been created 1 Available by the LDC, Catalog Number LDC2002T01, ISBN 1-58563-217-1.",Experiment/Discussion
with compression in mind.,Experiment/Discussion
"They contain amplerewriting operations, however they do not explic itly target information loss.",Experiment/Discussion
"For the reasons just described, we created our own corpus.",Experiment/Discussion
"We collected 30 newspaper articles (575 sentences) from the British National Corpus (BNC) and the American News Text corpus, forwhich we obtained manual compressions.",Experiment/Discussion
"In or der to confirm that the task was feasible, five of these documents were initially compressed by two annotators (not the authors).",Experiment/Discussion
The annotators weregiven instructions that explained the task and defined sentence compression with the aid of examples.,Experiment/Discussion
"They were asked to paraphrase while preserv ing the most important information and ensuring the compressed sentences remained grammatical.They were encouraged to use any rewriting opera tions that seemed appropriate, e.g., to delete words, add new words, substitute them or reorder them.Assessing inter-annotator agreement is notori ously difficult for paraphrasing tasks (Barzilay, 2003) since there can be many valid outputs for a given input.",Experiment/Discussion
Also our task is doubly subjective in deciding which information to remove from the sentence and how to rewrite it.,Experiment/Discussion
"In default of an agreement measure that is well suited to the task and takes both decisions into account, we assessedthem separately.",Experiment/Discussion
We first examined whether the annotators compressed at a similar level.,Experiment/Discussion
The com pression rate was 56% for one annotator and 54% for the other.,Experiment/Discussion
"2 We also assessed whether theyagreed in their rewrites by measuring BLEU (Pap ineni et al, 2002).",Experiment/Discussion
"The inter-annotator BLEU score was 23.79%, compared with the source agreement BLEU of only 13.22%.",Experiment/Discussion
Both the compression rateand BLEU score indicate that the task is welldefined and the compressions valid.,Experiment/Discussion
The remaining 25 documents were compressed by a single an notator to ensure consistency.,Experiment/Discussion
All our experiments used the data from this annotator.,Experiment/Discussion
3Table 1 illustrates some examples from our corpus.,Experiment/Discussion
"As can be seen, some sentences contain a single rewrite operation.",Experiment/Discussion
"For instance, a PP is para phrased with a genitive (see (1)), a subordinate clause with a present participle (see (2)), a passive sentence with an active one (see (3)).",Experiment/Discussion
"However, in most cases many rewrite decisions take place allat once.",Experiment/Discussion
Consider sentence (4).,Experiment/Discussion
"Here, the conjunc tion high winds and snowfalls is abbreviated to 2 The term ?compression rate?",Experiment/Discussion
refers to the percentage of words retained in the compression.,Experiment/Discussion
3 Available from http://homepages.inf.ed.ac.uk/ tcohn/paraphrase.,Experiment/Discussion
138 1a.,Experiment/Discussion
The future of the nation is in your hands.,Experiment/Discussion
1b.,Experiment/Discussion
The nation?s future is in your hands.,Experiment/Discussion
2a.,Experiment/Discussion
"As he entered a polling booth in Katutura, he said.",Experiment/Discussion
2b.,Experiment/Discussion
"Entering a polling booth in Katutura, he said.",Experiment/Discussion
3a.,Experiment/Discussion
"Mr Usta was examined by Dr Raymond Crockett, a Harley Street physician specialising in kidney disease.3b.",Experiment/Discussion
"Dr Raymond Crockett, a Harley Street physician, ex amined Mr Usta.",Experiment/Discussion
4a.,Experiment/Discussion
"High winds and snowfalls have, however, grounded at a lower level the powerful US Navy Sea Stallion helicopters used to transport the slabs.",Experiment/Discussion
4b.,Experiment/Discussion
"Bad weather, however, has grounded the helicopters transporting the slabs.",Experiment/Discussion
5a.,Experiment/Discussion
"To experts in international law and relations, the USaction demonstrates a breach by a major power of in ternational conventions.5b.",Experiment/Discussion
"Experts say the US are in breach of international con ventions.Table 1: Compression examples from our corpus; (a) sen tences are the source, (b) sentences the target.",Experiment/Discussion
bad weather and the infinitive clause to transport to the present participle transporting.,Experiment/Discussion
Note that the prenominal modifiers US Navy Sea Stallion and the verb used have been removed.,Experiment/Discussion
"In sentence (5), the verb say is added and the NP a breach by amajor power of international conventions is para phrased by the sentence the US are in breach of international conventions.",Experiment/Discussion
Our work builds on the model developed by Cohnand Lapata (2007).,Experiment/Discussion
They formulate sentence compression as a tree-to-tree rewriting task.,Experiment/Discussion
"A syn chronous tree substitution grammar (STSG, Eisner (2003)) licenses the space of all possible rewrites.",Experiment/Discussion
