col1,col2
"In addition to a high accuracy, short parsing and training times are the most important properties of a parser.",Introduction
"However, pars ing and training times are still relatively long.",Introduction
"To determine why, we analyzed thetime usage of a dependency parser.",Introduction
We il lustrate that the mapping of the features onto their weights in the support vectormachine is the major factor in time complexity.,Introduction
"To resolve this problem, we implemented the passive-aggressive percep tron algorithm as a Hash Kernel.",Introduction
The Hash Kernel substantially improves the parsing times and takes into account thefeatures of negative examples built dur ing the training.,Introduction
This has lead to a higher accuracy.,Introduction
We could further increase theparsing and training speed with a paral lel feature extraction and a parallel parsing algorithm.,Introduction
"We are convinced that the HashKernel and the parallelization can be ap plied successful to other NLP applicationsas well such as transition based depen dency parsers, phrase structrue parsers, and machine translation.",Introduction
Highly accurate dependency parsers have high de mands on resources and long parsing times.,Experiment/Discussion
The training of a parser frequently takes several days and the parsing of a sentence can take on averageup to a minute.,Experiment/Discussion
The parsing time usage is impor tant for many applications.,Experiment/Discussion
"For instance, dialog systems only have a few hundred milliseconds toanalyze a sentence and machine translation sys tems, have to consider in that time some thousandtranslation alternatives for the translation of a sen tence.",Experiment/Discussion
"Parsing and training times can be improved by methods that maintain the accuracy level, or methods that trade accuracy against better parsing times.",Experiment/Discussion
Software developers and researchers areusually unwilling to reduce the quality of their ap plications.,Experiment/Discussion
"Consequently, we have to consider atfirst methods to improve a parser, which do not in volve an accuracy loss, such as faster algorithms,faster implementation of algorithms, parallel al gorithms that use several CPU cores, and feature selection that eliminates the features that do not improve accuracy.",Experiment/Discussion
"We employ, as a basis for our parser, the secondorder maximum spanning tree dependency pars ing algorithm of Carreras (2007).",Experiment/Discussion
"This algorithmfrequently reaches very good, or even the best la beled attachment scores, and was one of the most used parsing algorithms in the shared task 2009 of the Conference on Natural Language Learning (CoNLL) (Hajic?",Experiment/Discussion
"et al, 2009).",Experiment/Discussion
"We combined thisparsing algorithm with the passive-aggressive perceptron algorithm (Crammer et al, 2003; McDon ald et al, 2005; Crammer et al, 2006).",Experiment/Discussion
A parser build out of these two algorithms provides a good baseline and starting point to improve upon the parsing and training times.,Experiment/Discussion
The rest of the paper is structured as follows.,Experiment/Discussion
"In Section 2, we describe related work.",Experiment/Discussion
"In section 3, we analyze the time usage of the components of 89the parser.",Experiment/Discussion
"In Section 4, we introduce a new Kernel that resolves some of the bottlenecks and im proves the performance.",Experiment/Discussion
"In Section 5, we describethe parallel parsing algorithms which nearly allowed us to divide the parsing times by the number of cores.",Experiment/Discussion
"In Section 6, we determine the opti mal setting for the Non-Projective ApproximationAlgorithm.",Experiment/Discussion
"In Section 7, we conclude with a sum mary and an outline of further research.",Experiment/Discussion
"The two main approaches to dependency parsing are transition based dependency parsing (Nivre, 2003; Yamada and Matsumoto., 2003; Titov and Henderson, 2007) and maximum spanning tree based dependency parsing (Eisner, 1996; Eisner, 2000; McDonald and Pereira, 2006).",Experiment/Discussion
"Transition based parsers typically have a linear or quadratic complexity (Nivre et al, 2004; Attardi, 2006).Nivre (2009) introduced a transition based non projective parsing algorithm that has a worst casequadratic complexity and an expected linear pars ing time.",Experiment/Discussion
"Titov and Henderson (2007) combined a transition based parsing algorithm, which used abeam search with a latent variable machine learn ing technique.",Experiment/Discussion
Maximum spanning tree dependency based parsers decomposes a dependency structure into parts known as ?factors?.,Experiment/Discussion
"The factors of the first order maximum spanning tree parsing algorithm are edges consisting of the head, the dependent (child) and the edge label.",Experiment/Discussion
This algorithm has a quadratic complexity.,Experiment/Discussion
The second order parsing algorithm of McDonald and Pereira (2006) uses aseparate algorithm for edge labeling.,Experiment/Discussion
This algo rithm uses in addition to the first order factors: theedges to those children which are closest to the de pendent.,Experiment/Discussion
"The second order algorithm of Carreras (2007) uses in addition to McDonald and Pereira (2006) the child of the dependent occurring in the sentence between the head and the dependent, and the an edge to a grandchild.",Experiment/Discussion
The edge labeling is an integral part of the algorithm which requires an additional loop over the labels.,Experiment/Discussion
This algorithm therefore has a complexity of O(n4).,Experiment/Discussion
Johansson and Nugues (2008) reduced the needed number of loops over the edge labels by using only the edges that existed in the training corpus for a distinct head and child part-of-speech tag combination.The transition based parsers have a lower com plexity.,Experiment/Discussion
"Nevertheless, the reported run times inthe last shared tasks were similar to the maxi mum spanning tree parsers.",Experiment/Discussion
"For a transition based parser, Gesmundo et al (2009) reported run times between 2.2 days for English and 4.7 days forCzech for the joint training of syntactic and se mantic dependencies.",Experiment/Discussion
"The parsing times were about one word per second, which speeds upquickly with a smaller beam-size, although the ac curacy of the parser degrades a bit.",Experiment/Discussion
Johansson and Nugues (2008) reported training times of 2.4 days for English with the high-order parsing algorithm of Carreras (2007).,Experiment/Discussion
We built a baseline parser to measure the time usage.,Experiment/Discussion
The baseline parser resembles the architec ture of McDonald and Pereira (2006).,Experiment/Discussion
"It consists of the second order parsing algorithm of Carreras(2007), the non-projective approximation algorithm (McDonald and Pereira, 2006), the passive aggressive support vector machine, and a feature extraction component.",Experiment/Discussion
The features are listed in Table 4.,Experiment/Discussion
"As in McDonald et al (2005), the parser stores the features of each training example in a file.",Experiment/Discussion
"In each epoch of the training, the feature file is read, and the weights are calculated and stored in an array.",Experiment/Discussion
This procedure is up to 5 times faster than computing the features each time anew.,Experiment/Discussion
But the parser has to maintain large arrays: for the weights of the sentence and the training file.,Experiment/Discussion
"Therefore, the parser needs 3GB of main memoryfor English and 100GB of disc space for the train ing file.",Experiment/Discussion
"The parsing time is approximately 20% faster, since some of the values did not have to be recalculated.",Experiment/Discussion
Algorithm 1 illustrates the training algorithm in pseudo code.,Experiment/Discussion
"is the set of training examples where an example is a pair (xi, yi) of a sentence and the corresponding dependency structure.",Experiment/Discussion
??wand ??v are weight vectors.,Experiment/Discussion
The first loop ex tracts features from the sentence xi and maps the features to numbers.,Experiment/Discussion
"The numbers are grouped into three vectors for the features of all possible edges ?h,d, possible edges in combination withsiblings ?h,d,s and in combination with grandchil 90 te+s tr tp ta rest total te pars.",Experiment/Discussion
train.,Experiment/Discussion
sent.,Experiment/Discussion
feat.,Experiment/Discussion
"LAS UAS Chinese 4582 748 95 - 3 846 3298 3262 84h 22277 8.76M 76.88 81.27 English 1509 168 12.5 20 1.5 202 1223 1258 38.5h 39279 8.47M 90.14 92.45 German 945 139 7.7 17.8 1.5 166 419 429 26.7h 36020 9.16M 87.64 90.03 Spanish 3329 779 36 - 2 816 2518 2550 16.9h 14329 5.51M 86.02 89.54 Table 1: te+s is the elapsed time in milliseconds to extract and store the features, tr to read the features and to calculate the weight arrays, tp to predict the projective parse tree, ta to apply the non-projective approximation algorithm, rest is the time to conduct the other parts such as the update function, train.",Experiment/Discussion
"is the total training time per instance (tr + tp + ta+rest ), and te is the elapsed time to extract the features.",Experiment/Discussion
"The next columns illustrate the parsing time in milliseconds per sentence for the test set, training time in hours, the number of sentences in the training set, the total number of features in million, the labeled attachment score of the test set, and the unlabeled attachment score.",Experiment/Discussion
"Algorithm 1: Training ? baseline algorithm ? = {(xi, yi)}Ii=1 // Training data??w = 0,??v = 0 ? = E ? I // passive-aggresive update weight for i = 1 to I tss+e; extract-and-store-features(xi); tes+e; for n = 1 to E // iteration over the training epochs for i = 1 to I // iteration over the training examples k ?",Experiment/Discussion
"(n? 1) ? I + i ? = E ? I ? k + 2 // passive-aggressive weight tsr,k; A = read-features-and-calc-arrays(i,??w ) ; ter,k tsp,k; yp = predicte-projective-parse-tree(A);tep,k tsa,k; ya = non-projective-approx.(yp ,A); tea,k update ??w , ??v according to ?(yp, yi) and ? w = v/(E ? I) // average dren ?h,d,g where h, d, g, and s are the indexes of the words included in xi.",Experiment/Discussion
"Finally, the method stores the feature vectors on the hard disc.",Experiment/Discussion
The next two loops build the main part of the training algorithm.,Experiment/Discussion
"The outer loop iterates over the number of training epochs, while the innerloop iterates over all training examples.",Experiment/Discussion
The on line training algorithm considers a single training example in each iteration.,Experiment/Discussion
The first function in the loop reads the features and computes the weights A for the factors in the sentence xi.,Experiment/Discussion
A is a set of weight arrays.,Experiment/Discussion
"A = {??w ? ??f h,d,??w ? ??f h,d,s,??w ? ??f h,d,g} The parsing algorithm uses the weight arrays to predict a projective dependency structure yp.",Experiment/Discussion
The non-projective approximation algorithm has as input the dependency structure and the weightarrays.,Experiment/Discussion
It rearranges the edges and tries to in crease the total score of the dependency structure.,Experiment/Discussion
"This algorithm builds a dependency structure ya,which might be non-projective.",Experiment/Discussion
The training al gorithm updates ??w according to the difference between the predicted dependency structures ya and the reference structure yi.,Experiment/Discussion
"It updates ??v as well, whereby the algorithm additionally weights the updates by ?.",Experiment/Discussion
"Since the algorithm decreases ? in each round, the algorithm adapts the weights more aggressively at the beginning (Crammer etal., 2006).",Experiment/Discussion
"After all iterations, the algorithm com putes the average of ??v , which reduces the effect of overfitting (Collins, 2002).",Experiment/Discussion
"We have inserted into the training algorithm functions to measure the start times ts and the end times te for the procedures to compute andstore the features, to read the features, to predict the projective parse, and to calculate the nonprojective approximation.",Experiment/Discussion
"We calculate the aver age elapsed time per instance, as the average over all training examples and epochs: tx = ?E?I k=1 t e x,k?tsx,k E?I . We use the training set and the test set of theCoNLL shared task 2009 for our experiments.",Experiment/Discussion
Ta ble 1 shows the elapsed times in 11000 seconds (milliseconds) of the selected languages for the procedure calls in the loops of Algorithm 1.,Experiment/Discussion
"We had to measure the times for the feature extractionin the parsing algorithm, since in the training al gorithm, the time can only be measured together with the time for storing the features.",Experiment/Discussion
"The table contains additional figures for the total training time and parsing scores.1 The parsing algorithm itself only required, to our surprise, 12.5 ms (tp) for a English sentence 1We use a Intel Nehalem i7 CPU 3.33 Ghz.",Experiment/Discussion
"With turbo mode on, the clock speed was 3.46 Ghz.",Experiment/Discussion
"91 on average, while the feature extraction needs 1223 ms. To extract the features takes about100 times longer than to build a projective dependency tree.",Experiment/Discussion
