col1,col2
This paper presents a maximum entropyword alignment algorithm for Arabic English based on supervised training data.We demonstrate that it is feasible to create training material for problems in machine translation and that a mixture of su pervised and unsupervised methods yields superior performance.,Introduction
The probabilisticmodel used in the alignment directly models the link decisions.,Introduction
Significant improvement over traditional word alignment tech niques is shown as well as improvement onseveral machine translation tests.,Introduction
Perfor mance of the algorithm is contrasted with human annotation performance.,Introduction
"Machine translation takes a source sequence, S = [s1 s2 . . .",Experiment/Discussion
"sK ] and generates a target sequence, T = [t1 t2 . . .",Experiment/Discussion
tM ] that renders the meaning of the source sequence into the target sequence.,Experiment/Discussion
"Typically, algorithms operate on sentences.",Experiment/Discussion
"In the most general setup, one or more source words can generate 0, 1 or more target words.",Experiment/Discussion
"Current state of the art machine translation systems (Och, 2003) use phrasal (n-gram) features extracted automatically from parallel corpora.",Experiment/Discussion
These phrases are extracted using word alignment algorithms that are trained on parallel corpora.,Experiment/Discussion
"Phrases, or phrasal features, represent a mapping of source sequences into a target sequences which are typically a few words long.In this paper, we investigate the feasibility of training alignment algorithms based on supervised alignment data.",Experiment/Discussion
"Although there is a modest cost associ ated with annotating data, we show that a reduction of 40% relative in alignment error (AER) is possible over the GIZA++ aligner (Och and Ney, 2003).",Experiment/Discussion
"Although there are a number of other applications for word alignment, for example in creating bilingual dictionaries, the primary application continues to be as a component in a machine translation system.",Experiment/Discussion
We test our aligner on several machine translation tests and show encouraging improvements.,Experiment/Discussion
Most of the prior work on word alignments has been done on parallel corpora where the alignment at the sentence level is also done automatically.,Experiment/Discussion
"The IBMmodels 1-5 (Brown et al, 1993) produce word align ments with increasing algorithmic complexity and performance.",Experiment/Discussion
"These IBM models and more recent refinements (Moore, 2004) as well as algorithms thatbootstrap from these models like the HMM algorithm described in (Vogel et al, 1996) are unsuper vised algorithms.",Experiment/Discussion
"The relative success of these automatic techniques together with the human annotation cost has delayed the collection of supervised word-aligned corpora for more than a decade.(Cherry and Lin, 2003) recently proposed a di rect alignment formulation and state that it would be straightforward to estimate the parameters givena supervised alignment corpus.",Experiment/Discussion
"In this paper, we ex tend their work and show that with a small amountof annotated data, together with a modeling strat egy and search algorithm yield significant gains in alignment F-measure.",Experiment/Discussion
89 show vAny +pAl# AlvAnyp secondWords WordNet the 2nd 2d pointed +pwvyqAl#+tA$Arw# wA$Art AlwvyqpWords Segm.,Experiment/Discussion
to Aly Aly Source Target papers document indicate point Figure 1: Alignment example.,Experiment/Discussion
"In order to describe the algorithm, we will need to first describe the direct link model.",Experiment/Discussion
Figure 1 shows two sequences where the top sequence is considered the source sequence and the bottom sequence the target sequence.,Experiment/Discussion
"Each sequence can have auxilliary information such as Arabic segmentation or English WordNet (Miller, 1990) information as shown.",Experiment/Discussion
"Given the source and target sequences, there are a number of different ways to link each target word to a sourceword.",Experiment/Discussion
Each target word has a link li which indi cates which source position it links to.,Experiment/Discussion
The range of li is from 0 to K and there are M of these links.,Experiment/Discussion
The source word position 0 is used to indicate NULL which we imagine gives rise to unaligned Englishwords.,Experiment/Discussion
"In this paper, we refer to these words as be ing spontaneous.",Experiment/Discussion
A valid link configuration has M links.,Experiment/Discussion
"Define L to be the set of all possible valid link configurations, and L to be a member of that set.",Experiment/Discussion
"We seek to maximize the alignment probability by finding the optimum link configuration Lopt, p(Lopt|S, T ) = argmax L?L p(L|S, T ) = p(lMi |tM1 , sK1 ) = M ? i=0 p(li|tM1 , sK1 , li?11 ).We factor this into a transition model and an obser vation model, p(L|S, T ) = 1Z M ? i=0 p(li|li?1)?p(li|tM1 , sK1 , li?11 )1??.",Experiment/Discussion
"where Z is the normalizing constant.We factor the model as above so that the tran sition model computation, which uses information available on the search hypotheses, is reduced during the search process.",Experiment/Discussion
"In the aligner presented here, ?is always set to 0.5.",Experiment/Discussion
"Next we will describe the tran sition model, then the observation model and finallythe experiments in alignment and machine transla tion.In the IBM Model 1 aligner, the choice of the lan guage to serve as states of the search algorithm is not prescribed, but practically the choice is important asit affects performance.",Experiment/Discussion
"To see this, note that in gen erative models an input word can only be aligned toa single state in the search.",Experiment/Discussion
"In our current situation, we are interested in aligning unsegmented Ara bic words and typical words have a few affixes toindicate for example pronouns, definiteness, prepositions and conjunctions.",Experiment/Discussion
"In English these are sepa rate words, and therefore to maximize performance the unsegmented Arabic words serve as states in the search algorithm and we align English words to these states.",Experiment/Discussion
3.1 Transition Model.,Experiment/Discussion
The transition model tends to keep the alignmentsclose together and penalizes alignments in which ad jacent words in the target language come from very distant words in the source language.,Experiment/Discussion
"Also, we would like to penalize many English words coming from the same Arabic state; we call this the state visit penalty and will be described later.",Experiment/Discussion
