col1,col2
We propose a method for identifying diathesis alternations where a particular argument type is seen in slots which have different grammatical roles in the alternating forms.,Introduction
The method uses selectional preferences acquired as probability distributions over WordNet.,Introduction
Preferences for the target slots are compared using a measure of distributional similarity.,Introduction
"The method is evaluated on the causative and conative alternations, but is generally applicable and does not require a priori knowledge specific to the alternation.",Introduction
Diathesis alternations are alternate ways in which the arguments of a verb are expressed syntactically.,Experiment/Discussion
The syntactic changes are sometimes accompanied by slight changes in the meaning of the verb.,Experiment/Discussion
An example of the causative alternation is given in (1) below.,Experiment/Discussion
"In this alternation, the object of the transitive variant can also appear as the subject of the intransitive variant.",Experiment/Discussion
"In the conative alternation, the transitive form alternates with a prepositional phrase construction involving either at or on.",Experiment/Discussion
An example of the conative alternation is given in (2).,Experiment/Discussion
We refer to alternations where a particular semantic role appears in different grammatical roles in alternate realisations as &quot;role switching alternations&quot; (RsAs).,Experiment/Discussion
It is these alternations that our method applies to.,Experiment/Discussion
"Recently, there has been interest in corpus-based methods to identify alternations (McCarthy and Korhonen, 1998; Lapata, 1999), and associated verb classifications (Stevenson and Merlo, 1999).",Experiment/Discussion
"These have either relied on a priori knowledge specified for the alternations in advance, or are not suitable for a wide range of alternations.",Experiment/Discussion
"The fully automatic method outlined here is applied to the causative and conative alternations, but is applicable to other RSAS.",Experiment/Discussion
Diathesis alternations have been proposed for a number of NLP tasks.,Experiment/Discussion
Several researchers have suggested using them for improving lexical acquisition.,Experiment/Discussion
Korhonen (1997) uses them in subcategorization frame (scF) acquisition to improve the performance of a statistical filter which determines whether a SCF observed for a particular verb is genuine or not.,Experiment/Discussion
"They have also been suggested for the recovery of predicate argument structure, necessary for SCF acquisition (Briscoe and Carroll, 1997; Boguraev and Briscoe, 1987).",Experiment/Discussion
And Ribas (1995) showed that selectional preferences acquired using alternations performed better on a word sense disambiguation task compared to preferences acquired without alternations.,Experiment/Discussion
He used alternations to indicate where the argument head data from different slots can be combined since it occupies the same semantic relationship with the predicate.,Experiment/Discussion
Different diathesis alternations give different emphasis and nuances of meaning to the same basic content.,Experiment/Discussion
"These subtle changes of meaning are important in natural language generation (Stede, 1998).",Experiment/Discussion
Alternations provide a means of reducing redundancy in the lexicon since the alternating scFs need not be enumerated for each individual verb if a marker is used to specify which verbs the alternation applies to.,Experiment/Discussion
"Alternations also provide a means of generalizing patterns of behaviour over groups of verbs, typically the group members are semantically related.",Experiment/Discussion
Levin (1993) provides a classification of over 3000 verbs according to their participation in alternations involving NP and PP constituents.,Experiment/Discussion
Levin's classification is not intended to be exhaustive.,Experiment/Discussion
Automatic identification of alternations would be a useful tool for extending the classification with new participants.,Experiment/Discussion
"Levin's taxonomy might also be used alongside observed behaviour, to predict unseen behaviour.",Experiment/Discussion
"Levin's classification has been extended by other NLP researchers (Dorr and Jones, 1996; Dang et al., 1998).",Experiment/Discussion
Dang et al. (1998) modify it by adding new classes which remove the overlap between classes from the original scheme.,Experiment/Discussion
Dorr and Jones (1996) extend the classification by using grammatical information in LDOCE alongside semantic information in WordNet.,Experiment/Discussion
What is missing is a way of classifying verbs when the relevant information is not available in a manmade resource.,Experiment/Discussion
Using corpora by-passes reliance on the availability and adequacy of mRDs.,Experiment/Discussion
"Additionally, the frequency information in corpora is helpful for estimating alternation productivity (Lapata, 1999).",Experiment/Discussion
"Estimations of productivity have been suggested for controlling the application of alternations (Briscoe and Copestake, 1996).",Experiment/Discussion
"We propose a method to acquire knowledge of alternation participation directly from corpora, with frequency information available as a by-product.",Experiment/Discussion
We use both syntactic and semantic information for identifying participants in RsAs.,Experiment/Discussion
"Firstly, syntactic processing is used to find candidates taking the alternating SCFS.",Experiment/Discussion
"Secondly, selectional preference models are acquired for the argument heads associated with a specific slot in a specific SCF of a verb.",Experiment/Discussion
"We use the SCF acquisition system of Briscoe and Carroll (1997), with a probabilistic LR parser (Inui et al., 1997) for syntactic processing.",Experiment/Discussion
The corpus data is POS tagged and lemmatised before the LR parser is applied.,Experiment/Discussion
"Subcategorization patterns are extracted from the parses, these include both the syntactic categories and the argument heads of the constituents.",Experiment/Discussion
These subcategorization patterns are then classified according to a set of 161 SCF classes.,Experiment/Discussion
The SCF entries for each verb are then subjected to a statistical filter which removes scFs that have occurred with a frequency less than would be expected by chance.,Experiment/Discussion
The resulting SCF lexicon lists each verb with the scFs it takes.,Experiment/Discussion
Each SCF entry includes a frequency count and lists the argument heads at all slots.,Experiment/Discussion
Selectional preferences are automatically acquired for the slots involved in the role switching.,Experiment/Discussion
We refer to these as the target slots.,Experiment/Discussion
"For the causative alternation, the slots are the direct object slot of the transitive SCF and the subject slot of the intransitive.",Experiment/Discussion
"For the conative, the slots are the direct object of the transitive and the PP of the up v pp SCF.",Experiment/Discussion
Selectional preferences are acquired using the method devised by Li and Abe (1995).,Experiment/Discussion
The preferences for a slot are represented as a tree cut model (Tcm).,Experiment/Discussion
This is a set of disjoint classes that partition the leaves of the WordNet noun hypernym hierarchy.,Experiment/Discussion
A conditional probability is attached to each of the classes in the set.,Experiment/Discussion
"To ensure the TCM covers all the word senses in WordNet, we modify Li and Abe's original scheme by creating hyponym leaf classes below all WordNet's hypernym (internal) classes.",Experiment/Discussion
Each leaf holds the word senses previously held at the internal class.,Experiment/Discussion
The nominal argument heads from a target slot are collected and used to populate the WordNet hierarchy with frequency information.,Experiment/Discussion
The head lemmas are matched to the classes which contain them as synonyms.,Experiment/Discussion
"Where a lemma appears as a synonym in more than one class, its frequency count is divided between all classes for which it has direct membership.",Experiment/Discussion
The frequency counts from hyponym classes are added to the count for each hypernym class.,Experiment/Discussion
"A root node, created above all the WordNet roots, contains the total frequency count for all the argument head lemmas found within WordNet.",Experiment/Discussion
"The minimum description length principle (MDL) (Rissanen, 1978) is used to find the best TCM by considering the cost (in bits) of describing both the model and the argument head data encoded in the model.",Experiment/Discussion
The cost (or description length) for a TCM is calculated according to equation 1.,Experiment/Discussion
"The number of parameters of the model is given by k, this is the number of classes in the TCM minus one.",Experiment/Discussion
S is the sample size of the argument head data.,Experiment/Discussion
The cost of describing each argument head (n) is calculated using the log of the probability estimate for the classes on the TCM that n belongs to (ca).,Experiment/Discussion
A small portion of the TCM for the object slot of start in the transitive frame is displayed in figure 1.,Experiment/Discussion
WordNet classes are displayed in boxes with a label which best reflects the sense of the class.,Experiment/Discussion
The probability estimates are shown for the classes along the TCM.,Experiment/Discussion
Examples of the argument head data are displayed below the WordNet classes with dotted lines indicating membership at a hyponym class beneath these classes.,Experiment/Discussion
We assume that verbs which participate will show a higher degree of similarity between the preferences at the target slots compared with non-participating verbs.,Experiment/Discussion
To compare the preferences we compare the probability distributions across WordNet using a measure of distributional similarity.,Experiment/Discussion
"Since the probability distributions may be at different levels of WordNet, we map the Tcms at the target slots to a common tree cut, a &quot;base cut&quot;.",Experiment/Discussion
We experiment with two different types of base cut.,Experiment/Discussion
The first is simply a base cut at the eleven root classes of WordNet.,Experiment/Discussion
We refer to this as the &quot;root base cut&quot; (RBC).,Experiment/Discussion
The second is termed the &quot;union base cut&quot; (PBc).,Experiment/Discussion
This is obtained by taking all classes from the union of the two Tcms which are not subsumed by another class in this union.,Experiment/Discussion
Duplicates are removed.,Experiment/Discussion
Probabilities are assigned to the classes of a base cut using the estimates on the original TCM.,Experiment/Discussion
The probability estimate for a hypernym class is obtained by combining the probability estimates for all its hyponyms on the original cut.,Experiment/Discussion
Figure 2 exemplifies this process for two Tcms (Tcml and Tcm2) in an imaginary hierarchy.,Experiment/Discussion
"The UBC is at the classes B, C and D. To quantify the similarity between the probability distributions for the target slots we use the a-skew divergence (asp) proposed by Lee (1999).",Experiment/Discussion
"1 This measure, defined in equation 2, is a smoothed version of the Kulback-Liebler divergence. p1(x) and p2(x) are the two probability distributions which are being compared.",Experiment/Discussion
"The a constant is a value between 0 and We also experimented with euclidian distance, the LI norm, and cosine measures.",Experiment/Discussion
The differences in performance of these measures were not statistically significant.,Experiment/Discussion
1 which smooths p1(x) with p2(x) so that asri is always defined.,Experiment/Discussion
We use the same value (0.99) for a as Lee.,Experiment/Discussion
If a is set to 1 then this measure is equivalent to the Kulback-Liebler divergence.,Experiment/Discussion
"We experiment with a SCF lexicon produced from 19.3 million words of parsed text from the BNC (Leech, 1992).",Experiment/Discussion
"We used the causative and conative alternations, since these have enough candidates in our lexicon for experimentation.",Experiment/Discussion
Evaluation is performed on verbs already filtered by the syntactic processing.,Experiment/Discussion
"The SCF acquisition system has been evaluated elsewhere (Briscoe and Carroll, 1997).",Experiment/Discussion
We selected candidate verbs which occurred with 10 or more nominal argument heads at the target slots.,Experiment/Discussion
The argument heads were restricted to those which can be classified in the WordNet hypernym hierarchy.,Experiment/Discussion
Candidates were selected by hand so as to obtain an even split between candidates which did participate in the alternation (positive candidates) and those which did not (negative candidates).,Experiment/Discussion
Four human judges were used to determine the &quot;gold standard&quot;.,Experiment/Discussion
The judges were asked to specify a yes or no decision on participation for each verb.,Experiment/Discussion
They were also permitted a don't know verdict.,Experiment/Discussion
"The kappa statistic (Siegel and Castellan, 1988) was calculated to ensure that there was significant agreement between judges for the initial set of candidates.",Experiment/Discussion
"From these, verbs were selected which had 75% or more agreement, i.e. three or more judges giving the same yes or no decision for the verb.",Experiment/Discussion
For the causative alternation we were left with 46 positives and 53 negatives.,Experiment/Discussion
For the conative alternation we had 6 of each.,Experiment/Discussion
"In both cases, we used the Mann Whitney U test to see if there was a significant relationship between the similarity measure and participation.",Experiment/Discussion
We then used a threshold on the similarity scores as the decision point for participation to determine a level of accuracy.,Experiment/Discussion
We experimented with both the mean and median of the scores as a threshold.,Experiment/Discussion
Seven of the negative causative candidates were randomly chosen and removed to ensure an even split between positive and negative candidates for determining accuracy using the mean and median as thresholds.,Experiment/Discussion
The following subsection describes the results of the experiments using the method described in section 3 above.,Experiment/Discussion
Subsection 4.2 describes an experiment on the same data to determine participation using a similarity measure based on the intersection of the lemmas at the target slots.,Experiment/Discussion
The results for the causative alternation are displayed in table 1 for both the RBC and the UBC.,Experiment/Discussion
"The relationship between participation and asp is highly significant in both cases, with values of p well below 0.01.",Experiment/Discussion
Accuracy for the mean and median thresholds are displayed in the fourth and fifth columns.,Experiment/Discussion
Both thresholds outperform the random baseline of 50%.,Experiment/Discussion
"The results for the UBC are slightly improved, compared to those for the RBC, however the improvement is not significant.",Experiment/Discussion
"The numbers of false negative (FN) and false positive (FP) errors for the mean and median thresholds are displayed in table 2, along with the threshold and accuracy.",Experiment/Discussion
The outcomes for each individual verb for the experiment using the RBC and the mean threshold are as follows: add admit answer believe borrow cost declare demand expect feel imagine know notice pay perform practise proclaim read remember sing survive understand win write accelerate bang bend boil break burn change close cook cool crack decrease drop dry end expand fly improve increase match melt open ring rip rock roll shatter shut slam smash snap spill split spread start stop stretch swing tilt turn wake ask attack catch choose climb drink eat help kick knit miss outline pack paint plan prescribe pull remain steal suck warn wash The results for the UBC experiment are very similar.,Experiment/Discussion
"If the median is used, the number of FPs and FNs are evenly balanced.",Experiment/Discussion
"This is because the median threshold is, by definition, taken midway between the test items arranged in order of their similarity scores.",Experiment/Discussion
"There are an even number of items on either side of the decision point, and an even number of positive and negative candidates in our test sample.",Experiment/Discussion
"Thus, the errors on either side of the decision point are equal in number.",Experiment/Discussion
"For both base cuts, there are a larger number of false positives than false negatives when the mean is used.",Experiment/Discussion
"The mean produces a higher accuracy than the median, but gives an increase in false positives.",Experiment/Discussion
Many false positives arise where the preferences at both target slots are near neighbours in WordNet.,Experiment/Discussion
"For example, this occurred for eat and drink.",Experiment/Discussion
"There verbs have a high probability mass (around 0.7) under the entity class in both target slots, since both people and types of food occur under this class.",Experiment/Discussion
"In cases like these, the probability distributions at the RBC, and frequently the UBC, are not sufficiently distinctive.",Experiment/Discussion
The polysemy of the verbs may provide another explanation for the large quantity of false positives.,Experiment/Discussion
"The scFs and data of different senses should not ideally be combined, at least not for coarse grained sense distinctions.",Experiment/Discussion
We tested the false positive and true negative candidates to see if there was a relationship between the polysemy of a verb and its misclassification.,Experiment/Discussion
The number of senses (according to WordNet) was used to indicate the polysemy of a verb.,Experiment/Discussion
The Mann Whitney U test was performed on the verbs found to be true negative and false positive using the RBC.,Experiment/Discussion
A significant relationship was not found between participation and misclassification.,Experiment/Discussion
Both groups had an average of 5 senses per verb.,Experiment/Discussion
