col1,col2
"
			",{}
"
			",{}
"Aho, A. V. 1968.",{}
lndexed grammars - An extension to context free grammars.,{}
"J ACM, 15:647-671.",{}
"Baker, J.K. 1979.",{}
Trainable grammars tbr speech recognition.,{}
"In Jared J. Wolf and Dennis H. Klatt, editors, Speech communication papers presentacd at the 97 ~h Meeting of the Acoustical Society of Amer- ica, MIT, Cambridge, MA, June.",{}
"llooth, Taylor R. and Richard A. Thoml)son.",{}
1973.,{}
Applying probability measures to abstract languages.,{}
"IEEE 7)'aasactions on Computers, C-22(5):442-450, May. Booth, T. 1969.",{}
Probabilistic representation f formal languages.,{}
"In Tenth Annual IEEE Symposium on Switching and Automata Theory, October.",{}
"Chomsky, N., 1964.",{}
"Syntactic Structures, chapter 2-3, pages 13-18.",{}
Mouton.,{}
"Gazdar, G. 1985.",{}
"Applicability of indexed gr,'unmars to natural anguages.",{}
"Technical Report CSLI-85-34, Center for Study of Language and Information.",{}
"tlempttill, Charles T., John J. Godfrey, and George IL Doddington.",{}
1990.,{}
The ATIS spoken language sys- tems pilot corpus.,{}
"In DARPA Speech and Natural Laaguage Workshop, Hidden Valley, Pennsylvania, June.",{}
"Jelinek, F., J. D. Lafferty, and R. L. Mercer.",{}
1990.,{}
Ba- sic methods of probabilistic ontext free grammars.,{}
"Technical Report RC 16374 (72684), IBM, Yorktown Heights, New York 10598.",{}
"Joshi, Aravind K. and Yves Schabes.",{}
1991.,{}
Tree- adjoiuing grammars and lexiealized grammars.,{}
"In Maurice Nivat and Andreas Podelski, editors, Defin- ability and Recognizability ofSets of Trees.",{}
Elsevier.,{}
Forthcoming.,{}
"Joshi, Aravind K., K. Vijay-Simnker, and David Weir.",{}
1991.,{}
"The convergence of mildly context-sensitive gramnmtical formalisms, in Peter Sells, Stuart Shieber, and Tom Wasow, editors, Foundational Is- sues in Natural Language Processing.",{}
"MIT Press, Cambridge MA.",{}
"Joshi, Aravind K. 1987.",{}
An Introduction to Tree Ad- joining Grammars.,{}
"In A. Manaster-Ramer, editor, Mathematics of Language.",{}
"John Beujamins, Amster- dana.",{}
"Lari, K. and S. J. Young.",{}
1990.,{}
The estimation of stochastic ontext-free grmnmars using the Inside- Outside algorithm.,{}
"Computer Speech and Language, 4:35-56.",{}
"ACRES DE COL1NG-92, NANTES, 23-28 AO~r 1992 4 3 1 PROr'..",{}
"OI: COLING-92, NANTES, AUG. 23-28, 1992 Pereira, Fernando and Yves Schabes.",{}
1992.,{}
Inside- outside reest imation from partial ly bracketed cor- pora.,{}
"In 20 th Meeting of the Association for Compu- tational Linguistics (ACL '9~), Newark, Delaware.",{}
"Prat t , Fletcher.",{}
1942.,{}
"Secret and urgent, the story of codes and ciphers.",{}
Blue Ribbon Books.,{}
"Resnik, Philip.",{}
1991.,{}
Lexicalized tree-adjoining ram- mar for distr ibutional analysis.,{}
"In Penn Review of Linguistics, Spring.",{}
"Schabes, Yves, Anne Abeill~, and Aravind K. Joshi.",{}
1988.,{}
Pars ing strategies with ' lexicalized' grarnmars: Application to tree adjoining gra~mnars.,{}
"In Proceed- ings of the 1~ lh International Conference on Compu- tational Linguistics (COLING'88}, Budapest, Hun- gary, August . Sehabes, Yves.",{}
1990.,{}
Mathematical nd Computational Aspects of Lexicalized Grammars.,{}
"Ph.D. thesis, Uni- versity of Pennsylvania, Philadelphia, PA, August.",{}
"Available as technical report (MS-CIS-90-48, L INC LAB179) from the Department of Computer Science.",{}
"Schabes, Yves.",{}
1991.,{}
An inside-outside algor i thm for est imat ing the parameters of a hidden stochastic context-free grammar based on Earley's algorithm.,{}
Manuscript.,{}
"Shannon, C. E. 1948.",{}
A mathemat ica l theory of communicat ion.,{}
"The Bell System Technical Journal, 27(3):379-423.",{}
"Shannon, C. E. 1951.",{}
Predict ion and entropy of printed english.,{}
"The Bell System Technical Journal, 30:50- 64.",{}
"Vi jay-Shanker, K. and David J. Weir.",{}
1991.,{}
Pars ing constrained grammar formalisms.,{}
In preparation.,{}
"Vi jay-Shanker, K. 1987.",{}
A Study of ?lbee Adjoining Grammars.,{}
"Ph.D. thesis, Department of Computer and Information Science, University of Pennsylvmfia.",{}
"A Comput ing the Ins ide P rob- ab i l i t i es In the following, the inside and outside probabilities are re\]ative to the input string w. 3 t"" stands for the the set of foot nodes, S for the set of nodes on which substitution can occur, ~ for the set of root nodes of initial trees, and ,4 for the set of non-terminal nodes of auxiliary trees.",{}
The inside probability can be computed bottom-up with the following recurrence quations.,{}
"For all node v/found in an elementary tree, it can be shown that: 1.",{}
"If b\[$r/\] ~ a, I(b,7, i , - , - , I ) = dl if / = i+ 1 and if.",{}
"a = w~ +1, 0 otherwise.",{}
2.,{}
"\] f71 E3 c, l(b,7/,i,j,k,t)= l if i= j and if k = l, 0 otherwise.",{}
