col1,col2
"In this paper, we propose an approach toautomatically detect sentiments on Twit ter messages (tweets) that explores some characteristics of how tweets are written and meta-information of the words that compose these messages.",Introduction
"Moreover, we leverage sources of noisy labels as our training data.",Introduction
These noisy labels were provided by a few sentiment detectionwebsites over twitter data.,Introduction
"In our experi ments, we show that since our features areable to capture a more abstract representation of tweets, our solution is more ef fective than previous ones and also more robust regarding biased and noisy data, which is the kind of data provided by these sources.",Introduction
Twitter is one of the most popular social network websites and has been growing at a very fast pace.,Experiment/Discussion
"The number of Twitter users reached an estimated75 million by the end of 2009, up from approx imately 5 million in the previous year.",Experiment/Discussion
"Through the twitter platform, users share either informationor opinions about personalities, politicians, prod ucts, companies, events (Prentice and Huffman, 2008) etc. This has been attracting the attention of different communities interested in analyzing its content.",Experiment/Discussion
Sentiment detection of tweets is one of the basicanalysis utility functions needed by various applications over twitter data.,Experiment/Discussion
"Many systems and ap proaches have been implemented to automatically detect sentiment on texts (e.g., news articles, Web reviews and Web blogs) (Pang et al, 2002; Pang and Lee, 2004; Wiebe and Riloff, 2005; Glance et al, 2005; Wilson et al, 2005).",Experiment/Discussion
Most of theseapproaches use the raw word representation (n grams) as features to build a model for sentiment detection and perform this task over large pieces of texts.,Experiment/Discussion
"However, the main limitation of usingthese techniques for the Twitter context is mes sages posted on Twitter, so-called tweets, are veryshort.",Experiment/Discussion
The maximum size of a tweet is 140 char acters.,Experiment/Discussion
"In this paper, we propose a 2-step sentiment analysis classification method for Twitter, whichfirst classifies messages as subjective and ob jective, and further distinguishes the subjectivetweets as positive or negative.",Experiment/Discussion
"To reduce the la beling effort in creating these classifiers, instead of using manually annotated data to compose thetraining data, as regular supervised learning ap proaches, we leverage sources of noisy labels asour training data.",Experiment/Discussion
These noisy labels were pro vided by a few sentiment detection websites over twitter data.,Experiment/Discussion
"To better utilize these sources, we verify the potential value of using and combining them, providing an analysis of the provided labels, examine different strategies of combining these sources in order to obtain the best outcome; and, propose a more robust feature set that captures a more abstract representation of tweets, composedby meta-information associated to words and spe cific characteristics of how tweets are written.",Experiment/Discussion
"By using it, we aim to handle better: the problem of lack of information on tweets, helping on thegeneralization process of the classification algo rithms; and the noisy and biased labels provided by those websites.The remainder of this paper is organized as fol lows.",Experiment/Discussion
"In Section 2, we provide some context about messages on Twitter and about the websites used as label sources.",Experiment/Discussion
We introduce the features used in the sentiment detection and also provide a deep analysis of the labels generated by those sources in Section 3.,Experiment/Discussion
We examine different strategies of 36 combining these sources and present an extensive experimental evaluation in Section 4.,Experiment/Discussion
"Finally, we discuss previous works related to ours in Section 5and conclude in Section 6, where we outline direc tions and future work.",Experiment/Discussion
"In this section, we give some context about Twitter messages and the sources used for our data-driven approach.",Experiment/Discussion
Tweets.,Experiment/Discussion
The Twitter messages are called tweets.,Experiment/Discussion
There are some particular features that can be usedto compose a tweet (Figure 1 illustrates an ex ample): ?RT?,Experiment/Discussion
"is an acronym for retweet, which means the tweet was forwarded from a previous post; ?@twUser?",Experiment/Discussion
represents that this message is areply to the user ?twUser?; ?#obama?,Experiment/Discussion
"is a tag provided by the user for this message, so-called hash tag; and ?http://bit.ly/9K4n9p?",Experiment/Discussion
is a link to someexternal source.,Experiment/Discussion
Tweets are limited to 140 charac ters.,Experiment/Discussion
"Due to this lack of information in terms of words present in a tweet, we explore some of the tweet features listed above to boost the sentiment detection, as we will show in detail in Section 3.Data Sources.",Experiment/Discussion
"We collected data from 3 different websites that provide almost real-time sentiment detection for tweets: Twendz, Twitter Sen timent and TweetFeel.",Experiment/Discussion
"To collect data, we issued a query containing a common stopword ?of?, as we are interested in collecting generic data, and retrieved tweets from these sites for three weeks,archiving the returned tweets along with their sen timent labels.",Experiment/Discussion
Table 1 shows more details aboutthese sources.,Experiment/Discussion
"Two of the websites provide 3 class detection: positive, negative and neutral and one of them just 2-class detection.",Experiment/Discussion
One thing tonote is our crawling process obtained a very dif ferent number of tweets from each website.,Experiment/Discussion
Thismight be a result of differences among their sam pling processes of Twitter stream or some kind of filtering process to output.,Experiment/Discussion
"For instance, a sitemay only present the tweets it has more confi dence about their sentiment.",Experiment/Discussion
"In Section 3, we present a deep analysis of the data provided by these sources, showing if they are useful to build a sentiment classification.",Experiment/Discussion
RT @twUser: Obama is the first U.S. president not to have seen a new state added in his lifetime.,Experiment/Discussion
http://bit.ly/9K4n9p #obama Figure 1: Example of a tweet.,Experiment/Discussion
"Our goal is to categorize a tweet into one of the three sentiment categories: positive, neutral ornegative.",Experiment/Discussion
"Similar to (Pang and Lee, 2004; Wil son et al, 2005), we implement a 2-step sentimentdetection framework.",Experiment/Discussion
The first step targets on dis tinguishing subjective tweets from non-subjective tweets (subjectivity detection).,Experiment/Discussion
"The second onefurther classifies the subjective tweets into posi tive and negative, namely, the polarity detection.Both classifiers perform prediction using an ab stract representation of the sentences as features, as we show later in this section.",Experiment/Discussion
3.1 Features.,Experiment/Discussion
"A variety of features have been exploited on the problem of sentiment detection (Pang and Lee, 2004; Pang et al, 2002; Wiebe et al, 1999; Wiebeand Riloff, 2005; Riloff et al, 2006) including unigrams, bigrams, part-of-speech tags etc. A natural choice would be to use the raw word represen tation (n-grams) as features, since they obtained good results in previous works (Pang and Lee, 2004; Pang et al, 2002) that deal with large texts.However, as we want to perform sentiment detection on very short messages (tweets), this strategy might not be effective, as shown in our ex periments.",Experiment/Discussion
"In this context, we are motivated to develop an abstract representation of tweets.",Experiment/Discussion
Wepropose the use of two sets of features: metainformation about the words on tweets and char acteristics of how tweets are written.,Experiment/Discussion
Meta-features.,Experiment/Discussion
"Given a word in a tweet, we mapit to its part-of-speech using a part-of-speech dic tionary1.",Experiment/Discussion
"Previous approaches (Wiebe and Riloff,2005; Riloff et al, 2003) have shown that the ef fectiveness of using POS tags for this task.",Experiment/Discussion
Theintuition is certain POS tags are good indicators for sentiment tagging.,Experiment/Discussion
"For example, opinion messages are more likely containing adjec 1The pos dictionary we used in this paper is available at: http://wordlist.sourceforge.net/pos-readme.",Experiment/Discussion
37 Data sources URL # Tweets Sentiments Twendz http://twendz.waggeneredstrom.com/ 254081 pos/neg/neutral Twitter Sentiment http://twittersentiment.appspot.com/ 79696 pos/neg/neutral TweetFeel http://www.tweetfeel.com/ 13122 pos/neg Table 1: Information about the 3 data sources.,Experiment/Discussion
tives or interjections.,Experiment/Discussion
"In addition to POS tags, we map the word to its prior subjectivity (weak and strong subjectivity), also used by (Wiebe and Riloff, 2005), and polarity (positive, negative andneutral).",Experiment/Discussion
"The prior polarity is switched from pos itive to negative or vice-versa when a negative expression (as, e.g., ?don?t?, ?never?)",Experiment/Discussion
precedes the word.,Experiment/Discussion
"We obtained the prior subjectivity and polarity information from subjectivity lexicon of about 8,000 words used in (Riloff and Wiebe, 2003)2.",Experiment/Discussion
"Although this is a very comprehensive list, slang and specific Web vocabulary are not present on it, e.g., words as ?yummy?",Experiment/Discussion
or ?ftw?.,Experiment/Discussion
"For this reason, we collected popular words used on online discussions from many online sources and added them to this list.Tweet Syntax Features.",Experiment/Discussion
We exploited the syn tax of the tweets to compose our features.,Experiment/Discussion
"Theyare: retweet; hashtag; reply; link, if the tweet contains a link; punctuation (exclamation and questions marks); emoticons (textual expression rep resenting facial expressions); and upper cases (the number of words that starts with upper case in the tweet).The frequency of each feature in a tweet is di vided by the number of the words in the tweet.",Experiment/Discussion
3.2 Subjectivity Classifier.,Experiment/Discussion
"As we mentioned before, the first step in our tweet sentiment detection is to predict the subjectivity ofa given tweet.",Experiment/Discussion
"We decided to create a single clas sifier by combining the objectivity sentences from Twendz and Twitter Sentiment (objectivity class) and the subjectivity sentences from all 3 sources.As we do not know the quality of the labels pro vided by these sources, we perform a cleaning process over this data to assure some reasonable quality.",Experiment/Discussion
These are the steps: 1.,Experiment/Discussion
Disagreement removal: we remove the.,Experiment/Discussion
2The subjectivity lexicon is available at http://www.cs.pitt.edu/mpqa/ tweets that are disagreed between the data sources in terms of subjectivity; 2.,Experiment/Discussion
Same user?s messages: we observed that the.,Experiment/Discussion
"users with the highest number of messages in our dataset are usually those ones that postsome objective messages, for example, ad vertising some product or posting some job recruiting information.",Experiment/Discussion
"For this reason, we allowed in the training data only one message from the same user.",Experiment/Discussion
"As we show later, this boosts the classification performance, mainlybecause it removes tweets labeled as subjective by the data sources but are in fact objec tive; 3.",Experiment/Discussion
Top opinion words: to clean the objective.,Experiment/Discussion
"training set, we remove from this set tweets that contain the top-n opinion words in the subjectivity training set, e.g., words as cool, suck, awesome etc. As we show in Section 4, this process is in fact able to remove certain noisy in the training data,leading to a better performing subjectivity classi fier.",Experiment/Discussion
"To illustrate which of the proposed features are more effective for this task, the top-5 features in terms of information gain, based on our trainingdata, are: positive polarity, link, strong subjec tive, upper case and verbs.",Experiment/Discussion
"Three of them aremeta-information (positive polarity, strong sub jective and verbs) and the other two are tweet syntax features (link and upper case).",Experiment/Discussion
"Here is a typical example of a objective tweet in which the user pointed an external link and used manyupper case words: ?Starbucks Expands Pay-ByIPhone Pilot to 1,000 Stores?Starbucks cus tomers with Apple iPhones or iPod touches can ..",Experiment/Discussion
http://oohja.com/x9UbC?.,Experiment/Discussion
38 3.3 Polarity Classifier.,Experiment/Discussion
"The second step of our sentiment detection approach is polarity classification, i.e., predict ing positive or negative sentiment on subjectivetweets.",Experiment/Discussion
"In this section, first we analyze the qual ity of the polarity labels provided by the three sources, and whether their combination has the potential to bring improvement.",Experiment/Discussion
"Second, wepresent some modifications in the proposed fea tures that are more suitable for this task.",Experiment/Discussion
3.3.1 Analysis of the Data Sources The 3 data sources used in this work provide some kind of polarity labels (see Table 1).,Experiment/Discussion
Two questions we investigate regarding these sources are: (1) how useful are these polarity labels?,Experiment/Discussion
and (2) does combining them bring improvement in accuracy?We take the following aspects into considera tion:?,Experiment/Discussion
"Labeler quality: if the labelers have low quality, combine them might not bring much im provement (Sheng et al, 2008).",Experiment/Discussion
"In our case, each source is treated as a labeler; ? Number of labels provided by the labelers:if the labels are informative, i.e., the prob ability of them being correct is higher than 0.5, the more the number of labels, the higher is the performance of a classifier built from them (Sheng et al, 2008); ? Labeler bias: the labeled data provided by the labelers might be only a subset of the real data distribution.",Experiment/Discussion
"For instance, labelers might be interested in only providing labels that they are more confident about;?",Experiment/Discussion
"Different labeler bias: if labelers make simi lar mistakes, the combination of them might not bring much improvement.",Experiment/Discussion
We provide an empirical analysis of these datasets to address these points.,Experiment/Discussion
"First, we measurethe polarity detection quality of a source by calcu lating the probability p of a label from this source being correct.",Experiment/Discussion
We use the data manually labeled for assessing the classifiers?,Experiment/Discussion
"performance (testing data, see Section 4) to obtain the correct labels of Data sources Quality Entropy Twendz 0.77 8.3 TwitterSentiment 0.82 7.9 TweetFeel 0.89 7.5 Table 2: Quality of the labels and entropy of thetweets provided by each data source for the polar ity detection.",Experiment/Discussion
a data sample.,Experiment/Discussion
Table 2 shows their values.,Experiment/Discussion
We can conclude from these numbers that the 3 sources provide a reasonable quality data.,Experiment/Discussion
"This means that combining them might bring some improvement to the polarity detection instead of, for instance, using one of them in isolation.",Experiment/Discussion
An aspect that is overlooked by quality is the bias of the data.,Experiment/Discussion
"For instance, by examining the data from TwitterFeel,we found out that only 4 positive words (?awe some?,?rock?,?love?",Experiment/Discussion
and ?beat?),Experiment/Discussion
"cover 95% of their positive examples and only 6 negative words (?hate?,?suck?,?wtf?,?piss?,?stupid?",Experiment/Discussion
and ?fail?),Experiment/Discussion
cover 96% of their negative set.,Experiment/Discussion
"Clearly, the data provided by this source is biased towards thesewords.",Experiment/Discussion
This is probably the reason why this website outputs such fewer number of tweets com pared to the other websites (see Table 1) as well as why its data has the smallest entropy among the sources (see Table 2).,Experiment/Discussion
The quality of the data and its individual bias have certainly impact in the combination of labels.,Experiment/Discussion
"However, there is other important aspect that oneneeds to consider: different bias between the labelers.",Experiment/Discussion
"For instance, if labelers a and b make similar decisions, we expect that combining their labels would not bring much improvement.",Experiment/Discussion
"There fore, the diversity of labelers is a key element incombining them (Polikar, 2006).",Experiment/Discussion
One way to mea sure this is by calculating the agreement between the labels produced by the labelers.,Experiment/Discussion
"We use the kappa coefficient (Cohen, 1960) to measure thedegree of agreement between two sources.",Experiment/Discussion
Ta ble 3 presents the coefficients for each par of data source.,Experiment/Discussion
"All the coefficients are between 0.4 and0.6, which represents a moderate agreement be tween the labelers (Landis and Koch, 1977).",Experiment/Discussion
This means that in fact the sources provide different bias regarding polarity detection.,Experiment/Discussion
"39 Data sources Kappa Twendz/TwitterSentiment 0.58 TwitterSentiment/TweetFeel 0.58 Twendz/TweetFeel 0.44 Table 3: Kappa coefficient between pairs of sources.From this analysis we can conclude that com bining the labels provided by the 3 sources canimprove the performance of the polarity detection instead of using one of them in isolation be cause they provide diverse labels (moderate kappa agreement) of reasonable quality, although thereis some issues related to bias of the labels pro vided by them.",Experiment/Discussion
"In our experimental evaluation in Section 4, we present results obtained by different strategies of combining these sources that confirm these findings.",Experiment/Discussion
3.3.2 Polarity Features The features used in the polarity detection are the same ones used in the subjectivity detection.,Experiment/Discussion
"However, as one would expect the set of the most discriminative features is different between the two tasks.",Experiment/Discussion
"For subjectivity detection, the top-5 features in terms of information gain, based on the training data, are: negative polarity, positive polarity, verbs, good emoticons and upper case.",Experiment/Discussion
"For this task, the meta-information of the words (negative polarity, positive polarity and verbs) is more important than specific features from Twitter (good emoticons and upper case), whereas for the subjectivity detection, tweet syntax features have a higher relevance.",Experiment/Discussion
This analysis show that prior polarity is very important for this task.,Experiment/Discussion
"However, one limitation of using it from a generic list is its values might not hold for some specific scenario.",Experiment/Discussion
"For instance,the polarity of the word ?spot?",Experiment/Discussion
