col1,col2
"This paper presents a syntax-driven ap proach to question answering, specifically the answer-sentence selection problem forshort-answer questions.",Introduction
"Rather than using syntactic features to augment exist ing statistical classifiers (as in previouswork), we build on the idea that ques tions and their (correct) answers relate toeach other via loose but predictable syntactic transformations.",Introduction
"We propose a probabilistic quasi-synchronous grammar, inspired by one proposed for machine translation (D. Smith and Eisner, 2006), and parameterized by mixtures of a robust non lexical syntax/alignment model with a(n optional) lexical-semantics-driven log-linear model.",Introduction
Our model learns soft alignments as a hidden variable in discriminative training.,Introduction
Experimental results using the TREC dataset are shown to significantly outperform strong state-of-the-art baselines.,Introduction
Open-domain question answering (QA) is a widelystudied and fast-growing research problem.,Experiment/Discussion
State of-the-art QA systems are extremely complex.,Experiment/Discussion
"They usually take the form of a pipeline architecture, chaining together modules that perform tasks such as answer type analysis (identifying whether the correct answer will be a person, location, date,etc.), document retrieval, answer candidate extrac tion, and answer reranking.",Experiment/Discussion
"This architecture is so predominant that each task listed above has evolvedinto its own sub-field and is often studied and evalu ated independently (Shima et al, 2006).",Experiment/Discussion
"At a high level, the QA task boils down to only two essential steps (Echihabi andMarcu, 2003).",Experiment/Discussion
"The first step, retrieval, narrows down the search spacefrom a corpus of millions of documents to a focused set of maybe a few hundred using an IR engine, where efficiency and recall are the main focus.",Experiment/Discussion
"The second step, selection, assesses each can didate answer string proposed by the first step, and finds the one that is most likely to be an answerto the given question.",Experiment/Discussion
The granularity of the tar get answer string varies depending on the type ofthe question.,Experiment/Discussion
"For example, answers to factoid ques tions (e.g., Who, When, Where) are usually single words or short phrases, while definitional questions and other more complex question types (e.g., How, Why) look for sentences or short passages.",Experiment/Discussion
"In this work, we fix the granularity of an answer to a single sentence.",Experiment/Discussion
Earlier work on answer selection relies only on the surface-level text information.,Experiment/Discussion
"Two approaches are most common: surface pattern matching, andsimilarity measures on the question and answer, represented as bags of words.",Experiment/Discussion
"In the former, pat terns for a certain answer type are either craftedmanually (Soubbotin and Soubbotin, 2001) or acquired from training examples automatically (Itty cheriah et al, 2001; Ravichandran et al, 2003; Licuanan and Weischedel, 2003).",Experiment/Discussion
"In the latter,measures like cosine-similarity are applied to (usu ally) bag-of-words representations of the question and answer.",Experiment/Discussion
"Although many of these systems haveachieved very good results in TREC-style evaluations, shallow methods using the bag-of-word repre sentation clearly have their limitations.",Experiment/Discussion
Examples of 22 cases where the bag-of-words approach fails abound in QA literature; here we borrow an example used by Echihabi and Marcu (2003).,Experiment/Discussion
