col1,col2
"We present an algorithm for anaphora res- olutkm which is a modified and extended version of that developed by (Lappin and Leass,/994).",Introduction
"In contrast to that work, our al- gorithm does not require in-depth, full, syn..",Introduction
tactic parsing of text.,Introduction
"Instead, with minimal compromise in output quality, the modifica- tions enable the resolution process to work from tile output of a part of speech tag- ge~; enriched only with annotations of gram- matica\] functkm of lexical items in the in- put text stream.",Introduction
"Evaluation of the results of our in-tplementation demonstrates that ac- curate anaphora resolution can be realized within natural anguage processing fl'ame- works which do not--~,)r cannot- employ ro- bust and rcqiable parsing components.",Introduction
"(l,appin and Leass, 1994) describe an algorithm for pronominal anaphora resolution with high rate of cor- rect analyses.",Experiment/Discussion
"While one of the strong points of this algorithm is that it operates primarily on syntactic in- formation ahme, this also turns out to be a limiting factor for its wide use: current state-of-the-art of prac- tically applicable parsing technology still falls short of robust and reliable delivery of syntactic analysis of real texts to the level of detail and precision that the filters a nd constraints described by I ,appin and l ,eass assume.",Experiment/Discussion
"We are particularly interested in a class of text pro- cessing applications, capable of delivery of content analysis to a depth inw~lving non-trivial amount of discourse processing, including anaphora resolution.",Experiment/Discussion
"The operational context prohibits us from making any assumptions concerning domain, style, and genre of input; as a result, we have developed a text processing framework which builds its capabilities entirely on the basis of a considerably shallower linguistic analysis of the input stream, thus trading off depth of base level analysis for breadth of cown:age.",Experiment/Discussion
"In this paper, we present work on modifying the lmp- pin/Leass algorithm in a way which enables it to work off a flat morpho-syntactic analysis of the sentences of a text, while retaining a degree of quality and accuracy in pronorainal anaphora resolution comparable to that reported in (Lappin and l,eass, 1994).",Experiment/Discussion
"The modifica- tions discussed below make the algorithm available to a wide range of text processing frameworks, which, due to the lack of full syntactic parsing capability, nor- really would have been unable to use this high preci- sion anap hora resolution tool.",Experiment/Discussion
"The work is additionally important, we feel, as it shows that informatkm about the content and logical structure of a text, in princi-.",Experiment/Discussion
"pie a core requirement for higher level semantic and discourse processes, can be effectively approximated by the right mix of constituent analysis and inferences about functional relations.",Experiment/Discussion
"The base level linguistic analysis for actaphora resolu- tion is the output of a part of speech tagger, augmented with syntactic function annotatkms for each input to.",Experiment/Discussion
"ken; this kind of analysis is generated by the mor- pbosyntactic tagging system described in (Voutilainen et al, 1992), (Karlsson et al, 1995) (hencehvth 1,1NC:- ~;olq').",Experiment/Discussion
"In addition to extremely high levels of accuracy in recall and precision of tag assignment ((VoutiJainen et al, 1992) report 99.77?/,, overall recall and 95.54% overall preciskm, over a variety of text genres, and in comparison with other state-of-the-art tagging sys- tems), the primary motivation for adopting this system is the requirement todevelop a robust ext processor- with anaphora resolution being just one of its discourse analysis functkms capable of reliably handling arbi- trary kinds of input.",Experiment/Discussion
"The tagger provides a very simple analysis of the structure of the text: for each lexical item in each sen- tence, it provides a set of values which indicate the morphological, lexical, grammatical nd syntactic fea- tures of the item in tile context in which it appears.",Experiment/Discussion
"In addition, the modified algorithm we present requh:es annota tion of the input text stream by a simple position-- identification function which associates an integer with each token in a text sequentially (we will refer to a to- ken's integer value as its oJ~et).",Experiment/Discussion
"As an example, given the text ""For 1995 the company set up its headquar- ters in Hall \] l, the newest and most presti-.",Experiment/Discussion
