col1,col2
We present Minimum Bayes-Risk (MBR) decoding for statistical machine translation.,Introduction
This statistical approach aims to minimize expected loss of translation errors under loss functions that measure translation performance.,Introduction
"We describe a hierarchy of loss functions that incorporate different levels of linguistic information from word strings, word-to-word alignments from an MT system, and syntactic structure from parse-trees of source and target language sentences.",Introduction
We report the performance of the MBR decoders on a Chinese-to-English translation task.,Introduction
Our results show that MBR decoding can be used to tune statistical MT performance for specific loss functions.,Introduction
"Statistical Machine Translation systems have achieved considerable progress in recent years as seen from their performance on international competitions in standard evaluation tasks (NIST, 2003).",Experiment/Discussion
"This rapid progress has been greatly facilitated by the development of automatic translation evaluation metrics such as BLEU score (Papineni et al., 2001), NIST score (Doddington, 2002) and Position Independent Word Error Rate (PER) (Och, 2002).",Experiment/Discussion
"However, given the many factors that influence translation quality, it is unlikely that we will find a single translation metric that will be able to judge all these factors.",Experiment/Discussion
"For example, the BLEU, NIST and the PER metrics, though effective, do not take into account explicit syntactic information when measuring translation quality.",Experiment/Discussion
"Given that different Machine Translation (MT) evaluation metrics are useful for capturing different aspects of translation quality, it becomes desirable to create MT systems tuned with respect to each individual criterion.",Experiment/Discussion
"In contrast, the maximum likelihood techniques that underlie the decision processes of most current MT systems do not take into account these application specific goals.",Experiment/Discussion
"We apply the Minimum Bayes-Risk (MBR) techniques developed for automatic speech recognition (Goel and Byrne, 2000) and bitext word alignment for statistical MT (Kumar and Byrne, 2002), to the problem of building automatic MT systems tuned for specific metrics.",Experiment/Discussion
This is a framework that can be used with statistical models of speech and language to develop decision processes optimized for specific loss functions.,Experiment/Discussion
We will show that MBR decoding can be applied to machine translation in two scenarios.,Experiment/Discussion
"Given an automatic MT metric, we design a loss function based on the metric and use MBR decoding to tune MT performance under the metric.",Experiment/Discussion
We also show how MBR decoding can be used to incorporate syntactic structure into a statistical MT system by building specialized loss functions.,Experiment/Discussion
"These loss functions can use information from word strings, word-to-word alignments and parse-trees of the source sentence and its translation.",Experiment/Discussion
In particular we describe the design of a Bilingual Tree Loss Function that can explicitly use syntactic structure for measuring translation quality.,Experiment/Discussion
"MBR decoding under this loss function allows us to integrate syntactic knowledge into a statistical MT system without building detailed models of linguistic features, and retraining the system from scratch.",Experiment/Discussion
We first present a hierarchy of loss functions for translation based on different levels of lexical and syntactic information from source and target language sentences.,Experiment/Discussion
This hierarchy includes the loss functions useful in both situations where we intend to apply MBR decoding.,Experiment/Discussion
We then present the MBR framework for statistical machine translation under the various translation loss functions.,Experiment/Discussion
We finally report the performance of MBR decoders optimized for each loss function.,Experiment/Discussion
We now introduce translation loss functions to measure the quality of automatically generated translations.,Experiment/Discussion
Suppose we have a sentence in a source language for which we have generated an automatic translation with word-to-word alignment relative to.,Experiment/Discussion
The wordto-word alignment specifies the words in the source sentence that are aligned to each word in the translation .,Experiment/Discussion
We wish to compare this automatic translation with a reference translation with word-to-word alignment relative to.,Experiment/Discussion
We will now present a three-tier hierarchy of translation loss functions of the form that measure against .,Experiment/Discussion
"These loss functions will make use of different levels of information from word strings, MT alignments and syntactic structure from parse-trees of both the source and target strings as illustrated in the following table.",Experiment/Discussion
"We start with an example of two competing English translations for a Chinese sentence (in Pinyin without tones), with their word-to-word alignments in Figure 1.",Experiment/Discussion
The reference translation for the Chinese sentence with its word-to-word alignment is shown in Figure 2.,Experiment/Discussion
"In this section, we will show the computation of different loss functions for this example.",Experiment/Discussion
"The first class of loss functions uses no information about word alignments or parse-trees, so that can be reduced to .",Experiment/Discussion
"We consider three loss functions in this category: The BLEU score (Papineni et al., 2001), word-error rate, and the position-independent word-error rate (Och, 2002).",Experiment/Discussion
Another example of a loss function in this class is the MTeval metric introduced in Melamed et al. (2003).,Experiment/Discussion
A loss function of this type depends only on information from word strings.,Experiment/Discussion
"BLEU score (Papineni et al., 2001) computes the geometric mean of the precision of-grams of various lengths ( ) between a hypothesis and a reference translation, and includes a brevity penalty ( ) if the hypothesis is shorter than the reference.",Experiment/Discussion
We use . where is the precision of-grams in the hypothesis .,Experiment/Discussion
The BLEU score is zero if any of the n-gram precisions is zero for that sentence pair.,Experiment/Discussion
We note that .,Experiment/Discussion
We derive a loss function from BLEU score as BLEU .,Experiment/Discussion
Word Error Rate (WER) is the ratio of the string-edit distance between the reference and the hypothesis word strings to the number of words in the reference.,Experiment/Discussion
Stringedit distance is measured as the minimum number of edit operations needed to transform a word string to the other word string.,Experiment/Discussion
Position-independent Word Error Rate (PER) measures the minimum number of edit operations needed to transform a word string to any permutation of the other word string.,Experiment/Discussion
"The PER score (Och, 2002) is then computed as a ratio of this distance to the number of words in the reference word string.",Experiment/Discussion
"The second class of translation loss functions uses information only from the parse-trees of the two translations, so that .",Experiment/Discussion
This loss function has no access to any information from the source sentence or the word alignments.,Experiment/Discussion
"Examples of such loss functions are tree-edit distances between parse-trees, string-edit distances between event representation of parse-trees (Tang et al., 2002), and treekernels (Collins and Duffy, 2002).",Experiment/Discussion
The computation of tree-edit distance involves an unconstrained alignment of the two English parse-trees.,Experiment/Discussion
We can simplify this problem once we have a third parse tree (for the Chinese sentence) with node-to-node alignment relative to the two English trees.,Experiment/Discussion
We will introduce such a loss function in the next section.,Experiment/Discussion
"We did not perform experiments involving this class of loss functions, but mention them for completeness in the hierarchy of loss functions.",Experiment/Discussion
"The third class of loss functions uses information from word strings, alignments and parse-trees in both languages, and can be described by .",Experiment/Discussion
We will now describe one such loss function using the example in Figures 1 and 2.,Experiment/Discussion
Figure 3 shows a treeto-tree mapping between the source (Chinese) parse-tree and parse-trees of its reference translation and two competing hypothesis (English) translations. the first two months of this year guangdong ’s high−tech products 3.76 billion US dollars jin−nian qian liangyue guangdong gao xinjishu chanpin chukou sanqidianliuyi meiyuan the first two months of this year guangdong exported high−tech products 3.76 billion US dollars We first assume that a nodein the source tree can be mapped to a node in (and a node in ) using word alignment (and respectively).,Experiment/Discussion
We denote the subtree of rooted at node by and the subtree of rooted at node by.,Experiment/Discussion
We will now describe a simple procedure that makes use of the word alignment to construct node-to-node alignment between nodes in the source tree and the target tree.,Experiment/Discussion
For each nodein the source tree we consider the subtreerooted at.,Experiment/Discussion
We first read off the source word sequence corresponding to the leaves of.,Experiment/Discussion
"We next consider the subset of words in the target sentence that are aligned to any word in this source word sequence, and select the leftmost and rightmost words from this subset.",Experiment/Discussion
"We locate the leaf nodes corresponding to these two words in the target parse tree, and obtain their closest common ancestor node .",Experiment/Discussion
This procedure gives us a mapping from a node to a node and this mapping associates one subtree to one subtree .,Experiment/Discussion
"Given the subtree alignment between and, and and, we first identify the subset of nodes in for which we can identify a corresponding node in both and .",Experiment/Discussion
The Bilingual Parse-Tree (BiTree) Loss Function can then be computed as where is a distance measure between sub-trees and.,Experiment/Discussion
Specific Bi-tree loss functions are determined through particular choices of.,Experiment/Discussion
"In our experiments, we used a 0/1 loss function between sub-treesand. otherwise We note that other tree-to-tree distance measures can also be used to compute, e.g. the distance function could compare if the subtrees andhave the same headword/non-terminal tag.",Experiment/Discussion
The Bitree loss function measures the distance between two trees in terms of distances between their corresponding subtrees.,Experiment/Discussion
"In this way, we replace the stringto-string (Levenshtein) alignments (for WER) or-gram matches (for BLEU/PER) with subtree-to-subtree alignments.",Experiment/Discussion
The Bitree Error Rate (in %) is computed as a ratio of the Bi-tree Loss function to the number of nodes in the set .,Experiment/Discussion
